"predator","prey1","prey2","model_formula","aic","bic","smolt_r2","sar_r2","b_pred","p_pred","b_prey1","p_prey1","b_prey2","p_prey2","b_int1","p_int1","b_int2","p_int2","delta_aic","aic_weight"
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x05_anchovy_gam","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x05_anchovy_gam)",101.691563077493,113.472101380973,0.839383615710892,0.300985163962891,0.714908967378744,NA,-0.284467635620683,0.0020542815389808,-0.313717321125584,0.00170689476072217,-0.386935471847955,3.17977533192959e-09,-0.400998944245955,1.03638187565203e-06,0,0.887485881312168
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x21_sst_wgoa_coastwatch_junjulaug","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x21_sst_wgoa_coastwatch_junjulaug)",106.697735665283,118.478273968762,0.802130179936821,0.300985163962891,0.591149566698345,NA,-0.260334721767419,0.0118043199939355,-0.280564908427484,0.0136872099541785,-0.236797649303711,0.00398473487770223,-0.376713935915709,0.000241320478145068,5.00617258778931,0.0726247896620109
"x08_loons_8_ws","x21_sst_wgoa_coastwatch_junjulaug","x21_enso_dj","x07 ~ x08_loons_8_ws * (x21_sst_wgoa_coastwatch_junjulaug + x21_enso_dj)",109.856082897845,121.636621201324,0.774299896726809,0.300985163962891,0.596425006490859,NA,-0.244655538602346,0.0970228695208606,0.00694243697551848,0.956438847584469,-0.321149840275091,0.00149783943287529,-0.441935683756962,2.19658618818563e-05,8.1645198203513,0.0149712650818524
"x08_loons_8_ws","x05_anchovy_gam","x21_enso_dj","x07 ~ x08_loons_8_ws * (x05_anchovy_gam + x21_enso_dj)",110.950655840749,122.731194144229,0.76376800605908,0.300985163962891,0.654790797354683,NA,-0.232146034883197,0.0547391491544282,-0.106916591849122,0.325519102022281,-0.284064965168083,0.00287384689904147,-0.52389464616085,2.60974906574063e-07,9.25909276325598,0.00866113893971133
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x05_dfa_abund_sardine","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x05_dfa_abund_sardine)",111.956677633647,123.737215937126,0.753655263689374,0.300985163962891,0.610869409709801,NA,-0.155780832892922,0.284793123752066,0.242677436388543,0.0632524125146379,-0.450196183062737,1.13486338555457e-05,0.321875082824602,0.00881582562808347,10.2651145561533,0.00523745312205748
"x08_loons_8_ws","x05_herring_ncc","x21_enso_dj","x07 ~ x08_loons_8_ws * (x05_herring_ncc + x21_enso_dj)",112.235040670577,124.015578974057,0.750781410230409,0.300985163962891,0.506837843929345,NA,0.205553635557441,0.0711550066463023,-0.214716411908379,0.0768557378036221,0.383100582154184,0.00863765031180419,-0.749212635915836,4.85028039953761e-09,10.5434775930838,0.0045569512586741
"x08_loons_8_ws","x05_dfa_abund_sardine","x21_enso_dj","x07 ~ x08_loons_8_ws * (x05_dfa_abund_sardine + x21_enso_dj)",114.778163599409,126.558701902889,0.722923445707793,0.30098516396289,0.612807396314728,NA,0.266856606830118,0.0229701098188961,-0.0873408492365428,0.466071487100907,0.13749869367222,0.239533886684744,-0.553883530692679,5.99918825505696e-07,13.086600521916,0.00127773930938917
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x05_herring_gam","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x05_herring_gam)",115.19124414019,126.971782443669,0.718113212802996,0.300985163962891,0.663597281606478,NA,-0.151775341814456,0.335303441207841,-0.176188024460084,0.173268614213437,-0.542654463745524,0.000193510428926569,-0.311054889545575,0.120563738006031,13.4996810626965,0.0010393048554982
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x21_enso_dj","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x21_enso_dj)",115.886866963779,127.667405267259,0.709823368761835,0.300985163962891,0.78174894841117,NA,0.0419104353130076,0.783888387537065,0.055274093461286,0.691175331652827,-0.255020603115263,0.0624826695032485,-0.385330986819963,0.0417074252779188,14.195303886286,0.00073399039939198
"x08_loons_8_ws","x05_herring_gam","x21_enso_dj","x07 ~ x08_loons_8_ws * (x05_herring_gam + x21_enso_dj)",116.433844427089,128.214382730569,0.703134095025678,0.300985163962891,0.757826591628695,NA,-0.194071682146353,0.0926663097799245,-0.0259934660406972,0.836783655633568,0.0796455494054847,0.547746752927746,-0.57743140215113,1.28412572819592e-06,14.7422813495957,0.000558361843362751
"x08_loons_8_ws","x21_sst_wgoa_coastwatch_junjulaug","x21_pdo_djf","x07 ~ x08_loons_8_ws * (x21_sst_wgoa_coastwatch_junjulaug + x21_pdo_djf)",116.586727124959,128.367265428439,0.70123698986848,0.30098516396289,0.378105382883259,NA,-0.351861072743228,0.0470593328841693,0.136206514150365,0.381899979256898,-0.326461684374371,0.00856615277070816,-0.604908487271021,0.00245987557697669,14.8951640474656,0.000517270458400386
"x09_dfa_hake_age5plus","x05_herring_ncc","x21_enso_dj","x07 ~ x09_dfa_hake_age5plus * (x05_herring_ncc + x21_enso_dj)",117.494169138657,129.274707442136,0.689724462062308,0.30098516396289,-0.520031824122748,NA,0.391937306222773,0.0017632193006567,-0.328080459695096,0.011413126621346,-0.346769342564669,0.0196158208242365,0.446523858969287,0.0015498227196975,15.8026060611632,0.000328601201245415
"x08_loons_8_ws","x03_hake_age1","x21_enso_dj","x07 ~ x08_loons_8_ws * (x03_hake_age1 + x21_enso_dj)",117.867292776315,129.647831079794,0.684862972241235,0.300985163962891,0.626643165326925,NA,-0.172077394243125,0.219131556010232,-0.169728719491362,0.241998922245513,-0.170693456205784,0.368634626799679,-0.560601532951534,7.60948343359047e-06,16.1757296988215,0.000272675663309727
"x09_dfa_hake_age5plus","x05_herring_ncc","x21_sst_wgoa_coastwatch_junjulaug","x07 ~ x09_dfa_hake_age5plus * (x05_herring_ncc + x21_sst_wgoa_coastwatch_junjulaug)",117.910522433226,129.691060736705,0.684294824644726,0.300985163962891,-0.0924924016338539,NA,0.251939449707347,0.0362924050333635,-0.576449148411294,0.00576297974224516,-0.432055658723963,0.00448008522740606,0.578304762828223,0.000155707955236117,16.2189593557324,0.000266845066303561
"x09_dfa_hake_age5plus","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x05_herring_ncc","x07 ~ x09_dfa_hake_age5plus * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x05_herring_ncc)",118.69174006916,130.472278372639,0.673849306836644,0.30098516396289,-0.518561513637425,NA,-0.236405448928249,0.0706502748574493,0.294396688869135,0.0299841571338462,0.35598056878391,0.0035863091824675,-0.308063932295952,0.036283791992008,17.0001769916661,0.0001805593253356
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x05_herring_ncc","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x05_herring_ncc)",119.015045564975,130.795583868455,0.669425983983887,0.30098516396289,0.715663585487675,NA,-0.206489516681245,0.134313173758935,0.129910809750411,0.317118605589549,-0.40516440880913,3.44257960278593e-05,0.0363737339960155,0.789493401914711,17.3234824874818,0.000153608421714903
"x08_loons_8_ws","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x21_pdo_djf","x07 ~ x08_loons_8_ws * (x03_dfa_com_murre_diet_herr_sard_yaquina_ncc + x21_pdo_djf)",119.262147066177,131.042685369656,0.666004846718241,0.30098516396289,0.672966427396973,NA,-0.0933159183552903,0.523229198669643,-0.0440372686093358,0.740543648319597,-0.311666202114939,0.0208868065951455,-0.23126167201284,0.470374378247926,17.5705839886831,0.000135755557538064
"x08_loons_8_ws","x21_pdo_djf","x21_enso_dj","x07 ~ x08_loons_8_ws * (x21_pdo_djf + x21_enso_dj)",119.364384314645,131.144922618124,0.664579030907057,0.300985163962891,0.695620064861814,NA,-0.077790969843827,0.654200244582361,-0.0293502767890354,0.86198432802983,0.0312264438652876,0.938881857441912,-0.550931035284754,0.0256762763336633,17.6728212371511,0.000128990308450534
"x08_loons_8_ws","x05_anchovy_gam","x21_pdo_djf","x07 ~ x08_loons_8_ws * (x05_anchovy_gam + x21_pdo_djf)",119.550452118902,131.330990422382,0.661968464215203,0.300985163962891,0.484548318728056,NA,-0.147054827347619,0.316619107680159,0.00597927905754597,0.965112630603724,-0.257194510042385,0.0269127584976574,-0.787871402653087,8.78982116940819e-05,17.8588890414087,0.000117531146037726
"x08_loons_8_ws","x03_hake_age1","x03_dfa_com_murre_diet_herr_sard_yaquina_ncc","x07 ~ x08_loons_8_ws * (x03_hake_age1 + x03_dfa_com_murre_diet_herr_sard_yaquina_ncc)",119.631001425843,131.411539729323,0.660832049672207,0.300985163962891,0.741827061390829,NA,-0.0831096788929816,0.523576207200831,-0.180127960905539,0.208974180718585,-0.023921534277853,0.904037968411572,-0.389716794836603,0.000299550750596733,17.9394383483497,0.000112891673536237
"x09_dfa_hake_age5plus","x03_hake_age1","x21_enso_dj","x07 ~ x09_dfa_hake_age5plus * (x03_hake_age1 + x21_enso_dj)",119.955770682408,131.736308985888,0.656211217048419,0.30098516396289,-0.526924885390615,NA,-0.297258774124785,0.0475735087577185,-0.316687582455101,0.0227173400988874,0.239727152803981,0.144423906083689,0.490060825125027,0.00106091029731537,18.2642076049146,9.59708106368389e-05
"x08_loons_8_ws","x05_herring_ncc","x21_pdo_djf","x07 ~ x08_loons_8_ws * (x05_herring_ncc + x21_pdo_djf)",120.514278854865,132.294817158345,0.648117033211028,0.30098516396289,0.304287415296771,NA,0.258463709949814,0.0638110307008306,-0.123674509409417,0.384483503527699,0.172551506124404,0.272024805410439,-1.02195968883239,2.17753254789788e-05,18.8227157773717,7.25873020135429e-05
"x08_loons_8_ws","x05_dfa_abund_sardine","x21_pdo_djf","x07 ~ x08_loons_8_ws * (x05_dfa_abund_sardine + x21_pdo_djf)",121.20721712028,132.987755423759,0.637809228058495,0.30098516396289,0.366134480176137,NA,0.181232683051688,0.179440648802116,-0.0167731116979864,0.904789878632599,0.212670888745021,0.113492299960823,-0.836912701436584,6.95500598646426e-05,19.5156540427861,5.13323352529138e-05
