shark_col,shark_temp_col,Q10,overlap_form,overlap_slope,shark_transform,n,aic,bic,cfi,rmsea,b_hake_cpue,p_hake_cpue,b_cpue_sar,p_cpue_sar,b_shark_sar,p_shark_sar,model_group,sig_shark,sig_hake,sig_cpue
goa_pacific_sleeper_shark_2y_avg_backward,egoa_clim_1970_t1,2,constant,0,log1p_z,24,102.48440010395305,110.73077691638866,0.847374806794393,0.2885812765522583,-0.3720149782675389,1.4367408692739225e-4,0.7563142519198359,8.202954703828702e-5,-0.33749667879010065,0.015025271547278951,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,egoa_clim_1985_t1,2,constant,0,log1p_z,24,102.53868448493483,110.78506129737045,0.8473275971133098,0.2882807365965023,-0.3720149782675385,1.4367408686877248e-4,0.755473573568084,8.486053768552715e-5,-0.33550007695829287,0.015613218987791999,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,sst_egoa_coastwatch_junjulaug,2,logistic,0.2,log1p_z,24,102.6373056231667,110.88368243560231,0.8516645891160741,0.2828001868596586,-0.37201497826753915,1.4367408685234118e-4,0.7443513163372181,1.0540950040294206e-4,-0.32542811043000935,0.01673907052693613,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,wgoa_clim_1970_t1,2,constant,0,log1p_z,24,102.64626331474528,110.8926401271809,0.8412623059217635,0.2942914305430332,-0.37201497826753915,1.4367408683835237e-4,0.7599161939237851,8.246678419099318e-5,-0.33463941498476774,0.01684515450812496,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,enso_dj,2,logistic,0.8,z_roll2,24,102.64979280280761,110.89616961524322,0.8061445758354944,0.33220106331349236,-0.37201497826753915,1.43674086886314e-4,0.7398820314082115,1.1407478713554298e-4,-0.408986291085197,0.01688713274548226,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,wgoa_clim_1985_t2,2,logistic,0.2,log1p_z,24,102.69678136546497,110.94315817790059,0.8403085317777316,0.295002898917284,-0.37201497826753915,1.4367408695670214e-4,0.759954635277333,8.403623697361695e-5,-0.3436243759891254,0.017455781455651298,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,wgoa_clim_1985_t1,2,constant,0,log1p_z,24,102.70673812761314,110.95311494004875,0.8408830743317446,0.29430444020671104,-0.37201497826753915,1.4367408688054084e-4,0.7589133265473696,8.571790939537749e-5,-0.33234121991547694,0.017578646419245558,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,sst_wgoa_coastwatch_junjulaug,2,logistic,0.2,log1p_z,24,102.72618309226499,110.9725599047006,0.8438044231632436,0.2909562109866891,-0.37201497826753915,1.4367408685123095e-4,0.7480685795139315,1.0244178444063223e-4,-0.325272483523345,0.017821025237447552,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,enso_dj,2,logistic,0.6,z_roll2,24,102.76597231408795,111.01234912652356,0.8051803315469483,0.3323456769599395,-0.37201497826753915,1.4367408686299932e-4,0.7393209710268789,1.199562925700004e-4,-0.4040409564584248,0.018327171342352955,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark_2y_avg_backward,akclim_goa_wgoa_win_sst,2,logistic,0.2,log1p_z,24,102.84442142266329,111.0907982350989,0.8331934680473173,0.30176925261232856,-0.3720149782675388,1.4367408689808236e-4,0.7664431021459649,8.07971748815195e-5,-0.34423439835476066,0.019366425053278125,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,enso_dj,2,linear,0.4,z_roll2,24,102.89208624048055,111.13846305291617,0.8060789987547508,0.3304383428781373,-0.37201497826753915,1.436740868394626e-4,0.7400026198125352,1.2398157062865067e-4,-0.387470576511431,0.02002566875069345,long,TRUE,TRUE,TRUE
