pair_id,model_type,ncc_predator,ak_predator,aic,bic,cfi,global_p,cpue_r2,sar_r2,delta_aic_in_pair
36,Thermal Moderation (Pred*SST),x09_dfa_hakeage5plus,x15_halibutbiomassage8plus_2yrlead_predak,121.40935755554284,132.01184202867435,0.6100763666317792,4.0361619533535453e-4,0.3639386563896456,0.5519767331503883,0
36,Baseline DAG 1A (Main Effects),x09_dfa_hakeage5plus,x15_halibutbiomassage8plus_2yrlead_predak,129.67247170302778,139.09690234581134,0.6926019066655751,0.016000385336452316,0.36392241932175307,0.33732996891685985,8.26
36,AltPrey Moderation (Pred*Prey),x09_dfa_hakeage5plus,x15_halibutbiomassage8plus_2yrlead_predak,131.48028810347023,142.08277257660174,0.6171966883473335,0.00819258724206251,0.36579639124668506,0.3383505066168093,10.07
37,Thermal Moderation (Pred*SST),x09_dfa_hakeage5plus,x15_dfa_sleepersharks,118.90292654099551,129.50541101412702,0.6370745390093622,4.758957679776854e-4,0.36393865638984857,0.6021054281783811,0
37,Baseline DAG 1A (Main Effects),x09_dfa_hakeage5plus,x15_dfa_sleepersharks,122.60514125384944,132.029571896633,0.8830640220779753,0.10586161002491956,0.36392241932175295,0.5239158115014708,3.7
37,AltPrey Moderation (Pred*Prey),x09_dfa_hakeage5plus,x15_dfa_sleepersharks,124.30242935775567,134.90491383088718,0.7016007367821637,0.0082154381775007,0.36579639124668506,0.5299889665298574,5.4
38,Thermal Moderation (Pred*SST),x09_dfa_hakeage5plus,x15_salmonsharkgoa_predak,124.26063749350942,134.86312196664093,0.6835501773930486,0.005586486123024814,0.36393865638984857,0.4972029869903464,0
38,Baseline DAG 1A (Main Effects),x09_dfa_hakeage5plus,x15_salmonsharkgoa_predak,129.86939542762167,139.29382607040523,0.6729564991193809,0.01214224864170299,0.36392241932175273,0.3273877303837156,5.61
38,AltPrey Moderation (Pred*Prey),x09_dfa_hakeage5plus,x15_salmonsharkgoa_predak,131.74205744892055,142.34454192205206,0.6433856989636857,0.013672123684093984,0.36579639124670205,0.325307071598824,7.48
39,Thermal Moderation (Pred*SST),x09_dfa_hakeage5plus,x11_ssl_seak_pup_pred,122.41277117530029,133.0152556484318,0.8753754789727817,0.11059636739596512,0.36393865638984857,0.5384723500678765,0
39,Baseline DAG 1A (Main Effects),x09_dfa_hakeage5plus,x11_ssl_seak_pup_pred,125.89486874726546,135.31929939004903,0.6635516106320434,0.004062917883995598,0.36392241932175273,0.4452854458400325,3.48
39,AltPrey Moderation (Pred*Prey),x09_dfa_hakeage5plus,x11_ssl_seak_pup_pred,126.89045515522582,137.49293962835733,0.6803542149890639,0.008955547434175704,0.36579639124669205,0.46465496081685653,4.48
40,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x10_dfa_ssl.est.wholerange_2yrlead,119.6126026779445,130.215087151076,0.9935400966613881,0.38229541730991445,0.4322605317855931,0.5488311099377577,0
40,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x10_dfa_ssl.est.wholerange_2yrlead,137.55732662355226,145.80370343598787,1,0.3906350498462965,0.06656580695590486,0.31284342095105566,17.94
41,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x10_californian_s_l_2yrlead_ws,119.16892197418207,129.77140644731358,1,0.5965049208491131,0.4322605317855829,0.5508811422849939,0
41,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x10_californian_s_l_2yrlead_ws,136.03801510254442,144.28439191498006,1,0.4163263131405973,0.06656580695590486,0.32641722245882465,16.87
42,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x10_harbour_s_2yrlead_ws,111.39062062056104,121.99310509369255,0.8071359357520738,0.01233611356027442,0.43226053178632207,0.6745108066711543,0
42,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x10_harbour_s_2yrlead_ws,131.48047372989694,139.72685054233256,0.9030632799704148,0.17639800484247337,0.0665658069559042,0.39333258373105406,20.09
43,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x10_northern_f_s_2yrlead_ws,120.70962525019559,131.3121097233271,0.9428121100640198,0.23062594653453017,0.4322605317857138,0.5219484642203992,0
43,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x10_northern_f_s_2yrlead_ws,135.32034471482385,143.56672152725946,0.8875050614011816,0.196995532130681,0.06656580695590486,0.33272268195943266,14.61
44,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_arrowtoothflounderbiomass_predak,118.49190827456741,129.09439274769892,0.9838565392796031,0.23455102205778078,0.432260531785031,0.5667379672693438,0
44,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_arrowtoothflounderbiomass_predak,118.67789923629823,129.28038370942974,0.9712218156701954,0.3036386018969026,0.3678717622587079,0.605207366273302,0.19
44,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_arrowtoothflounderbiomass_predak,129.0780840530499,138.5025146958335,0.9210138138023605,0.21532029756676008,0.06656580695590486,0.4733758937840318,10.59
45,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_sablefishbiomass_predak,120.16837520362145,130.77085967675296,1,0.4362985487208485,0.4322605317861211,0.5428696320330404,0
45,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_sablefishbiomass_predak,131.1429848874564,141.74546936058792,0.529869184342993,0.0011153192674651091,0.3678717622587079,0.3446816846878408,10.97
45,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_sablefishbiomass_predak,137.74611766389597,147.17054830667954,0.36569223597754064,5.266268007493302e-4,0.06656580695590408,0.3530764185658102,17.58
46,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_sablefishrecruitment_predak,122.14894095215925,132.75142542529076,0.912065359548017,0.17036492757651323,0.43226053178571544,0.5021374966611185,0
46,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_sablefishrecruitment_predak,131.18144512025526,141.78392959338677,0.6021890569931716,0.005692354388091014,0.3678717622587079,0.3360849668400945,9.03
46,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_sablefishrecruitment_predak,138.1069996353251,147.53143027810867,0.37377865407724264,8.880725012628821e-4,0.0665658069559042,0.3111502518986774,15.96
47,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_pacificcodbiomass_predak,120.99698705252263,131.59947152565414,0.9719200327911284,0.3132262546697666,0.4322605317857138,0.5216397606496372,0
47,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_pacificcodbiomass_predak,132.09544637705653,142.69793085018804,0.5254008555040419,0.0014628570957979647,0.3678717622587079,0.31433641401317525,11.1
47,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_pacificcodbiomass_predak,140.00517967802344,149.429610320807,0.2606464006427176,1.335618991815668e-4,0.06656580695590486,0.28753433323476774,19.01
48,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_spinydogfishgoa_predak,119.09457959468364,129.69706406781515,1,0.7062549385814965,0.4322605317857138,0.5596988901456779,0
48,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_spinydogfishgoa_predak,125.88482294277748,136.487307415909,0.7290003436358451,0.017998289416231827,0.36787176225868023,0.5292917384005931,6.79
48,Baseline DAG 1A (Main Effects),x11_dfa_harbour_p_ws,x15_spinydogfishgoa_predak,133.31156218358072,142.73599282636428,1,0.432891720939774,0.06656580695590486,0.47895583711702605,14.22
49,Thermal Moderation (Pred*SST),x11_dfa_harbour_p_ws,x15_halibutbiomassage8plus_2yrlead_predak,118.68218043234174,129.28466490547325,1,0.922674205494343,0.4322605317850483,0.5630146647638159,0
49,AltPrey Moderation (Pred*Prey),x11_dfa_harbour_p_ws,x15_halibutbiomassage8plus_2yrlead_predak,131.40162160065552,142.00410607378703,0.602490147450044,0.006102982968971715,0.36787176225868057,0.33723996251798416,12.72
