sst_col,ssl_col,shark_col,forcing,n,aic,r2,b_cpue,b_ssl,b_shark,p_cpue,p_ssl,p_shark
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,other_sharks_bsai,T_clim,19,35.07713455176993,0.7104708536629573,0.29640489974661377,4.8280233753811315,0.17754904054767437,0.15429761931489366,2.562745658238133e-4,0.13905254609407425
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,other_sharks_bsai,T_sst,19,39.04829067797387,0.6431683195341341,0.3780095148979445,4.649832401624759,0.17342804383407484,0.09827042770407943,0.0013169031345507522,0.16304323399028478
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,other_sharks_goa,T_clim,24,55.11940448341445,0.5048413016146983,0.49905542388496976,2.9514002478515207,0.2081016117225965,0.028297218187121283,0.017860949345447505,0.05875327511663172
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,other_sharks_goa,T_sst,24,56.34728518817116,0.4788489046294238,0.5539310780772285,2.8365487956451223,0.19084748902218385,0.016263960254177555,0.031248461774786556,0.07266967277512935
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,pacific_sleeper_shark_bsai,T_clim,19,37.80992041105733,0.6656839493995956,0.3543131352437696,3.961086745920953,-0.042070810370421034,0.13120576350594873,0.014045944656478215,0.7510073146232655
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,pacific_sleeper_shark_bsai,T_sst,19,41.186017164280244,0.600674805942599,0.4505454118570814,3.2866421656251648,-0.07982516846982214,0.07480767226555383,0.06647748598560535,0.5760562059299175
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,pacific_sleeper_shark_goa,T_clim,24,58.36002892426559,0.43325791009362385,0.5779729648597967,1.7555788556103034,-0.13757400130730751,0.022893449407631886,0.17726272154406086,0.33303424571716234
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,pacific_sleeper_shark_goa,T_sst,24,59.20435670501075,0.41296487479236815,0.6228157442510808,1.5097707087200256,-0.130725254555134,0.014823132911212159,0.28132358216060804,0.3431876842021735
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,salmon_shark_bsai,T_clim,19,37.74222210003262,0.6668730209261949,0.32379617832521157,4.306349499326718,-0.04002716627567197,0.14661604915718926,7.690519560542049e-4,0.6962672124085705
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,salmon_shark_bsai,T_sst,19,41.38811266569239,0.5964046718457712,0.40150152773919934,4.008424448330375,-0.042165781368626525,0.09887477537054216,0.003515619181042777,0.6907104896039999
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,salmon_shark_goa,T_clim,24,59.09453287198019,0.4156450066321889,0.5160863595383149,2.1359843417765725,-0.0553991785766375,0.035716037826069365,0.0876406622985315,0.5598294941234196
akclim_goa_egoa_spr_sst,ssl_cent_np_pred,salmon_shark_goa,T_sst,24,59.79975544691088,0.39821939373466264,0.5572487274582553,1.9998421179274677,-0.05955610896626921,0.02329626697814859,0.12554920029706615,0.5196955813781658
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,other_sharks_bsai,T_clim,19,29.632428842631125,0.7826101008049999,0.14796886432669193,4.0225442217467124,0.0771703511980351,0.4245197025173286,2.8014862651763563e-5,0.4224479931877684
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,other_sharks_bsai,T_sst,19,31.340593814096408,0.762160534515269,0.17256401700912316,4.338180620307204,0.09384577263779079,0.3715060539754791,5.5964178744482345e-5,0.317341240046931
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,other_sharks_goa,T_clim,24,53.989403335714535,0.5276147157356988,0.4173689031612923,2.4545391264403684,0.1695882347118081,0.06803697726960055,0.010610701074425608,0.09767623058035058
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,other_sharks_goa,T_sst,24,54.4980244319984,0.5174968358846709,0.4431830115717129,2.6308517638413087,0.15944619503586713,0.05329852189196916,0.013185531756451268,0.10224951692993503
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,pacific_sleeper_shark_bsai,T_clim,19,27.283775232974605,0.807887879238709,0.20923593465411658,3.448477347698351,-0.12963391333754662,0.24329952857311476,1.7318674045598936e-4,0.1184239868037855
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,pacific_sleeper_shark_bsai,T_sst,19,30.20832463946046,0.775920070381808,0.23988536446258485,3.6208548979017925,-0.11696628260028942,0.21496969836788735,6.001857020690878e-4,0.17205179203788476
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,pacific_sleeper_shark_goa,T_clim,24,55.35996081557763,0.4998532804426858,0.47574935953408665,1.9849864260239292,-0.1617449538039028,0.04909625661785223,0.039010746606383276,0.20189594565465907
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,pacific_sleeper_shark_goa,T_sst,24,56.14914683929972,0.4831336939181798,0.5021415180415191,2.0557991660796042,-0.13909042381134687,0.04058000136397186,0.05623235872255801,0.24924373601521618
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,salmon_shark_bsai,T_clim,19,29.56821234972505,0.7833435982963035,0.13609372083914376,4.002351699393888,-0.06979200446781667,0.4640849668656597,2.7388539937499112e-5,0.40530027178850936
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,salmon_shark_bsai,T_sst,19,31.62526814984306,0.7585701895016934,0.16032414798833838,4.2685592600081765,-0.07372888905147668,0.4128688950081615,6.304672002292716e-5,0.37640318861578426
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,salmon_shark_goa,T_clim,24,57.28138689104979,0.45816533200627013,0.42195577181354155,2.137802109644256,-0.024143087951470816,0.0846764514726534,0.03610740079220025,0.7962849257762161
akclim_goa_egoa_spr_sst,ssl_cent_pup_pred,salmon_shark_goa,T_sst,24,57.66198308820644,0.4495043307542902,0.4454350192012813,2.260946753652305,-0.02823257333696676,0.06819501431872826,0.04325464015590076,0.7545306286434608
