shark_col,shark_temp_col,Q10,overlap_form,overlap_slope,shark_transform,n,aic_base,aic_test,delta_aic_shark,r2_test,b_cpue,p_cpue,b_ssl,p_ssl,b_shark,p_shark,model_group,sig_shark,sig_cpue,sig_ssl,sig_all3,delta_aic,rel_like,aic_weight
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.6,z_roll2,19,13.456715895167818,13.835342355587967,0.3786264604201488,0.9053423302445687,0.7962451828240529,3.1932268501229146e-6,0.7962451828240529,3.1932268501229146e-6,0.7962451828240529,3.1932268501229146e-6,short,TRUE,TRUE,TRUE,TRUE,0.134898075141896,0.934775357825016,0.010378175160986155
pacific_sleeper_shark_goa,enso_dj,2,linear,0.6,log1p_z,24,41.95861842630398,42.37019470113593,0.41157627483195114,0.7089016333656677,0.6671780613634622,0.0011676685656838003,0.6671780613634622,0.0011676685656838003,0.6671780613634622,0.0011676685656838003,long,TRUE,TRUE,TRUE,TRUE,1.2358401856115933,0.5390644764852072,0.010748162504930622
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.8,z_roll2,19,13.456715895167818,13.919785285684005,0.46306939051618734,0.9049207007910339,0.791242001132391,3.100535880308814e-6,0.791242001132391,3.100535880308814e-6,0.791242001132391,3.100535880308814e-6,short,TRUE,TRUE,TRUE,TRUE,0.21934100523793454,0.8961293589329847,0.00994911491414142
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.2,z_roll2,19,13.456715895167818,13.957810592854985,0.5010946976871669,0.9047302250120829,0.8167014597892363,6.086014645396117e-6,0.8167014597892363,6.086014645396117e-6,0.8167014597892363,6.086014645396117e-6,short,TRUE,TRUE,TRUE,TRUE,0.25736631240891406,0.8792525071177644,0.009761742704510332
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.6,z,19,13.456715895167818,14.096750417689762,0.6400345225219439,0.9040309996557004,0.7938354761516985,3.7966897910267234e-6,0.7938354761516985,3.7966897910267234e-6,0.7938354761516985,3.7966897910267234e-6,short,TRUE,TRUE,TRUE,TRUE,0.3963061372436911,0.8202442898651513,0.009106614593292213
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.8,z,19,13.456715895167818,14.119689742217426,0.6629738470496083,0.9039150631542038,0.7895788049344511,3.5224223777993493e-6,0.7895788049344511,3.5224223777993493e-6,0.7895788049344511,3.5224223777993493e-6,short,TRUE,TRUE,TRUE,TRUE,0.41924546177135547,0.8108901120640352,0.009002761517904271
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.4,z,19,13.456715895167818,14.126134935582328,0.6694190404145104,0.9038824636254345,0.799775114514582,4.549003590818491e-6,0.799775114514582,4.549003590818491e-6,0.799775114514582,4.549003590818491e-6,short,TRUE,TRUE,TRUE,TRUE,0.4256906551362576,0.8082811463590481,0.008973795945749737
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.4,z_roll2,19,13.456715895167818,14.132870730017775,0.6761548348499566,0.9038483824284952,0.8108354271881123,6.385076448047115e-6,0.8108354271881123,6.385076448047115e-6,0.8108354271881123,6.385076448047115e-6,short,TRUE,TRUE,TRUE,TRUE,0.43242644957170384,0.8055635174512835,0.008943623959944545
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,linear,0.2,z_roll2,19,13.456715895167818,14.13305595539157,0.676340060223751,0.9038474450702784,0.810875239525666,6.3948749261690765e-6,0.810875239525666,6.3948749261690765e-6,0.810875239525666,6.3948749261690765e-6,short,TRUE,TRUE,TRUE,TRUE,0.43261167494549824,0.8054889155040628,0.008942795705253056
pacific_sleeper_shark_bsai,enso_dj,2,constant,0,z_roll2,19,13.456715895167818,14.14976720314807,0.6930513079802516,0.9037628379118672,0.8119642833387242,6.781201538887593e-6,0.8119642833387242,6.781201538887593e-6,0.8119642833387242,6.781201538887593e-6,short,TRUE,TRUE,TRUE,TRUE,0.4493229227019988,0.7987865931247848,0.008868384377381312
pacific_sleeper_shark_bsai,pdo_djf,2,logistic,0.8,z,19,13.456715895167818,14.175245547227632,0.7185296520598143,0.9036337006348545,0.8001671367400929,4.860123851017251e-6,0.8001671367400929,4.860123851017251e-6,0.8001671367400929,4.860123851017251e-6,short,TRUE,TRUE,TRUE,TRUE,0.47480126678156154,0.7886752550734969,0.00875612506659634
pacific_sleeper_shark_bsai,pdo_djf,2,logistic,0.6,z,19,13.456715895167818,14.183437866583075,0.7267219714152571,0.9035921409652593,0.8030227388381407,5.339953118040388e-6,0.8030227388381407,5.339953118040388e-6,0.8030227388381407,5.339953118040388e-6,short,TRUE,TRUE,TRUE,TRUE,0.48299358613700427,0.7854513226735328,0.008720331937398053
pacific_sleeper_shark_bsai,pdo_djf,2,linear,0.2,z,19,13.456715895167818,14.20151061300541,0.7447947178375927,0.9035003944540098,0.8060457882775545,6.006266872564348e-6,0.8060457882775545,6.006266872564348e-6,0.8060457882775545,6.006266872564348e-6,short,TRUE,TRUE,TRUE,TRUE,0.5010663325593399,0.778385663429022,0.008641886727376695
pacific_sleeper_shark_bsai,pdo_djf,2,logistic,0.4,z,19,13.456715895167818,14.2121709859999,0.7554550908320827,0.9034462360099808,0.8060192507410441,6.087825224903273e-6,0.8060192507410441,6.087825224903273e-6,0.8060192507410441,6.087825224903273e-6,short,TRUE,TRUE,TRUE,TRUE,0.5117267055538299,0.7742477603704555,0.008595946403445924
pacific_sleeper_shark_bsai,pdo_djf,2,logistic,0.2,z,19,13.456715895167818,14.269640066350888,0.8129241711830701,0.9031537488379541,0.8088043835182915,7.25959840843435e-6,0.8088043835182915,7.25959840843435e-6,0.8088043835182915,7.25959840843435e-6,short,TRUE,TRUE,TRUE,TRUE,0.5691957859048173,0.7523167053557049,0.008352460812492945
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.6,z_roll2,19,13.456715895167818,14.30562535756395,0.8489094623961311,0.9029701518430135,0.8045654553782279,6.612922543119335e-6,0.8045654553782279,6.612922543119335e-6,0.8045654553782279,6.612922543119335e-6,short,TRUE,TRUE,TRUE,TRUE,0.6051810771178783,0.738901586145572,0.00820352186603611
salmon_shark_goa,swln_temp_spr_176to226m,2,constant,0,log1p_z,24,41.95861842630398,42.841814964435656,0.8831965381316778,0.7031247300696,0.7515745381334997,5.875499960806835e-4,0.7515745381334997,5.875499960806835e-4,0.7515745381334997,5.875499960806835e-4,long,TRUE,TRUE,TRUE,TRUE,1.7074604489113199,0.42582354827129837,0.008490302913461744
salmon_shark_goa,swln_temp_spr_176to226m,2,logistic,0.2,log1p_z,24,41.95861842630398,42.86097551394855,0.9023570876445746,0.7028876232131318,0.7458213844142858,5.855668943594163e-4,0.7458213844142858,5.855668943594163e-4,0.7458213844142858,5.855668943594163e-4,long,TRUE,TRUE,TRUE,TRUE,1.7266209984242167,0.4217635208232878,0.00840935186458124
pacific_sleeper_shark_bsai,pdo_djf,2,constant,0,z,19,13.456715895167818,14.3613526435588,0.9046367483909812,0.9026851440761223,0.8108041851266642,9.069195284199118e-6,0.8108041851266642,9.069195284199118e-6,0.8108041851266642,9.069195284199118e-6,short,TRUE,TRUE,TRUE,TRUE,0.6609083631127284,0.7185972856706567,0.007978097024563759
salmon_shark_goa,enso_dj,2,constant,0,log1p_z,24,41.95861842630398,42.879480263440236,0.9208618371362576,0.7026584519544148,0.7467974736638074,5.923159588433572e-4,0.7467974736638074,5.923159588433572e-4,0.7467974736638074,5.923159588433572e-4,long,TRUE,TRUE,TRUE,TRUE,1.7451257479158997,0.41787920396229145,0.008331904229532382
salmon_shark_goa,swln_temp_spr_176to226m,2,logistic,0.4,log1p_z,24,41.95861842630398,42.902913236350116,0.9442948100461379,0.702367993661198,0.7393127409166336,5.93451024344737e-4,0.7393127409166336,5.93451024344737e-4,0.7393127409166336,5.93451024344737e-4,long,TRUE,TRUE,TRUE,TRUE,1.76855872082578,0.4130116986418773,0.008234853244984968
salmon_shark_goa,swln_temp_spr_176to226m,2,linear,0.2,log1p_z,24,41.95861842630398,42.91199649298868,0.9533780666846994,0.7022553278465562,0.7389730460214039,5.958154550644908e-4,0.7389730460214039,5.958154550644908e-4,0.7389730460214039,5.958154550644908e-4,long,TRUE,TRUE,TRUE,TRUE,1.7776419774643415,0.4111402060438656,0.008197538401496562
salmon_shark_goa,enso_dj,2,logistic,0.2,log1p_z,24,41.95861842630398,42.929586122362224,0.9709676960582456,0.7020370304264743,0.7382469680289679,6.004088064947758e-4,0.7382469680289679,6.004088064947758e-4,0.7382469680289679,6.004088064947758e-4,long,TRUE,TRUE,TRUE,TRUE,1.7952316068378877,0.40754015820314743,0.008125758677724271
salmon_shark_goa,swln_temp_spr_176to226m,2,logistic,0.6,log1p_z,24,41.95861842630398,42.954117795298195,0.9954993689942171,0.7017323109631836,0.7328445105855029,6.080443263703986e-4,0.7328445105855029,6.080443263703986e-4,0.7328445105855029,6.080443263703986e-4,long,TRUE,TRUE,TRUE,TRUE,1.8197632797738592,0.40257186966592173,0.008026698222252111
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,constant,0,z,19,13.456715895167818,14.463924222951576,1.0072083277837578,0.9021583687998699,0.8104391504824939,1.0820770221414605e-5,0.8104391504824939,1.0820770221414605e-5,0.8104391504824939,1.0820770221414605e-5,short,TRUE,TRUE,TRUE,TRUE,0.763479942505505,0.682672544614512,0.007579249053045522
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.8,z_roll2,19,13.456715895167818,14.464878136425986,1.0081622412581677,0.9021534564423266,0.7984161801911374,6.761053571185279e-6,0.7984161801911374,6.761053571185279e-6,0.7984161801911374,6.761053571185279e-6,short,TRUE,TRUE,TRUE,TRUE,0.7644338559799149,0.682347016982523,0.007575634941102752
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,linear,0.4,z_roll2,19,13.456715895167818,14.474981624689894,1.018265729522076,0.9021014114792196,0.7981986064027403,6.814317208569496e-6,0.7981986064027403,6.814317208569496e-6,0.7981986064027403,6.814317208569496e-6,short,TRUE,TRUE,TRUE,TRUE,0.7745373442438233,0.6789086665889933,0.007537461274723779
salmon_shark_goa,pdo_djf,2,constant,0,log1p_z,24,41.95861842630398,42.985028620343115,1.026410194039137,0.7013479092897044,0.7445866257519916,6.237962878451501e-4,0.7445866257519916,6.237962878451501e-4,0.7445866257519916,6.237962878451501e-4,long,TRUE,TRUE,TRUE,TRUE,1.8506741048187791,0.39639778972610706,0.007903596037993487
salmon_shark_goa,enso_dj,2,linear,0.2,log1p_z,24,41.95861842630398,42.994378942997784,1.0357605166938058,0.7012315327291418,0.7291867859098365,6.210237982905077e-4,0.7291867859098365,6.210237982905077e-4,0.7291867859098365,6.210237982905077e-4,long,TRUE,TRUE,TRUE,TRUE,1.8600244274734479,0.39454889142588795,0.007866731691977932
salmon_shark_goa,enso_dj,2,logistic,0.4,log1p_z,24,41.95861842630398,42.999438950612095,1.040820524308117,0.7011685356417845,0.7295064520728467,6.218277222747376e-4,0.7295064520728467,6.218277222747376e-4,0.7295064520728467,6.218277222747376e-4,long,TRUE,TRUE,TRUE,TRUE,1.8650844350877591,0.39355194290203405,0.007846853986785227
salmon_shark_goa,swln_temp_spr_176to226m,2,logistic,0.8,log1p_z,24,41.95861842630398,43.00313845928246,1.0445200329784825,0.7011224683582705,0.7269529619223167,6.261937909846842e-4,0.7269529619223167,6.261937909846842e-4,0.7269529619223167,6.261937909846842e-4,long,TRUE,TRUE,TRUE,TRUE,1.8687839437581246,0.3928246413614976,0.007832352650695078
pacific_sleeper_shark_bsai,enso_dj,2,linear,0.8,log1p_z,19,13.456715895167818,14.565633520271529,1.108917625103711,0.9016332063428877,0.7089653654839719,1.734825803220718e-5,0.7089653654839719,1.734825803220718e-5,0.7089653654839719,1.734825803220718e-5,short,TRUE,TRUE,TRUE,TRUE,0.8651892398254581,0.6488234586108966,0.0072034456681529515
salmon_shark_goa,swln_temp_spr_176to226m,2,linear,0.4,log1p_z,24,41.95861842630398,43.07167050144396,1.1130520751399828,0.700267803373675,0.7247682943249415,6.45118384501381e-4,0.7247682943249415,6.45118384501381e-4,0.7247682943249415,6.45118384501381e-4,long,TRUE,TRUE,TRUE,TRUE,1.937315985919625,0.37959211172313734,0.0075685152340065585
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.2,z,19,13.456715895167818,14.57212241263268,1.1154065174648622,0.9015996063142965,0.8048965800674838,1.0663693149804174e-5,0.8048965800674838,1.0663693149804174e-5,0.8048965800674838,1.0663693149804174e-5,short,TRUE,TRUE,TRUE,TRUE,0.8716781321866094,0.6467217970262719,0.007180112348685586
salmon_shark_goa,enso_dj,2,logistic,0.6,log1p_z,24,41.95861842630398,43.08555206580539,1.1269336395014093,0.7000943885696329,0.7212331270238399,6.55750007252426e-4,0.7212331270238399,6.55750007252426e-4,0.7212331270238399,6.55750007252426e-4,long,TRUE,TRUE,TRUE,TRUE,1.9511975502810515,0.376966567762855,0.007516165701844929
salmon_shark_bsai,swln_temp_spr_176to226m,2,linear,0.2,z,19,13.456715895167818,14.5882938106059,1.1315779154380827,0.9015158195087281,0.7561452769028322,3.1867318977786963e-6,0.7561452769028322,3.1867318977786963e-6,0.7561452769028322,3.1867318977786963e-6,short,TRUE,TRUE,TRUE,TRUE,0.8878495301598299,0.6415136832424798,0.007122290202804139
salmon_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.4,z,19,13.456715895167818,14.589684629117304,1.132968733949486,0.9015086101069001,0.7561044217195902,3.1888080590654913e-6,0.7561044217195902,3.1888080590654913e-6,0.7561044217195902,3.1888080590654913e-6,short,TRUE,TRUE,TRUE,TRUE,0.8892403486712332,0.6410677237696383,0.007117339018024708
salmon_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.2,z,19,13.456715895167818,14.591624906603512,1.1349090114356937,0.9014985516656205,0.756191250418201,3.1901159462809344e-6,0.756191250418201,3.1901159462809344e-6,0.756191250418201,3.1901159462809344e-6,short,TRUE,TRUE,TRUE,TRUE,0.8911806261574409,0.6404461007129157,0.007110437559922748
pacific_sleeper_shark_bsai,enso_dj,2,logistic,0.2,z_roll2,19,13.456715895167818,14.596656278804344,1.1399403836365263,0.9014724641354084,0.7979894158488967,8.333449817351218e-6,0.7979894158488967,8.333449817351218e-6,0.7979894158488967,8.333449817351218e-6,short,TRUE,TRUE,TRUE,TRUE,0.8962119983582735,0.6388369642490463,0.007092572411959474
salmon_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.6,z,19,13.456715895167818,14.608150607136544,1.1514347119687258,0.9014128404259512,0.7557904289442579,3.2139896275890884e-6,0.7557904289442579,3.2139896275890884e-6,0.7557904289442579,3.2139896275890884e-6,short,TRUE,TRUE,TRUE,TRUE,0.907706326690473,0.6351759935168215,0.007051927143339347
pacific_sleeper_shark_goa,swln_temp_spr_176to226m,2,constant,0,z,24,41.95861842630398,43.11266922654923,1.1540508002452512,0.6997553392014845,0.7687767690732785,8.300373160397916e-4,0.7687767690732785,8.300373160397916e-4,0.7687767690732785,8.300373160397916e-4,long,TRUE,TRUE,TRUE,TRUE,1.9783147110248933,0.37188993002846515,0.007414944920791697
salmon_shark_bsai,swln_temp_spr_176to226m,2,constant,0,z,19,13.456715895167818,14.612039354445015,1.1553234592771968,0.9013926604371331,0.7560822275336191,3.2152661518750758e-6,0.7560822275336191,3.2152661518750758e-6,0.7560822275336191,3.2152661518750758e-6,short,TRUE,TRUE,TRUE,TRUE,0.911595073998944,0.6339421739410769,0.0070382288835735725
pacific_sleeper_shark_goa,swln_temp_spr_176to226m,2,logistic,0.2,z,24,41.95861842630398,43.131694169057795,1.1730757427538165,0.6995172391168523,0.7660050031867345,0.00082165016988705705,0.7660050031867345,0.00082165016988705705,0.7660050031867345,0.00082165016988705705,long,TRUE,TRUE,TRUE,TRUE,1.9973396535334587,0.3683691101572481,0.007344744887628376
salmon_shark_bsai,pdo_djf,2,constant,0,z,19,13.456715895167818,14.634213483239346,1.1774975880715282,0.9012775126344849,0.7567737337210018,3.236352143934517e-6,0.7567737337210018,3.236352143934517e-6,0.7567737337210018,3.236352143934517e-6,short,TRUE,TRUE,TRUE,TRUE,0.9337692027932754,0.626952435673477,0.006960626572533428
salmon_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.8,z,19,13.456715895167818,14.64439536851946,1.1876794733516416,0.9012245941912418,0.7552680685115867,3.263058274760948e-6,0.7552680685115867,3.263058274760948e-6,0.7552680685115867,3.263058274760948e-6,short,TRUE,TRUE,TRUE,TRUE,0.9439510880733888,0.6237687675973089,0.006925280470742951
salmon_shark_bsai,swln_temp_spr_176to226m,2,linear,0.4,z,19,13.456715895167818,14.64797102303195,1.1912551278641317,0.9012060036669729,0.7554440830900242,3.2650248056340446e-6,0.7554440830900242,3.2650248056340446e-6,0.7554440830900242,3.2650248056340446e-6,short,TRUE,TRUE,TRUE,TRUE,0.9475267425858789,0.6226545730834419,0.006912910326695479
pacific_sleeper_shark_goa,enso_dj,2,linear,0.4,z_roll2,24,41.95861842630398,43.15154562976949,1.1929272034655085,0.699268593726474,0.6350090446712209,0.003658511935558356,0.6350090446712209,0.003658511935558356,0.6350090446712209,0.003658511935558356,long,TRUE,TRUE,TRUE,TRUE,2.0171911142451506,0.3647308636950719,0.0072722035388394024
pacific_sleeper_shark_goa,swln_temp_spr_176to226m,2,linear,0.2,z,24,41.95861842630398,43.15977243085414,1.2011540045501619,0.6991654903289464,0.7624978293440704,8.149769035289997e-4,0.7624978293440704,8.149769035289997e-4,0.7624978293440704,8.149769035289997e-4,long,TRUE,TRUE,TRUE,TRUE,2.025417915329804,0.3632336609708574,0.007242351491663885
salmon_shark_bsai,pdo_djf,2,logistic,0.2,z,19,13.456715895167818,14.658059301485567,1.2013434063177488,0.9011535338782334,0.7576219137635708,3.2640140013924014e-6,0.7576219137635708,3.2640140013924014e-6,0.7576219137635708,3.2640140013924014e-6,short,TRUE,TRUE,TRUE,TRUE,0.957615021039496,0.6195217246309932,0.006878128440630376
pacific_sleeper_shark_goa,swln_temp_spr_176to226m,2,logistic,0.4,z,24,41.95861842630398,43.163301966221184,1.2046835399172053,0.6991212451571943,0.7623927412560166,8.172233027600312e-4,0.7623927412560166,8.172233027600312e-4,0.7623927412560166,8.172233027600312e-4,long,TRUE,TRUE,TRUE,TRUE,2.0289474506968475,0.362593203240182,0.007229581694975145
salmon_shark_goa,enso_dj,2,linear,0.4,log1p_z,24,41.95861842630398,43.16360911129637,1.2049906849923886,0.6991173945730643,0.7115346861885264,7.073217470792007e-4,0.7115346861885264,7.073217470792007e-4,0.7115346861885264,7.073217470792007e-4,long,TRUE,TRUE,TRUE,TRUE,2.0292545957720307,0.36253752315742216,0.00722847151501728
salmon_shark_goa,enso_dj,2,logistic,0.8,log1p_z,24,41.95861842630398,43.180561156760504,1.2219427304565258,0.6989047955151946,0.713912961359422,6.990872667129992e-4,0.713912961359422,6.990872667129992e-4,0.713912961359422,6.990872667129992e-4,long,TRUE,TRUE,TRUE,TRUE,2.046206641236168,0.3594776330382911,0.007167461751468977
salmon_shark_bsai,enso_dj,2,constant,0,z,19,13.456715895167818,14.679667928857306,1.222952033689488,0.9010410522198017,0.7564063404930988,3.295172571944957e-6,0.7564063404930988,3.295172571944957e-6,0.7564063404930988,3.295172571944957e-6,short,TRUE,TRUE,TRUE,TRUE,0.9792236484112351,0.6128642470830206,0.006804214994426624
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,linear,0.2,z,19,13.456715895167818,14.680722714235948,1.22400681906813,0.901035558359349,0.7990712402726676,1.0386627008224953e-5,0.7990712402726676,1.0386627008224953e-5,0.7990712402726676,1.0386627008224953e-5,short,TRUE,TRUE,TRUE,TRUE,0.9802784337898771,0.6125411121765462,0.006800627447288214
pacific_sleeper_shark_bsai,swln_temp_spr_176to226m,2,logistic,0.4,z,19,13.456715895167818,14.680966465329792,1.2242505701619741,0.9010342887358944,0.7990577917795308,1.038582889373674e-5,0.7990577917795308,1.038582889373674e-5,0.7990577917795308,1.038582889373674e-5,short,TRUE,TRUE,TRUE,TRUE,0.9805221848837213,0.6124664629425379,0.006799798667603678
salmon_shark_bsai,pdo_djf,2,linear,0.2,z,19,13.456715895167818,14.68488192789251,1.2281660327246922,0.9010138920797235,0.7582088080631684,3.3014031541899146e-6,0.7582088080631684,3.3014031541899146e-6,0.7582088080631684,3.3014031541899146e-6,short,TRUE,TRUE,TRUE,TRUE,0.9844376474464394,0.6112685911274052,0.006786499511379896
salmon_shark_bsai,pdo_djf,2,logistic,0.4,z,19,13.456715895167818,14.687359757596234,1.2306438624284155,0.9010009822527609,0.7581522547888417,3.3045644621962666e-6,0.7581522547888417,3.3045644621962666e-6,0.7581522547888417,3.3045644621962666e-6,short,TRUE,TRUE,TRUE,TRUE,0.9869154771501627,0.6105117503188469,0.006778096822525885
salmon_shark_goa,pdo_djf,2,logistic,0.2,log1p_z,24,41.95861842630398,43.18929124142805,1.2306728151240733,0.6987952511499883,0.7335945528257706,6.776666834546342e-4,0.7335945528257706,6.776666834546342e-4,0.7335945528257706,6.776666834546342e-4,long,TRUE,TRUE,TRUE,TRUE,2.0549367259037155,0.3579119176450626,0.007136243661208946
pacific_sleeper_shark_bsai,enso_dj,2,constant,0,z,19,13.456715895167818,14.692199751179933,1.2354838560121149,0.9009757603767106,0.8018573517879705,1.2167203772566787e-5,0.8018573517879705,1.2167203772566787e-5,0.8018573517879705,1.2167203772566787e-5,short,TRUE,TRUE,TRUE,TRUE,0.991755470733862,0.6090361000962555,0.006761713681530348
pacific_sleeper_shark_goa,swln_temp_spr_176to226m,2,logistic,0.6,z,24,41.95861842630398,43.20648839713711,1.2478699708331291,0.698579346099115,0.7581422372756709,8.174449901636782e-4,0.7581422372756709,8.174449901636782e-4,0.7581422372756709,8.174449901636782e-4,long,TRUE,TRUE,TRUE,TRUE,2.0721338816127712,0.3548475775199778,0.007075145171006922
salmon_shark_bsai,pdo_djf,2,logistic,0.6,z,19,13.456715895167818,14.718597838081166,1.261881942913348,0.9008380831519852,0.7584569848745956,3.3509180803179142e-6,0.7584569848745956,3.3509180803179142e-6,0.7584569848745956,3.3509180803179142e-6,short,TRUE,TRUE,TRUE,TRUE,1.0181535576350953,0.6010502250417729,0.006673051941107485
salmon_shark_bsai,pdo_djf,2,linear,0.4,z,19,13.456715895167818,14.738623442480307,1.281907547312489,0.9007335134588281,0.7588458725403022,3.384983953927967e-6,0.7588458725403022,3.384983953927967e-6,0.7588458725403022,3.384983953927967e-6,short,TRUE,TRUE,TRUE,TRUE,1.0381791620342362,0.5950620572255294,0.0066065693857318775
