year,bts_apex_pred_biom,bts_motile_epi_biom,ssl_seak_pup_pred,ssl_seak_np_pred,pti_lat,pti_lon,sb_repsuc_comu_laz,sb_repsuc_tbmu_laz,sb_repsuc_ftsp_laz,sb_repsuc_lsp_laz,secm_mesozoop_dens,secm_cop_comm_size,secm_lg_cal_cop_dens,secm_sm_cal_cop_dens,secm_euph_dens,secm_hyp_amph,secm_gast_dens,chla_biom,chla_peak,secm_pink_cpue,secm_chum_cpue,secm_sock_cpue,secm_coho_cpue,secm_chin_cpue,sst_egoa_coastwatch_junjulaug,stka_herr_matbiom,crg_herr_matbiom,bts_egoa_temp_sum_1to5m,bts_egoa_temp_sum_195to205m,ll_egoa_temp_sum_246to255m,secm_temp_sum_10m,pdo_djf,enso_dj,eke_rega_djf,eke_rega_mam,eke_rega_jja,eke_regb_djf,eke_regb_mam,eke_regb_jja,sbrd_meanhatch_comu_laz,sbrd_meanhatch_tbmu_laz,sbrd_meanhatch_rhau_laz,sbrd_meanhatch_ftsp_laz,sbrd_meanhatch_lhsp_laz,sbrd_meanhatch_gwgu_laz,se_co,se_pi,akclim_goa_n57w137,akclim_goa_n54w134,se_her_roe,akclim_goa_egoa_win_sst,akclim_goa_egoa_spr_sst,bts_pcod,bts_wpol,bts_atf,bts_hal,bts_fsol,bts_rxsol,bts_sblf,bts_sthrny,bts_pop,bts_rocksol,bts_nrcksol,bts_dsol,bts_esol,bts_btrsol,bts_akpl,bts_stflnd,bts_dpssol,bts_sandsol,bts_rerock,bts_nrock,bts_dusky,bts_shrpchrock,bts_shrtrkrrock,bts_sgrock,bts_rbndrock,bts_hlqnrock,bts_yerock,bts_atka,bts_bgskat,gb_hump_crud_br_ja,ssl_west_pup_pred,ssl_west_np_pred,ssl_east_pup_pred,ssl_east_np_pred,ssl_cent_pup_pred,ssl_cent_np_pred,sb_repsuc_comu_chow,sb_repsuc_tbmu_chow,sb_repsuc_hpuff_chow,sb_repsuc_tpuf_chow,sb_repsuc_blk_chow,sb_repsuc_pauk_chow,sb_repsuc_tpuf_amat,sb_repsuc_blk_amat,sb_repsuc_ftsp_amat,foci_ich_ammper,foci_ich_athsto,foci_ich_batspp,foci_ich_gadcha,foci_ich_gadmac,foci_ich_hipela,foci_ich_hipste,foci_ich_lepbil,foci_ich_leppol,foci_ich_plaste,foci_ich_sebspp,foci_ich_steleu,shel_aprmay_winddir,mid_il_capelin,sst_wgoa_coastwatch_junjulaug,bts_wgoa_temp_sum_1to5m,bts_wgoa_temp_sum_195to205m,ll_wgoa_temp_sum_246to255m,swln_temp_fall_0to10m,swln_temp_spr_0to10m,swln_temp_fall_176to226m,swln_temp_spr_176to226m,adfg_lmesh_temp_summ_bttm,swdln_sm_cal_cop_spr,swdln_sm_cal_cop_fll,swdln_lg_cal_cop_spr,swdln_lg_cal_cop_fll,swdln_cop_cmmty_sz_spr,eke_regc_djf,eke_regc_mam,eke_regc_jja,eke_regd_djf,eke_regd_mam,eke_regd_jja,sb_meanhatch_comu_chow,sb_meanhatch_tbmu_chow,sb_meanhatch_paau_chow,sb_meanhatch_hopu_chow,sb_meanhatch_tupu_chow,sb_meanhatch_tupu_chow_1,sb_meanhatch_gwgu_chow,sb_meanhatch_comu_eamt,sb_meanhatch_blkw_eamt,pav_shrimp_cpue,pav_capelin_cpue,pav_eulachon_cpue,pav_p_cod_cpue,pav_pollock_cpue,pav_jelly_cpue,chi_shrimp_cpue,chi_dogfish_cpue,chi_eulachon_cpue,chi_p_cod_cpue,chi_pollock_cpue,chi_jelly_cpue,pws_co,pws_pi,kod_co,kod_pi,ci_co,ci_pi,ch_co,ch_pi,sp_co,akclim_goa_n60w149,akclim_goa_n60w146,akclim_goa_wgoa_win_sst,akclim_goa_wgoa_spr_sst,akclim_gak1_salinity20m_fma,bts_sndsol,npi
1957,NA,NA,NA,NA,50.996,137.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.76983304,16.10175364,NA,NA,NA,-0.400375428,0.615024601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.461123863,0.734218851,NA,NA,1010.31
1958,NA,NA,NA,NA,55.635,140.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83960885,15.87618955,NA,NA,NA,1.663459457,1.739510486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.281893673,1.21421278,NA,NA,1007.83
1959,NA,NA,NA,NA,55.613,140.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48812947,14.90911767,NA,NA,NA,0.792097119,0.758473298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467256519,0.708348508,NA,NA,1010.3
1960,NA,NA,NA,NA,56.912,137.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.69832484,16.35217946,NA,NA,NA,0.884072703,0.253312722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438759364,0.230750685,NA,NA,1009.26
1961,NA,NA,NA,NA,59.619,144.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0164494,16.26523699,NA,NA,NA,0.632098122,0.980393822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004980182,0.868625704,NA,NA,1006.87
1962,NA,NA,NA,NA,52.124,138.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05807156,16.76756781,NA,NA,NA,0.347150831,0.538164551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.169927833,0.092887702,NA,NA,1010.68
1963,NA,NA,NA,NA,58.318,141.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.27792987,16.73767503,NA,NA,NA,1.21417331,1.175988485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38047893,0.356809163,NA,NA,1007.47
1964,NA,NA,NA,NA,58.22,137.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25264615,16.20243083,NA,NA,NA,0.775337383,-0.549157938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839989022,-0.368225999,NA,NA,1009.08
1965,NA,NA,NA,NA,50.386,131.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02033208,16.83291484,NA,NA,NA,-0.726638543,-1.047285164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725848627,-0.83350247,NA,NA,1009.89
1966,NA,NA,NA,NA,50.677,134.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67190228,14.95053578,NA,NA,NA,0.01768323,-0.43546755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.124017174,-0.597919201,NA,NA,1011.27
1967,NA,NA,NA,NA,52.128,131.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.24930135,17.03779656,-3.043478261,-0.826086957,NA,-0.208249704,0.226052471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64130435,11.61956522,-0.290502554,0.226905269,NA,NA,1010.96
1968,NA,NA,NA,NA,52.893,138.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29881943,15.39857698,-13.13043478,-15.01086957,NA,0.087364451,0.12677502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52173913,-1.489130435,0.071402143,0.307382775,NA,NA,1009.02
1969,NA,NA,NA,NA,46.211,136.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.53931954,16.18173042,-3.25,-7.108695652,NA,-1.157948358,-0.706901204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.043478261,4.815217391,-0.734750137,-0.489960014,NA,NA,1010.83
1970,NA,NA,NA,NA,59.595,140.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7260048,16.05033124,-17.56521739,-14.84782609,NA,0.527147947,0.15808885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.054347826,6.847826087,0.729499977,0.274101042,NA,NA,1005.74
1971,NA,NA,2102.631271,3431.552253,49.524,130.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.536666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22664954,16.33318969,-6.304347826,-5.25,NA,-0.457207968,-1.243781414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73343355,10.95240177,9.716434821,14.72298857,11.328617940000001,13.39581061,9.884100839,11.18776303,8.989943046,5.760869565,5.22826087,-0.108329216,-1.451099646,31.719,NA,1011.48
1972,NA,NA,2080.15196,3168.872544,48.424,132.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.896666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63680127,15.68039083,-6.065217391,-5.304347826,NA,-1.281715849,-0.793433064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.329380384,3.894276463,-4.605170186,-1.922779732,5.229160196,-4.605170186,NA,NA,NA,NA,NA,NA,12.2011606,14.5410499,8.181440696,13.14551138,11.57610682,13.35915418,10.01337282,10.14537435,8.794824928,5.22826087,6.239130435,-1.32830843,-1.475297372,31.995,NA,1011.84
1973,NA,NA,2085.60595,2953.933,51.98,139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.466666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.06094775,15.40244802,-5.934782609,-11,NA,-0.616183598,-0.365482612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7070.966565,NA,1377.578192,NA,15989.74819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.358920812,1.50917549,-4.605170186,-4.605170186,-0.768948894,-4.605170186,NA,NA,NA,NA,NA,NA,11.2390411,13.03597726,9.520175249,14.7890119,12.23873343,13.18877265,9.412954632,11.15650763,9.144948153,7.641304348,9.673913043,-0.664876489,-0.472302917,NA,NA,1009.51
1974,NA,NA,2079.873114,2809.671638,54.078,136.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96537735,15.20841329,1.739130435,2.086956522,NA,-0.845590178,-0.322125415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7285.176378,NA,1216.503493,NA,16353.08697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.566675351,3.684931286,-4.605170186,-4.605170186,1.46223993,-4.605170186,NA,NA,NA,NA,NA,NA,11.33988074,15.30909802,10.07154114,14.89487275,12.36129703,14.15183421,10.88339138,11.09992201,4.219507705,8.282608696,8.77173913,-0.574508638,-0.355647154,31.75966667,NA,1009.06
1975,NA,NA,2107.188719,2672.670513,51.995,134.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.556666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62151674,15.48878037,-6.847826087,-7.717391304,NA,-0.370471631,-1.044095478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580.564863,NA,1069.836617,NA,16803.31124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.953136186,3.079709538,-4.605170186,-4.605170186,3.544843077,-4.605170186,NA,NA,NA,NA,NA,NA,11.98601807,14.92157071,10.07386304,16.22047109,12.26399715,14.14710664,10.46789186,12.88736989,5.379897354,2.836956522,4.282608696,-0.177173397,-1.000497886,31.48833333,NA,1010.02
1976,NA,NA,2139.467851,2586.472654,56.367,137.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8531,NA,NA,NA,NA,NA,-1.533333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75867668,16.44333092,-7.673913043,-12.97826087,NA,-0.840497637,-0.907227049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7936.445855,NA,941.8085328,NA,17298.2643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,6.512965239,3.148213704,-4.605170186,-1.614450454,5.187751661,-4.605170186,NA,NA,NA,NA,NA,NA,12.09747356,15.32765753,10.23713437,15.64847691,12.18509413,14.42871478,9.766005509,13.31266468,7.65396918,1.423913043,1.260869565,-0.582202644,-0.683101555,31.6535,NA,1010.09
1977,NA,NA,2199.481728,2554.033392,61.163,140.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7052,NA,NA,NA,NA,NA,1.326666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3546373,16.87155583,-1.043478261,-3.391304348,NA,0.760373052,0.282040549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8345.737578,NA,835.0784318,NA,17898.3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,6.493959668,3.522775675,-2.652615494,2.447683496,4.584207326,0.532704525,5.97595894,-4.605170186,-4.605170186,-4.605170186,5.872934021,-4.605170186,12.653738,14.88623764,10.79540362,16.52383179,12.32522363,14.52927376,9.914081241,13.80051366,11.0149338,1.391304348,-0.489130435,0.530592494,0.571819602,30.883,NA,1005.95
