Formula,Predictors,Num_Params,Raw_AIC,Complete_Yrs,Missing_Yrs,Guild_Sources,adjaic2,PreyNCC,PredNCC,PreyAK,PredAK,Nguilds,Growth,Abundance,Has_Growth_Proxy,Has_Abundance_Proxy,Meets_Both
X16_SAR ~ X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,4,36.8076074871206,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",36.8076074871206,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,4,36.8881479732873,24,0,"PredNCC, PredNCC, PreyAK, PreyAK",36.8881479732873,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X12_DFA_biomassEuphShelfSum + X15_ArrowtoothFlounderBiomass_predAK + X15_PacificCodBiomass_predAK,X07_DFA_cpue_IntSprJunHW + X12_DFA_biomassEuphShelfSum + X15_ArrowtoothFlounderBiomass_predAK + X15_PacificCodBiomass_predAK,4,36.9487259936282,24,0,"Abundance, PreyAK, PredAK, PredAK",36.9487259936282,0,0,1,1,3,0,1,TRUE,TRUE,TRUE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_ammod_WAI,X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_ammod_WAI,4,37.0512031934445,24,0,"PreyNCC, PredNCC, PredNCC, PreyAK",37.0512031934445,1,1,1,0,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_PacificCodBiomass_predAK,X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_PacificCodBiomass_predAK,4,37.0600843604481,24,0,"PredNCC, PreyAK, PreyAK, PredAK",37.0600843604481,0,1,1,1,4,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK,X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK,4,37.0673688942476,24,0,"PredNCC, PredNCC, PreyAK, PredAK",37.0673688942476,0,1,1,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X05_anchovy_GAM + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI,X06_Lmu_IntSprJunH + X05_anchovy_GAM + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI,4,37.1000739889768,24,0,"Growth, PreyNCC, PreyAK, PreyAK",37.1000739889768,1,0,1,0,3,1,0,TRUE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_ammod_WAI,X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_ammod_WAI,4,37.1329064298226,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",37.1329064298226,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,4,37.1333519085115,24,0,"Growth, PreyNCC, PredNCC, PreyAK",37.1333519085115,1,1,1,0,4,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,4,37.1874588765505,24,0,"Growth, PreyNCC, PredNCC, PreyAK",37.1874588765505,1,1,1,0,4,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X05_anchovy_GAM + X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum,X06_Lmu_IntSprJunH + X05_anchovy_GAM + X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum,4,37.2758133360259,24,0,"Growth, PreyNCC, PredNCC, PreyAK",37.2758133360259,1,1,1,0,4,1,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_Lmu_IntSprJunH + X02.krill + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus,X06_Lmu_IntSprJunH + X02.krill + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus,4,37.4185986489717,24,0,"Growth, PreyNCC, PredNCC, PredNCC",37.4185986489717,1,1,0,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI,4,37.4226414716037,24,0,"PredNCC, PredNCC, PreyAK, PreyAK",37.4226414716037,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X15_sablefishBiomass_predAK,X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X15_sablefishBiomass_predAK,4,37.4751616987572,24,0,"Growth, PredNCC, PredNCC, PredAK",37.4751616987572,0,1,0,1,4,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum,X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum,4,37.4761515372416,24,0,"Growth, PredNCC, PredNCC, PreyAK",37.4761515372416,0,1,1,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X02.krill + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI,X02.krill + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI,4,37.5143011348898,24,0,"PreyNCC, PredNCC, PredNCC, PreyAK",37.5143011348898,1,1,1,0,3,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI + X15_DFA_sleeperSharkBSAI_predAK,X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI + X15_DFA_sleeperSharkBSAI_predAK,4,37.6160545965062,24,0,"PreyAK, PreyAK, PreyAK, PredAK",37.6160545965062,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_WAI + X15_sablefishBiomass_predAK,X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_WAI + X15_sablefishBiomass_predAK,4,37.653662625403,24,0,"PredNCC, PreyAK, PreyAK, PredAK",37.653662625403,0,1,1,1,4,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK,4,37.684716000112,24,0,"Growth, PredNCC, PreyAK, PredAK",37.684716000112,0,1,1,1,5,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,X06_Lmu_IntSprJunH + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,4,37.8437231874708,24,0,"Growth, PreyAK, PreyAK, PreyAK",37.8437231874708,0,0,1,0,2,1,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X15_salmonSharkGoA_predAK,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X15_salmonSharkGoA_predAK,4,37.885614364634,24,0,"Growth, PredNCC, PreyAK, PredAK",37.885614364634,0,1,1,1,5,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X05_anchovy_GAM + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,X05_anchovy_GAM + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,4,37.932920262259,24,0,"PreyNCC, PreyAK, PreyAK, PreyAK",37.932920262259,1,0,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X15_sablefishBiomass_predAK,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X15_sablefishBiomass_predAK,4,37.9455194853538,24,0,"Growth, PredNCC, PreyAK, PredAK",37.9455194853538,0,1,1,1,5,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X02.krill + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus,X06_Lmu_IntSprJunH + X02.krill + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus,4,37.9497415270218,24,0,"Growth, PreyNCC, PredNCC, PredNCC",37.9497415270218,1,1,0,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,4,38.1129615812563,24,0,"Growth, PreyNCC, PredNCC, PredNCC",38.1129615812563,1,1,0,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,X11_Harbor_seal_CR + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X13_hexagram_WAI,4,38.1943482762013,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.1943482762013,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_hexagram_WAI,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_hexagram_WAI,4,38.3919555069628,24,0,"Growth, PredNCC, PreyAK, PreyAK",38.3919555069628,0,1,1,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X08_DFA_DC_corm_3_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,X08_DFA_DC_corm_3_WS + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,4,38.4080990933741,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.4080990933741,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_gadid_WAI,X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_gadid_WAI,4,38.435980000238,24,0,"PredNCC, PredNCC, PreyAK, PreyAK",38.435980000238,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA,4,38.4488403555407,24,0,"Growth, PredNCC, PredNCC, PreyAK",38.4488403555407,0,1,1,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,X07_DFA_cpue_IntSprJunHW + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_EAI,4,38.4591687813381,24,0,"Abundance, PreyAK, PreyAK, PreyAK",38.4591687813381,0,0,1,0,1,0,1,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X15_sablefishBiomass_predAK,X06_Lmu_IntSprJunH + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X15_sablefishBiomass_predAK,4,38.4822379799819,24,0,"Growth, PredNCC, PredNCC, PredAK",38.4822379799819,0,1,0,1,4,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X13_DFA_WGOA_DFA_seabirds,X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X13_DFA_WGOA_DFA_seabirds,4,38.488792028512,24,0,"Growth, PredNCC, PredNCC, PreyAK",38.488792028512,0,1,1,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X11_DFA_Harbour_p_WS + X15_salmonSharkGoA_predAK,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X11_DFA_Harbour_p_WS + X15_salmonSharkGoA_predAK,4,38.5223005906988,24,0,"Growth, PredNCC, PredNCC, PredAK",38.5223005906988,0,1,0,1,4,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_midTrophic + X13_ammod_WAI,X11_DFA_Harbour_p_WS + X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_midTrophic + X13_ammod_WAI,4,38.5605813551149,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.5605813551149,0,1,1,0,2,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_gadid_WAI + X13_hexagram_EAI,X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_gadid_WAI + X13_hexagram_EAI,4,38.5809784418857,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.5809784418857,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK,X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK,4,38.5819210173916,24,0,"Growth, PreyNCC, PredNCC, PredAK",38.5819210173916,1,1,0,1,5,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X04_PacificPompano_ + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus,X06_Lmu_IntSprJunH + X04_PacificPompano_ + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus,4,38.603939139663,24,0,"Growth, PreyNCC, PredNCC, PredNCC",38.603939139663,1,1,0,0,3,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_WAI,X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X13_hexagram_WAI,4,38.7426748764298,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.7426748764298,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI + X13_gadid_WAI,X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI + X13_gadid_WAI,4,38.7435293979518,24,0,"PredNCC, PreyAK, PreyAK, PreyAK",38.7435293979518,0,1,1,0,2,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_ammod_WAI + X15_PacificCodBiomass_predAK,X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA + X13_ammod_WAI + X15_PacificCodBiomass_predAK,4,38.7602272574548,24,0,"PreyAK, PreyAK, PreyAK, PredAK",38.7602272574548,0,0,1,1,3,0,0,TRUE,FALSE,FALSE
X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_hexagram_WAI,X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_hexagram_WAI,4,38.8184654701633,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",38.8184654701633,1,1,1,1,5,0,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus,4,38.8267520545918,24,0,"Growth, PredNCC, PredNCC, PredNCC",38.8267520545918,0,1,0,0,2,1,0,TRUE,TRUE,TRUE
X16_SAR ~ X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X15_salmonSharkGoA_predAK,X06_Lmu_IntSprJunH + X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X15_salmonSharkGoA_predAK,4,38.8362666478978,24,0,"Growth, PredNCC, PredAK, PredAK",38.8362666478978,0,1,0,1,4,1,0,TRUE,TRUE,TRUE
