"Formula","Predictors","Num_Params","Raw_AIC","Complete_Yrs","Missing_Yrs","Guild_Sources","adjaic2"
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall",4,60.4022774456077,24,0,"Abundance, PreyNCC, PreyNCC, PredNCC",60.4022774456077
"X16_SAR ~ X06_Lmu_IntSprMayW + X08_commonMurre_JSOES + X14_pinkSalmonNorthAmerica","X06_Lmu_IntSprMayW + X08_commonMurre_JSOES + X14_pinkSalmonNorthAmerica",3,50.4023065607381,19,5,"Growth, PredNCC, PreyAK",60.4023065607381
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X05_anchovy_GAM + X10_Harbour_s_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X05_anchovy_GAM + X10_Harbour_s_2yrLead_WS",4,54.4023663249619,21,3,"Abundance, PreyNCC, PreyNCC, PredAK",60.4023663249619
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X13_ammod_WAI","X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X13_ammod_WAI",4,60.4024962965085,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4024962965085
"X16_SAR ~ X06_Lmu_IntSprMayW + X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X14_pinkSalmon","X06_Lmu_IntSprMayW + X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X14_pinkSalmon",4,58.4026942112433,23,1,"Growth, Abundance, PreyNCC, PreyAK",60.4026942112433
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X15_spinyDogfishGoA_predAK","X07_DFA_cpue_IntSprJunHW + X15_spinyDogfishGoA_predAK",2,60.4037943465469,24,0,"Abundance, PredAK",60.4037943465469
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_NHLlogSum_win_25 + X09_chilipepper","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_NHLlogSum_win_25 + X09_chilipepper",4,50.4039253736179,19,5,"Abundance, PreyNCC, PreyNCC, PredNCC",60.4039253736179
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X01_Sabine_gull_WS + X12_copepodBiomass_WGoA","X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X01_Sabine_gull_WS + X12_copepodBiomass_WGoA",4,60.403925874902,24,0,"Growth, PreyNCC, PreyNCC, PreyAK",60.403925874902
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_DFA_sumPreyOfPrey_planktonJun + X08_Large_gulls_7_WS + X10_Harbour_s_2yrLead_WS","X06_Lmu_IntSprMayW + X01_DFA_sumPreyOfPrey_planktonJun + X08_Large_gulls_7_WS + X10_Harbour_s_2yrLead_WS",4,58.4041344174643,23,1,"Growth, PreyNCC, PredNCC, PredAK",60.4041344174643
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_15 + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus",4,54.404824668884,21,3,"Growth, PreyNCC, PredNCC, PredNCC",60.404824668884
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X15_sharkCatchGoA_predAK","X07_DFA_cpue_IntSprJunHW + X15_sharkCatchGoA_predAK",2,60.4052242262573,24,0,"Abundance, PredAK",60.4052242262573
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X01_NHLlogSum_win_15 + X10_Harbour_s_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X01_NHLlogSum_win_15 + X10_Harbour_s_2yrLead_WS",4,54.4052482067387,21,3,"Abundance, PreyNCC, PreyNCC, PredAK",60.4052482067387
"X16_SAR ~ X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES + X15_spinyDogfishGoA_predAK","X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES + X15_spinyDogfishGoA_predAK",4,50.4056624982728,19,5,"Growth, PreyNCC, PredNCC, PredAK",60.4056624982728
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X11_DFA_Harbour_p_WS + X13_DFA_WGOA_DFA_midTrophic + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X11_DFA_Harbour_p_WS + X13_DFA_WGOA_DFA_midTrophic + X13_hexagram_EAI",4,60.4060158988016,24,0,"Abundance, PredNCC, PreyAK, PreyAK",60.4060158988016
"X16_SAR ~ X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X14_pinkSalmon","X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X14_pinkSalmon",4,58.4060492038773,23,1,"Growth, Abundance, PredNCC, PreyAK",60.4060492038773
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Red_phal_WS + X05_herring_GAM + X12_DFA_biomassEuphShelfSum","X07_DFA_cpue_IntSprJunHW + X01_Red_phal_WS + X05_herring_GAM + X12_DFA_biomassEuphShelfSum",4,60.4060829678484,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4060829678484
"X16_SAR ~ X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X14_pinkSalmon + X15_salmonSharkGoA_predAK","X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X14_pinkSalmon + X15_salmonSharkGoA_predAK",4,58.4065205007817,23,1,"Growth, Abundance, PreyAK, PredAK",60.4065205007817
"X16_SAR ~ X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X09_DFA_ChinAbundSnakeFall + X15_spinyDogfishGoA_predAK","X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X09_DFA_ChinAbundSnakeFall + X15_spinyDogfishGoA_predAK",4,58.4074432780652,23,1,"Growth, Abundance, PredNCC, PredAK",60.4074432780652
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_gadid_WAI + X15_salmonSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_gadid_WAI + X15_salmonSharkBSAI_predAK",4,50.4076602999829,19,5,"Abundance, PreyNCC, PreyAK, PredAK",60.4076602999829
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_herring_GAM + X12_copepodCom_EGoA + X15_spinyDogfishBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X05_herring_GAM + X12_copepodCom_EGoA + X15_spinyDogfishBSAI_predAK",4,50.4079576956427,19,5,"Abundance, PreyNCC, PreyAK, PredAK",60.4079576956427
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds","X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds",4,50.4082672122414,19,5,"Abundance, PreyNCC, PredNCC, PreyAK",60.4082672122414
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_anchovy_GAM + X05_herring_NCC + X13_ammod_WAI","X07_DFA_cpue_IntSprJunHW + X05_anchovy_GAM + X05_herring_NCC + X13_ammod_WAI",4,60.4083541218621,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4083541218621
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X12_copepodCom_WGoA + X13_hexagram_WAI","X06_Lmu_IntSprJunH + X01_Red_necked_phal_WS + X12_copepodCom_WGoA + X13_hexagram_WAI",4,60.4094713447166,24,0,"Growth, PreyNCC, PreyAK, PreyAK",60.4094713447166
"X16_SAR ~ X06_StomFull_May + X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA","X06_StomFull_May + X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA",4,58.4095059374395,23,1,"Growth, PreyNCC, PredNCC, PreyAK",60.4095059374395
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X10_Northern_f_s_2yrLead_WS + X14_pinkSalmonAsia","X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X10_Northern_f_s_2yrLead_WS + X14_pinkSalmonAsia",4,60.4096110740326,24,0,"Abundance, PreyNCC, PredAK, PreyAK",60.4096110740326
"X16_SAR ~ X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X12_copepodCom_WGoA + X13_hexagram_EAI","X06_Lmu_IntSprJunH + X08_Large_gulls_7_WS + X12_copepodCom_WGoA + X13_hexagram_EAI",4,60.4097542929045,24,0,"Growth, PredNCC, PreyAK, PreyAK",60.4097542929045
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X02_DFA_SeaNettle_ + X14_pinkSalmon + X15_spinyDogfishBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X02_DFA_SeaNettle_ + X14_pinkSalmon + X15_spinyDogfishBSAI_predAK",4,50.409954107611,19,5,"Abundance, PreyNCC, PreyAK, PredAK",60.409954107611
"X16_SAR ~ X06_StomFull_May + X02_DFA_SeaNettle_ + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA","X06_StomFull_May + X02_DFA_SeaNettle_ + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA",4,58.4101818468533,23,1,"Growth, PreyNCC, PredNCC, PreyAK",60.4101818468533
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X12_copepodCom_EGoA","X07_DFA_cpue_IntSprJunHW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X12_copepodCom_EGoA",4,60.4104177341682,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4104177341682
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X04_Sablefish__JSOES + X13_gadid_WAI","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X04_Sablefish__JSOES + X13_gadid_WAI",4,60.4110192361642,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4110192361642
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_DFA_sumPreyOfPrey_planktonJun + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica","X07_DFA_cpue_IntSprJunHW + X01_DFA_sumPreyOfPrey_planktonJun + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica",4,58.411060412878,23,1,"Abundance, PreyNCC, PreyAK, PreyAK",60.411060412878
"X16_SAR ~ X06_DFA_IGF_mu + X06_Lmu_IntSprMayW + X14_pinkSalmonNorthAmerica + X15_spinyDogfishBSAI_predAK","X06_DFA_IGF_mu + X06_Lmu_IntSprMayW + X14_pinkSalmonNorthAmerica + X15_spinyDogfishBSAI_predAK",4,50.4112442769218,19,5,"Growth, Growth, PreyAK, PredAK",60.4112442769218
"X16_SAR ~ X06_Lmu_IntSprJunH + X13_gadid_WAI + X13_hexagram_EAI + X15_salmonSharkBSAI_predAK","X06_Lmu_IntSprJunH + X13_gadid_WAI + X13_hexagram_EAI + X15_salmonSharkBSAI_predAK",4,50.4113694158935,19,5,"Growth, PreyAK, PreyAK, PredAK",60.4113694158935
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_Sablefish__JSOES + X10_Californian_s_l_2yrLead_WS + X13_gadid_WAI","X07_DFA_cpue_IntSprJunHW + X04_Sablefish__JSOES + X10_Californian_s_l_2yrLead_WS + X13_gadid_WAI",4,60.4115946442499,24,0,"Abundance, PreyNCC, PredAK, PreyAK",60.4115946442499
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X14_pinkSalmonAsia","X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X14_pinkSalmonAsia",4,60.4117442960687,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4117442960687
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X10_Harbour_s_2yrLead_WS + X13_DFA_WGOA_DFA_midTrophic","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X10_Harbour_s_2yrLead_WS + X13_DFA_WGOA_DFA_midTrophic",4,54.4120522398482,21,3,"Abundance, PreyNCC, PredAK, PreyAK",60.4120522398482
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK","X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK",4,60.4123347588597,24,0,"Abundance, PredNCC, PreyAK, PredAK",60.4123347588597
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X14_pinkSalmon","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X14_pinkSalmon",4,54.4125041385239,21,3,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4125041385239
"X16_SAR ~ X06_StomFull_May + X01_Red_phal_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES","X06_StomFull_May + X01_Red_phal_WS + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_commonMurre_JSOES",4,50.4131228077947,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",60.4131228077947
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_Harbor_seal_CR","X06_StomFull_May + X01_NHLlogSum_win_15 + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_Harbor_seal_CR",4,54.4136321507391,21,3,"Growth, PreyNCC, PreyNCC, PredNCC",60.4136321507391
"X16_SAR ~ X06_Lmu_IntSprJunH + X12_copepodBiomass_WGoA + X13_gadid_WAI + X15_salmonSharkGoA_predAK","X06_Lmu_IntSprJunH + X12_copepodBiomass_WGoA + X13_gadid_WAI + X15_salmonSharkGoA_predAK",4,60.4136330977468,24,0,"Growth, PreyAK, PreyAK, PredAK",60.4136330977468
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_Cassin_s_aukl_WS + X09_canaryRockfish + X15_salmonSharkBSAI_predAK","X06_Lmu_IntSprJunH + X01_Cassin_s_aukl_WS + X09_canaryRockfish + X15_salmonSharkBSAI_predAK",4,50.4143977576426,19,5,"Growth, PreyNCC, PredNCC, PredAK",60.4143977576426
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X11_DFA_Harbour_p_WS + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X11_DFA_Harbour_p_WS + X13_hexagram_EAI",4,60.4144609308512,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",60.4144609308512
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Cassin_s_aukl_WS + X02.krill + X11_DFA_Harbour_p_WS","X06_Lmu_IntSprMayW + X01_Cassin_s_aukl_WS + X02.krill + X11_DFA_Harbour_p_WS",4,58.414467200015,23,1,"Growth, PreyNCC, PreyNCC, PredNCC",60.414467200015
"X16_SAR ~ X06_Lmu_IntSprMayW + X14_pinkSalmonNorthAmerica + X15_ArrowtoothFlounderBiomass_predAK + X15_spinyDogfishBSAI_predAK","X06_Lmu_IntSprMayW + X14_pinkSalmonNorthAmerica + X15_ArrowtoothFlounderBiomass_predAK + X15_spinyDogfishBSAI_predAK",4,50.414680958876,19,5,"Growth, PreyAK, PredAK, PredAK",60.414680958876
"X16_SAR ~ X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_seabirds + X14_pinkSalmonAsia","X06_StomFull_May + X12_DFA_biomassEuphShelfSum + X13_DFA_WGOA_DFA_seabirds + X14_pinkSalmonAsia",4,58.4147242197225,23,1,"Growth, PreyAK, PreyAK, PreyAK",60.4147242197225
"X16_SAR ~ X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_chilipepper + X13_DFA_WGOA_DFA_midTrophic","X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_chilipepper + X13_DFA_WGOA_DFA_midTrophic",4,50.4148970774392,19,5,"Growth, PreyNCC, PredNCC, PreyAK",60.4148970774392
"X16_SAR ~ X06_Lmu_IntSprJunH + X06_StomFull_May + X02.krill","X06_Lmu_IntSprJunH + X06_StomFull_May + X02.krill",3,58.4153802935784,23,1,"Growth, Growth, PreyNCC",60.4153802935784
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds",4,50.4160575805846,19,5,"Abundance, PreyNCC, PredNCC, PreyAK",60.4160575805846
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X09_DFA_ChinAbundSnakeFall + X13_ammod_WAI","X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X09_DFA_ChinAbundSnakeFall + X13_ammod_WAI",4,60.4163407062295,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",60.4163407062295
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X01_NHLlogSum_win_25 + X13_gadid_WAI","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X01_NHLlogSum_win_25 + X13_gadid_WAI",4,54.4166688640641,21,3,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4166688640641
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X02_DFA_SeaNettle_ + X09_DFA_ChinAbundSnakeFall + X15_spinyDogfishBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X02_DFA_SeaNettle_ + X09_DFA_ChinAbundSnakeFall + X15_spinyDogfishBSAI_predAK",4,50.4167665250526,19,5,"Abundance, PreyNCC, PredNCC, PredAK",60.4167665250526
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X12_copepodBiomass_WGoA + X15_PacificCodBiomass_predAK","X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X12_copepodBiomass_WGoA + X15_PacificCodBiomass_predAK",4,60.4169419313504,24,0,"Growth, PreyNCC, PreyAK, PredAK",60.4169419313504
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X08_DFA_DC_corm_3_WS + X14_pinkSalmonAsia","X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X08_DFA_DC_corm_3_WS + X14_pinkSalmonAsia",4,60.4173706328896,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",60.4173706328896
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X14_pinkSalmon + X15_sablefishBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_05 + X14_pinkSalmon + X15_sablefishBiomass_predAK",4,54.4175568063139,21,3,"Abundance, PreyNCC, PreyAK, PredAK",60.4175568063139
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Red_phal_WS + X05_anchovy_GAM + X13_ammod_WAI","X07_DFA_cpue_IntSprJunHW + X01_Red_phal_WS + X05_anchovy_GAM + X13_ammod_WAI",4,60.4177026770153,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4177026770153
"X16_SAR ~ X06_StomFull_May + X02.krill + X12_copepodCom_EGoA + X13_ammod_WAI","X06_StomFull_May + X02.krill + X12_copepodCom_EGoA + X13_ammod_WAI",4,58.4182018803085,23,1,"Growth, PreyNCC, PreyAK, PreyAK",60.4182018803085
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA","X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA",4,60.4183201023021,24,0,"Growth, PreyNCC, PredNCC, PreyAK",60.4183201023021
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X14_pinkSalmon + X15_salmonSharkGoA_predAK","X07_DFA_cpue_IntSprJunHW + X14_pinkSalmon + X15_salmonSharkGoA_predAK",3,60.4185017741827,24,0,"Abundance, PreyAK, PredAK",60.4185017741827
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X13_ammod_WAI + X15_salmonSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X01_Cassin_s_aukl_WS + X13_ammod_WAI + X15_salmonSharkBSAI_predAK",4,50.418688506232,19,5,"Abundance, PreyNCC, PreyAK, PredAK",60.418688506232
"X16_SAR ~ X06_StomFull_May + X10_Harbor_seal_CR_2yrLead + X13_hexagram_WAI","X06_StomFull_May + X10_Harbor_seal_CR_2yrLead + X13_hexagram_WAI",3,58.41907155717,23,1,"Growth, PredAK, PreyAK",60.41907155717
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X12_copepodCom_EGoA + X12_copepodCom_WGoA + X14_pinkSalmonNorthAmerica","X07_DFA_cpue_IntSprJunHW + X12_copepodCom_EGoA + X12_copepodCom_WGoA + X14_pinkSalmonNorthAmerica",4,60.4194443862986,24,0,"Abundance, PreyAK, PreyAK, PreyAK",60.4194443862986
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_DFA_sumPreyOfPrey_planktonJun + X01_Red_phal_WS + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X01_DFA_sumPreyOfPrey_planktonJun + X01_Red_phal_WS + X13_hexagram_EAI",4,58.4202523727199,23,1,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4202523727199
"X16_SAR ~ X06_StomFull_May + X01_habCompInd + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK","X06_StomFull_May + X01_habCompInd + X12_copepodCom_EGoA + X15_salmonSharkGoA_predAK",4,58.4202975388617,23,1,"Growth, PreyNCC, PreyAK, PredAK",60.4202975388617
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X08_Large_gulls_7_WS + X13_DFA_WGOA_DFA_seabirds","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X08_Large_gulls_7_WS + X13_DFA_WGOA_DFA_seabirds",4,54.4207466087045,21,3,"Abundance, PreyNCC, PredNCC, PreyAK",60.4207466087045
"X16_SAR ~ X06_DFA_IGF_mu + X01_habCompInd + X15_PacificCodBiomass_predAK + X15_salmonSharkGoA_predAK","X06_DFA_IGF_mu + X01_habCompInd + X15_PacificCodBiomass_predAK + X15_salmonSharkGoA_predAK",4,60.420750048216,24,0,"Growth, PreyNCC, PredAK, PredAK",60.420750048216
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X08_Large_gulls_7_WS + X13_ammod_WAI","X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X08_Large_gulls_7_WS + X13_ammod_WAI",4,60.4207740059985,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",60.4207740059985
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X01_Sabine_gull_WS + X10_Harbour_s_2yrLead_WS","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X01_Sabine_gull_WS + X10_Harbour_s_2yrLead_WS",4,54.4207898591721,21,3,"Growth, PreyNCC, PreyNCC, PredAK",60.4207898591721
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X09_DFA_ChinAbundSnakeFall + X09_canaryRockfish + X11_DFA_Harbour_p_WS","X07_DFA_cpue_IntSprJunHW + X09_DFA_ChinAbundSnakeFall + X09_canaryRockfish + X11_DFA_Harbour_p_WS",4,50.4211284763362,19,5,"Abundance, PredNCC, PredNCC, PredNCC",60.4211284763362
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X09_DFA_ChinAbundSnakeFall + X15_ArrowtoothFlounderBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X09_DFA_ChinAbundSnakeFall + X15_ArrowtoothFlounderBiomass_predAK",4,60.4211516946972,24,0,"Abundance, PreyNCC, PredNCC, PredAK",60.4211516946972
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X08_commonMurre_JSOES + X15_PacificCodBiomass_predAK","X06_Lmu_IntSprMayW + X01_Red_necked_phal_WS + X08_commonMurre_JSOES + X15_PacificCodBiomass_predAK",4,50.4218843252961,19,5,"Growth, PreyNCC, PredNCC, PredAK",60.4218843252961
"X16_SAR ~ X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_DFA_biomassEuphShelfSum","X06_StomFull_May + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_DFA_biomassEuphShelfSum",4,58.4224636465779,23,1,"Growth, Abundance, PredNCC, PreyAK",60.4224636465779
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X12_copepodBiomass_WGoA + X13_gadid_WAI","X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X12_copepodBiomass_WGoA + X13_gadid_WAI",4,60.4229686598237,24,0,"Growth, PreyNCC, PreyAK, PreyAK",60.4229686598237
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_hexagram_WAI","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_hexagram_WAI",3,60.4232658207456,24,0,"Abundance, PreyNCC, PreyAK",60.4232658207456
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X02.krill + X05_herring_NCC + X13_DFA_WGOA_DFA_midTrophic","X07_DFA_cpue_IntSprJunHW + X02.krill + X05_herring_NCC + X13_DFA_WGOA_DFA_midTrophic",4,60.4233694139774,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",60.4233694139774
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X04_PacificPompano_ + X11_DFA_Harbour_p_WS","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X04_PacificPompano_ + X11_DFA_Harbour_p_WS",4,54.4242112253568,21,3,"Abundance, PreyNCC, PreyNCC, PredNCC",60.4242112253568
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X08_DFA_DC_corm_3_WS + X09_canaryRockfish + X10_Californian_s_l_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X08_DFA_DC_corm_3_WS + X09_canaryRockfish + X10_Californian_s_l_2yrLead_WS",4,50.4245329630235,19,5,"Abundance, PredNCC, PredNCC, PredAK",60.4245329630235
