"Formula","Predictors","Num_Params","Raw_AIC","Complete_Yrs","Missing_Yrs","Guild_Sources","adjaic2"
"X16_SAR ~ X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_marketsquid_GAM + X12_copepodBiomass_WGoA","X06_StomFull_May + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_marketsquid_GAM + X12_copepodBiomass_WGoA",4,54.283860479426,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",56.283860479426
"X16_SAR ~ X06_DFA_IGF_mu + X08_commonMurre_JSOES + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI","X06_DFA_IGF_mu + X08_commonMurre_JSOES + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI",4,46.2842205625683,19,5,"Growth, PredNCC, PredAK, PreyAK",56.2842205625683
"X16_SAR ~ X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X15_salmonSharkBSAI_predAK","X06_Lmu_IntSprJunH + X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X15_salmonSharkBSAI_predAK",4,46.2842281834777,19,5,"Growth, PreyNCC, PredNCC, PredAK",56.2842281834777
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X10_Harbour_s_2yrLead_WS + X15_sablefishBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X10_Harbour_s_2yrLead_WS + X15_sablefishBiomass_predAK",4,56.2843126929824,24,0,"Abundance, PreyNCC, PredAK, PredAK",56.2843126929824
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_anchovy_GAM + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X05_anchovy_GAM + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA",4,56.2845789036806,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",56.2845789036806
"X16_SAR ~ X06_StomFull_May + X01_habCompInd + X13_DFA_WGOA_DFA_midTrophic + X13_gadid_WAI","X06_StomFull_May + X01_habCompInd + X13_DFA_WGOA_DFA_midTrophic + X13_gadid_WAI",4,54.2852043973504,23,1,"Growth, PreyNCC, PreyAK, PreyAK",56.2852043973504
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X02.krill + X10_Northern_f_s_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X01_Sabine_gull_WS + X02.krill + X10_Northern_f_s_2yrLead_WS",4,56.2861289870632,24,0,"Abundance, PreyNCC, PreyNCC, PredAK",56.2861289870632
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X12_copepodBiomass_WGoA + X14_pinkSalmonAsia","X07_DFA_cpue_IntSprJunHW + X05_herring_NCC + X12_copepodBiomass_WGoA + X14_pinkSalmonAsia",4,56.2868398182237,24,0,"Abundance, PreyNCC, PreyAK, PreyAK",56.2868398182237
"X16_SAR ~ X06_DFA_IGF_mu + X01_NHLlogSum_win_25 + X01_Red_necked_phal_WS + X12_copepodBiomass_WGoA","X06_DFA_IGF_mu + X01_NHLlogSum_win_25 + X01_Red_necked_phal_WS + X12_copepodBiomass_WGoA",4,50.2870174653926,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",56.2870174653926
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X11_Harbor_seal_CR","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X11_Harbor_seal_CR",4,50.2872646201236,21,3,"Abundance, PreyNCC, PreyNCC, PredNCC",56.2872646201236
"X16_SAR ~ X06_Lmu_IntSprJunH + X02.krill + X12_copepodCom_EGoA + X13_hexagram_WAI","X06_Lmu_IntSprJunH + X02.krill + X12_copepodCom_EGoA + X13_hexagram_WAI",4,56.2873027025107,24,0,"Growth, PreyNCC, PreyAK, PreyAK",56.2873027025107
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X02.krill + X15_DFA_sleeperSharkBSAI_predAK + X15_sharkCatchGoA_predAK","X07_DFA_cpue_IntSprJunHW + X02.krill + X15_DFA_sleeperSharkBSAI_predAK + X15_sharkCatchGoA_predAK",4,56.2876047517403,24,0,"Abundance, PreyNCC, PredAK, PredAK",56.2876047517403
"X16_SAR ~ X06_StomFull_May + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum + X12_copepodCom_WGoA","X06_StomFull_May + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum + X12_copepodCom_WGoA",4,54.2884114416738,23,1,"Growth, PredAK, PreyAK, PreyAK",56.2884114416738
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_habCompInd + X12_copepodCom_EGoA + X14_pinkSalmonAsia","X06_Lmu_IntSprMayW + X01_habCompInd + X12_copepodCom_EGoA + X14_pinkSalmonAsia",4,54.2886502926247,23,1,"Growth, PreyNCC, PreyAK, PreyAK",56.2886502926247
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X10_DFA_ssl.est.wholerange_2yrLead + X10_Northern_f_s_2yrLead_WS + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X10_DFA_ssl.est.wholerange_2yrLead + X10_Northern_f_s_2yrLead_WS + X13_hexagram_EAI",4,56.2890322218212,24,0,"Abundance, PredAK, PredAK, PreyAK",56.2890322218212
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X12_copepodBiomass_WGoA + X15_ArrowtoothFlounderBiomass_predAK + X15_salmonSharkGoA_predAK","X07_DFA_cpue_IntSprJunHW + X12_copepodBiomass_WGoA + X15_ArrowtoothFlounderBiomass_predAK + X15_salmonSharkGoA_predAK",4,56.2891978640339,24,0,"Abundance, PreyAK, PredAK, PredAK",56.2891978640339
"X16_SAR ~ X06_StomFull_May + X01_habCompInd + X10_Harbor_seal_CR_2yrLead + X13_pollockBiomassGoAage3plus_predAK","X06_StomFull_May + X01_habCompInd + X10_Harbor_seal_CR_2yrLead + X13_pollockBiomassGoAage3plus_predAK",4,54.2893437026076,23,1,"Growth, PreyNCC, PredAK, PreyAK",56.2893437026076
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_05 + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA","X06_StomFull_May + X01_NHLlogSum_win_05 + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA",4,50.2895798972608,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",56.2895798972608
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X10_Northern_f_s_2yrLead_WS + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X04_marketsquid_GAM + X10_Northern_f_s_2yrLead_WS + X13_hexagram_EAI",4,56.2900169416408,24,0,"Abundance, PreyNCC, PredAK, PreyAK",56.2900169416408
"X16_SAR ~ X06_Lmu_IntSprJunH + X02.krill + X13_DFA_WGOA_DFA_seabirds + X14_pinkSalmonNorthAmerica","X06_Lmu_IntSprJunH + X02.krill + X13_DFA_WGOA_DFA_seabirds + X14_pinkSalmonNorthAmerica",4,56.2903172647439,24,0,"Growth, PreyNCC, PreyAK, PreyAK",56.2903172647439
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA",4,56.2903215498419,24,0,"Abundance, PredNCC, PredAK, PreyAK",56.2903215498419
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA",4,56.2907857277125,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",56.2907857277125
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA + X14_pinkSalmon","X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA + X14_pinkSalmon",4,56.2908218263861,24,0,"Abundance, PredNCC, PreyAK, PreyAK",56.2908218263861
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X11_DFA_Harbour_p_WS + X11_Harbor_seal_CR","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X11_DFA_Harbour_p_WS + X11_Harbor_seal_CR",4,50.2909591597485,21,3,"Abundance, PreyNCC, PredNCC, PredNCC",56.2909591597485
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_habCompInd + X05_herring_NCC + X13_DFA_WGOA_DFA_midTrophic","X06_Lmu_IntSprMayW + X01_habCompInd + X05_herring_NCC + X13_DFA_WGOA_DFA_midTrophic",4,54.2917472464087,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",56.2917472464087
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_DFA_abundSardine + X10_Harbor_seal_CR_2yrLead + X10_Harbour_s_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X05_DFA_abundSardine + X10_Harbor_seal_CR_2yrLead + X10_Harbour_s_2yrLead_WS",4,56.2919195799591,24,0,"Abundance, PreyNCC, PredAK, PredAK",56.2919195799591
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA + X13_DFA_WGOA_DFA_midTrophic","X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA + X13_DFA_WGOA_DFA_midTrophic",4,56.2920175138484,24,0,"Abundance, PredNCC, PreyAK, PreyAK",56.2920175138484
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X13_hexagram_EAI + X13_pollockBiomassGoAage3plus_predAK + X15_salmonSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X13_hexagram_EAI + X13_pollockBiomassGoAage3plus_predAK + X15_salmonSharkBSAI_predAK",4,46.292038508566,19,5,"Abundance, PreyAK, PreyAK, PredAK",56.292038508566
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X05_anchovy_GAM + X12_copepodBiomass_WGoA","X06_StomFull_May + X01_NHLlogSum_win_15 + X05_anchovy_GAM + X12_copepodBiomass_WGoA",4,50.2923431198573,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",56.2923431198573
"X16_SAR ~ X06_DFA_IGF_mu + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA","X06_DFA_IGF_mu + X07_DFA_cpue_IntSprJunHW + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA",4,56.2925235447525,24,0,"Growth, Abundance, PredNCC, PreyAK",56.2925235447525
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X15_sablefishRecruitment_predAK + X15_salmonSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X15_sablefishRecruitment_predAK + X15_salmonSharkBSAI_predAK",4,46.2927219759546,19,5,"Abundance, PreyNCC, PredAK, PredAK",56.2927219759546
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica + X15_DFA_sleeperSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica + X15_DFA_sleeperSharkBSAI_predAK",4,56.2927679874921,24,0,"Abundance, PreyAK, PreyAK, PredAK",56.2927679874921
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X05_DFA_abundSardine + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X05_DFA_abundSardine + X08_Large_gulls_7_WS + X12_copepodBiomass_WGoA",4,56.2928004237538,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",56.2928004237538
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X02.krill + X10_DFA_ssl.est.wholerange_2yrLead",4,50.2931088786132,21,3,"Abundance, PreyNCC, PreyNCC, PredAK",56.2931088786132
"X16_SAR ~ X06_Lmu_IntSprJunH + X02.krill + X08_Loons_8_WS + X15_PacificCodBiomass_predAK","X06_Lmu_IntSprJunH + X02.krill + X08_Loons_8_WS + X15_PacificCodBiomass_predAK",4,56.2933269520466,24,0,"Growth, PreyNCC, PredNCC, PredAK",56.2933269520466
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X08_commonMurre_JSOES","X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X01_Red_phal_WS + X08_commonMurre_JSOES",4,46.2936371352342,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",56.2936371352342
"X16_SAR ~ X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X15_salmonSharkBSAI_predAK + X15_salmonSharkGoA_predAK","X06_Lmu_IntSprJunH + X02_DFA_SeaNettle_ + X15_salmonSharkBSAI_predAK + X15_salmonSharkGoA_predAK",4,46.2939027996473,19,5,"Growth, PreyNCC, PredAK, PredAK",56.2939027996473
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_canaryRockfish + X12_DFA_biomassEuphShelfSum","X07_DFA_cpue_IntSprJunHW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X09_canaryRockfish + X12_DFA_biomassEuphShelfSum",4,46.2940598233086,19,5,"Abundance, PreyNCC, PredNCC, PreyAK",56.2940598233086
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_DFA_DC_corm_3_WS + X12_DFA_biomassEuphShelfSum","X06_Lmu_IntSprJunH + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X08_DFA_DC_corm_3_WS + X12_DFA_biomassEuphShelfSum",4,56.2946159507564,24,0,"Growth, PreyNCC, PredNCC, PreyAK",56.2946159507564
"X16_SAR ~ X06_StomFull_May + X04_CaliforniaMarketSquid_ + X08_DFA_DC_corm_3_WS + X12_copepodBiomass_WGoA","X06_StomFull_May + X04_CaliforniaMarketSquid_ + X08_DFA_DC_corm_3_WS + X12_copepodBiomass_WGoA",4,54.2948400635,23,1,"Growth, PreyNCC, PredNCC, PreyAK",56.2948400635
"X16_SAR ~ X06_StomFull_May + X04_marketsquid_GAM + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK","X06_StomFull_May + X04_marketsquid_GAM + X09_DFA_HakeAge5Plus + X15_salmonSharkGoA_predAK",4,54.2950656589181,23,1,"Growth, PreyNCC, PredNCC, PredAK",56.2950656589181
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X02.krill + X10_Northern_f_s_2yrLead_WS","X07_DFA_cpue_IntSprJunHW + X01_Red_necked_phal_WS + X02.krill + X10_Northern_f_s_2yrLead_WS",4,56.2958010017658,24,0,"Abundance, PreyNCC, PreyNCC, PredAK",56.2958010017658
"X16_SAR ~ X06_Lmu_IntSprJunH + X08_Loons_8_WS + X12_copepodBiomass_WGoA + X12_copepodCom_EGoA","X06_Lmu_IntSprJunH + X08_Loons_8_WS + X12_copepodBiomass_WGoA + X12_copepodCom_EGoA",4,56.2965320688167,24,0,"Growth, PredNCC, PreyAK, PreyAK",56.2965320688167
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X11_Harbor_seal_CR + X13_hexagram_EAI + X15_salmonSharkGoA_predAK","X07_DFA_cpue_IntSprJunHW + X11_Harbor_seal_CR + X13_hexagram_EAI + X15_salmonSharkGoA_predAK",4,56.296899638357,24,0,"Abundance, PredNCC, PreyAK, PredAK",56.296899638357
"X16_SAR ~ X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds","X06_Lmu_IntSprJunH + X08_DFA_DC_corm_3_WS + X09_canaryRockfish + X13_DFA_WGOA_DFA_seabirds",4,46.2972006750459,19,5,"Growth, PredNCC, PredNCC, PreyAK",56.2972006750459
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X14_pinkSalmonNorthAmerica + X15_DFA_sleeperSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X14_pinkSalmonNorthAmerica + X15_DFA_sleeperSharkBSAI_predAK",4,56.2983681452332,24,0,"Abundance, PreyNCC, PreyAK, PredAK",56.2983681452332
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X10_DFA_ssl.est.wholerange_2yrLead + X12_copepodBiomass_WGoA + X15_sablefishBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X10_DFA_ssl.est.wholerange_2yrLead + X12_copepodBiomass_WGoA + X15_sablefishBiomass_predAK",4,56.2985905243,24,0,"Abundance, PredAK, PreyAK, PredAK",56.2985905243
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_CaliforniaMarketSquid_ + X12_copepodBiomass_WGoA + X13_pollockBiomassGoAage3plus_predAK","X07_DFA_cpue_IntSprJunHW + X04_CaliforniaMarketSquid_ + X12_copepodBiomass_WGoA + X13_pollockBiomassGoAage3plus_predAK",4,56.2994597322462,24,0,"Abundance, PreyNCC, PreyAK, PreyAK",56.2994597322462
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X02.krill","X06_Lmu_IntSprMayW + X01_NHLlogSum_win_25 + X02.krill",3,50.300433208308,21,3,"Growth, PreyNCC, PreyNCC",56.300433208308
"X16_SAR ~ X06_DFA_IGF_mu + X01_NHLlogSum_win_25 + X05_anchovy_GAM + X12_copepodBiomass_WGoA","X06_DFA_IGF_mu + X01_NHLlogSum_win_25 + X05_anchovy_GAM + X12_copepodBiomass_WGoA",4,50.3014099022609,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",56.3014099022609
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X05_herring_GAM + X12_copepodBiomass_WGoA","X06_StomFull_May + X01_NHLlogSum_win_15 + X05_herring_GAM + X12_copepodBiomass_WGoA",4,50.3015940785567,21,3,"Growth, PreyNCC, PreyNCC, PreyAK",56.3015940785567
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X12_copepodCom_EGoA + X15_DFA_sleeperSharkBSAI_predAK","X07_DFA_cpue_IntSprJunHW + X01_NHLlogSum_win_15 + X12_copepodCom_EGoA + X15_DFA_sleeperSharkBSAI_predAK",4,50.3021957608794,21,3,"Abundance, PreyNCC, PreyAK, PredAK",56.3021957608794
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA","X06_StomFull_May + X01_NHLlogSum_win_15 + X11_DFA_Harbour_p_WS + X12_copepodBiomass_WGoA",4,50.302368214254,21,3,"Growth, PreyNCC, PredNCC, PreyAK",56.302368214254
"X16_SAR ~ X06_Lmu_IntSprJunH + X04_PacificPompano_ + X05_anchovy_GAM + X05_herring_NCC","X06_Lmu_IntSprJunH + X04_PacificPompano_ + X05_anchovy_GAM + X05_herring_NCC",4,56.302711386403,24,0,"Growth, PreyNCC, PreyNCC, PreyNCC",56.302711386403
"X16_SAR ~ X06_Lmu_IntSprMayW + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA","X06_Lmu_IntSprMayW + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X12_copepodCom_EGoA",4,54.3027999097249,23,1,"Growth, PredNCC, PreyAK, PreyAK",56.3027999097249
"X16_SAR ~ X06_StomFull_May + X01_habCompInd + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_midTrophic","X06_StomFull_May + X01_habCompInd + X02_DFA_SeaNettle_ + X13_DFA_WGOA_DFA_midTrophic",4,54.3028237578189,23,1,"Growth, PreyNCC, PreyNCC, PreyAK",56.3028237578189
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X05_anchovy_GAM + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X05_anchovy_GAM + X12_copepodBiomass_WGoA",4,56.3029678590053,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",56.3029678590053
"X16_SAR ~ X06_DFA_IGF_mu + X06_StomFull_May + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA","X06_DFA_IGF_mu + X06_StomFull_May + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA",4,50.3035605288392,21,3,"Growth, Growth, PreyNCC, PreyAK",56.3035605288392
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X12_copepodBiomass_WGoA + X14_pinkSalmonAsia + X15_salmonSharkGoA_predAK","X07_DFA_cpue_IntSprJunHW + X12_copepodBiomass_WGoA + X14_pinkSalmonAsia + X15_salmonSharkGoA_predAK",4,56.305536226323,24,0,"Abundance, PreyAK, PreyAK, PredAK",56.305536226323
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X12_DFA_biomassEuphShelfSum","X06_Lmu_IntSprJunH + X01_NHLlogSum_win_15 + X12_DFA_biomassEuphShelfSum",3,50.3055376602681,21,3,"Growth, PreyNCC, PreyAK",56.3055376602681
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X13_hexagram_EAI + X15_salmonSharkGoA_predAK + X15_sharkCatchGoA_predAK","X07_DFA_cpue_IntSprJunHW + X13_hexagram_EAI + X15_salmonSharkGoA_predAK + X15_sharkCatchGoA_predAK",4,56.3070317195543,24,0,"Abundance, PreyAK, PredAK, PredAK",56.3070317195543
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_CaliforniaMarketSquid_ + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X04_CaliforniaMarketSquid_ + X10_Californian_s_l_2yrLead_WS + X12_copepodBiomass_WGoA",4,56.30875482073,24,0,"Abundance, PreyNCC, PredAK, PreyAK",56.30875482073
"X16_SAR ~ X06_Lmu_IntSprMayW + X01_habCompInd + X12_copepodCom_EGoA + X15_sablefishRecruitment_predAK","X06_Lmu_IntSprMayW + X01_habCompInd + X12_copepodCom_EGoA + X15_sablefishRecruitment_predAK",4,54.3089215103671,23,1,"Growth, PreyNCC, PreyAK, PredAK",56.3089215103671
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X15_ArrowtoothFlounderBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X09_canaryRockfish + X12_DFA_biomassEuphShelfSum + X15_ArrowtoothFlounderBiomass_predAK",4,46.3107029928563,19,5,"Abundance, PredNCC, PreyAK, PredAK",56.3107029928563
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_DFA_WGOA_DFA_seabirds + X13_hexagram_EAI","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X13_DFA_WGOA_DFA_seabirds + X13_hexagram_EAI",4,56.3107573429222,24,0,"Abundance, PreyNCC, PreyAK, PreyAK",56.3107573429222
"X16_SAR ~ X06_Lmu_IntSprJunH + X08_Loons_8_WS + X12_copepodBiomass_WGoA + X15_salmonSharkGoA_predAK","X06_Lmu_IntSprJunH + X08_Loons_8_WS + X12_copepodBiomass_WGoA + X15_salmonSharkGoA_predAK",4,56.3107707703972,24,0,"Growth, PredNCC, PreyAK, PredAK",56.3107707703972
"X16_SAR ~ X06_StomFull_May + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA + X15_sablefishBiomass_predAK","X06_StomFull_May + X01_NHLlogSum_win_15 + X12_copepodBiomass_WGoA + X15_sablefishBiomass_predAK",4,50.3116239680992,21,3,"Growth, PreyNCC, PreyAK, PredAK",56.3116239680992
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X12_copepodBiomass_WGoA + X15_PacificCodBiomass_predAK","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X12_copepodBiomass_WGoA + X15_PacificCodBiomass_predAK",4,56.3117454035234,24,0,"Abundance, PreyNCC, PreyAK, PredAK",56.3117454035234
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_Sablefish__JSOES + X10_Harbor_seal_CR_2yrLead","X07_DFA_cpue_IntSprJunHW + X04_Sablefish__JSOES + X10_Harbor_seal_CR_2yrLead",3,56.3121003376881,24,0,"Abundance, PreyNCC, PredAK",56.3121003376881
"X16_SAR ~ X06_Lmu_IntSprJunH + X03_HakeAge1 + X08_DFA_DC_corm_3_WS + X12_copepodCom_WGoA","X06_Lmu_IntSprJunH + X03_HakeAge1 + X08_DFA_DC_corm_3_WS + X12_copepodCom_WGoA",4,56.3122381581502,24,0,"Growth, PreyNCC, PredNCC, PreyAK",56.3122381581502
"X16_SAR ~ X06_Lmu_IntSprJunH + X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X10_Northern_f_s_2yrLead_WS","X06_Lmu_IntSprJunH + X07_DFA_cpue_IntSprJunHW + X03_HakeAge1 + X10_Northern_f_s_2yrLead_WS",4,56.312497062491,24,0,"Growth, Abundance, PreyNCC, PredAK",56.312497062491
"X16_SAR ~ X06_StomFull_May + X01_habCompInd + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X10_Northern_f_s_2yrLead_WS","X06_StomFull_May + X01_habCompInd + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X10_Northern_f_s_2yrLead_WS",4,54.3132852013104,23,1,"Growth, PreyNCC, PreyNCC, PredAK",56.3132852013104
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X05_herring_NCC + X12_copepodBiomass_WGoA","X07_DFA_cpue_IntSprJunHW + X04_PacificPompano_ + X05_herring_NCC + X12_copepodBiomass_WGoA",4,56.3144637666904,24,0,"Abundance, PreyNCC, PreyNCC, PreyAK",56.3144637666904
"X16_SAR ~ X06_Lmu_IntSprJunH + X01_NHLlogSum_win_25 + X08_DFA_DC_corm_3_WS + X12_copepodCom_WGoA","X06_Lmu_IntSprJunH + X01_NHLlogSum_win_25 + X08_DFA_DC_corm_3_WS + X12_copepodCom_WGoA",4,50.3145493307108,21,3,"Growth, PreyNCC, PredNCC, PreyAK",56.3145493307108
"X16_SAR ~ X07_DFA_cpue_IntSprJunHW + X02.krill + X11_Harbor_seal_CR + X13_gadid_WAI","X07_DFA_cpue_IntSprJunHW + X02.krill + X11_Harbor_seal_CR + X13_gadid_WAI",4,56.3149470944013,24,0,"Abundance, PreyNCC, PredNCC, PreyAK",56.3149470944013
"X16_SAR ~ X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X08_commonMurre_JSOES","X06_Lmu_IntSprMayW + X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X03_HakeAge1 + X08_commonMurre_JSOES",4,46.3150940533806,19,5,"Growth, PreyNCC, PreyNCC, PredNCC",56.3150940533806
