"order","centroid_x","centroid_y","type","location","datemil","spp","nonpup_total","pup_total","total","date_parsed","year","week"
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050402,"ZC",61,NA,61,2005-04-02,2005,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050403,"ZC",35,NA,35,2005-04-03,2005,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050406,"ZC",71,NA,71,2005-04-06,2005,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050407,"ZC",39,NA,39,2005-04-07,2005,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050408,"ZC",34,NA,34,2005-04-08,2005,14
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050409,"ZC",81,NA,81,2005-04-09,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050410,"ZC",66,NA,66,2005-04-10,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050411,"ZC",44,NA,44,2005-04-11,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050413,"ZC",46,NA,46,2005-04-13,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050414,"ZC",53,NA,53,2005-04-14,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050415,"ZC",53,NA,53,2005-04-15,2005,15
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050416,"ZC",57,NA,57,2005-04-16,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050417,"ZC",78,NA,78,2005-04-17,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050418,"ZC",50,NA,50,2005-04-18,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050419,"ZC",115,NA,115,2005-04-19,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050420,"ZC",120,NA,120,2005-04-20,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050421,"ZC",106,NA,106,2005-04-21,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050422,"ZC",95,NA,95,2005-04-22,2005,16
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050423,"ZC",84,NA,84,2005-04-23,2005,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050428,"ZC",82,NA,82,2005-04-28,2005,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050429,"ZC",99,NA,99,2005-04-29,2005,17
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050430,"ZC",126,NA,126,2005-04-30,2005,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050501,"ZC",145,NA,145,2005-05-01,2005,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050504,"ZC",79,NA,79,2005-05-04,2005,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050506,"ZC",206,NA,206,2005-05-06,2005,18
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050507,"ZC",126,NA,126,2005-05-07,2005,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050510,"ZC",54,NA,54,2005-05-10,2005,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050511,"ZC",122,NA,122,2005-05-11,2005,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050512,"ZC",132,NA,132,2005-05-12,2005,19
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050514,"ZC",102,NA,102,2005-05-14,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050515,"ZC",92,NA,92,2005-05-15,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050516,"ZC",62,NA,62,2005-05-16,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050517,"ZC",95,NA,95,2005-05-17,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050518,"ZC",73,NA,73,2005-05-18,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050519,"ZC",58,NA,58,2005-05-19,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050520,"ZC",128,NA,128,2005-05-20,2005,20
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050523,"ZC",151,NA,151,2005-05-23,2005,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050525,"ZC",82,NA,82,2005-05-25,2005,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050526,"ZC",55,NA,55,2005-05-26,2005,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050527,"ZC",37,NA,37,2005-05-27,2005,21
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050528,"ZC",40,NA,40,2005-05-28,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050529,"ZC",83,NA,83,2005-05-29,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050530,"ZC",76,NA,76,2005-05-30,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050531,"ZC",79,NA,79,2005-05-31,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050601,"ZC",67,NA,67,2005-06-01,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050602,"ZC",62,NA,62,2005-06-02,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050603,"ZC",75,NA,75,2005-06-03,2005,22
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050604,"ZC",47,NA,47,2005-06-04,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050605,"ZC",48,NA,48,2005-06-05,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050606,"ZC",92,NA,92,2005-06-06,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050607,"ZC",73,NA,73,2005-06-07,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050608,"ZC",49,NA,49,2005-06-08,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050609,"ZC",30,NA,30,2005-06-09,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050610,"ZC",35,NA,35,2005-06-10,2005,23
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050611,"ZC",20,NA,20,2005-06-11,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050612,"ZC",28,NA,28,2005-06-12,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050613,"ZC",27,NA,27,2005-06-13,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050614,"ZC",25,NA,25,2005-06-14,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050615,"ZC",28,NA,28,2005-06-15,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050616,"ZC",24,NA,24,2005-06-16,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050617,"ZC",21,NA,21,2005-06-17,2005,24
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050618,"ZC",21,NA,21,2005-06-18,2005,25
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050620,"ZC",7,NA,7,2005-06-20,2005,25
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050621,"ZC",9,NA,9,2005-06-21,2005,25
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050623,"ZC",4,NA,4,2005-06-23,2005,25
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050624,"ZC",4,NA,4,2005-06-24,2005,25
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050625,"ZC",2,NA,2,2005-06-25,2005,26
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050627,"ZC",1,NA,1,2005-06-27,2005,26
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050801,"ZC",5,NA,5,2005-08-01,2005,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050802,"ZC",13,NA,13,2005-08-02,2005,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050803,"ZC",9,NA,9,2005-08-03,2005,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050804,"ZC",6,NA,6,2005-08-04,2005,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050805,"ZC",20,NA,20,2005-08-05,2005,31
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050806,"ZC",20,NA,20,2005-08-06,2005,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050807,"ZC",25,NA,25,2005-08-07,2005,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050808,"ZC",27,NA,27,2005-08-08,2005,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050809,"ZC",25,NA,25,2005-08-09,2005,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050812,"ZC",55,NA,55,2005-08-12,2005,32
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050816,"ZC",70,NA,70,2005-08-16,2005,33
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050817,"ZC",76,NA,76,2005-08-17,2005,33
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050818,"ZC",87,NA,87,2005-08-18,2005,33
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050819,"ZC",91,NA,91,2005-08-19,2005,33
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050820,"ZC",112,NA,112,2005-08-20,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050821,"ZC",101,NA,101,2005-08-21,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050822,"ZC",124,NA,124,2005-08-22,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050823,"ZC",110,NA,110,2005-08-23,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050824,"ZC",109,NA,109,2005-08-24,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050825,"ZC",106,NA,106,2005-08-25,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050826,"ZC",110,NA,110,2005-08-26,2005,34
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050827,"ZC",112,NA,112,2005-08-27,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050828,"ZC",140,NA,140,2005-08-28,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050830,"ZC",164,NA,164,2005-08-30,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050831,"ZC",141,NA,141,2005-08-31,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050901,"ZC",115,NA,115,2005-09-01,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050902,"ZC",146,NA,146,2005-09-02,2005,35
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050903,"ZC",140,NA,140,2005-09-03,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050904,"ZC",177,NA,177,2005-09-04,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050905,"ZC",190,NA,190,2005-09-05,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050907,"ZC",215,NA,215,2005-09-07,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050908,"ZC",162,NA,162,2005-09-08,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050909,"ZC",219,NA,219,2005-09-09,2005,36
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050911,"ZC",232,NA,232,2005-09-11,2005,37
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050913,"ZC",247,NA,247,2005-09-13,2005,37
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050915,"ZC",155,NA,155,2005-09-15,2005,37
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050917,"ZC",165,NA,165,2005-09-17,2005,38
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050922,"ZC",108,NA,108,2005-09-22,2005,38
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050923,"ZC",143,NA,143,2005-09-23,2005,38
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050925,"ZC",152,NA,152,2005-09-25,2005,39
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050926,"ZC",140,NA,140,2005-09-26,2005,39
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050928,"ZC",105,NA,105,2005-09-28,2005,39
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20050930,"ZC",88,NA,88,2005-09-30,2005,39
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051001,"ZC",151,NA,151,2005-10-01,2005,40
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051002,"ZC",113,NA,113,2005-10-02,2005,40
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051003,"ZC",97,NA,97,2005-10-03,2005,40
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051006,"ZC",139,NA,139,2005-10-06,2005,40
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051007,"ZC",92,NA,92,2005-10-07,2005,40
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051008,"ZC",177,NA,177,2005-10-08,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051009,"ZC",156,NA,156,2005-10-09,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051010,"ZC",92,NA,92,2005-10-10,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051011,"ZC",175,NA,175,2005-10-11,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051012,"ZC",150,NA,150,2005-10-12,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051013,"ZC",108,NA,108,2005-10-13,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051014,"ZC",122,NA,122,2005-10-14,2005,41
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051017,"ZC",125,NA,125,2005-10-17,2005,42
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051026,"ZC",52,NA,52,2005-10-26,2005,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051027,"ZC",78,NA,78,2005-10-27,2005,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051028,"ZC",61,NA,61,2005-10-28,2005,43
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051031,"ZC",30,NA,30,2005-10-31,2005,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051102,"ZC",79,NA,79,2005-11-02,2005,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051104,"ZC",104,NA,104,2005-11-04,2005,44
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051107,"ZC",90,NA,90,2005-11-07,2005,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051109,"ZC",97,NA,97,2005-11-09,2005,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051111,"ZC",50,NA,50,2005-11-11,2005,45
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051114,"ZC",77,NA,77,2005-11-14,2005,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051116,"ZC",48,NA,48,2005-11-16,2005,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051118,"ZC",23,NA,23,2005-11-18,2005,46
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051121,"ZC",20,NA,20,2005-11-21,2005,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051124,"ZC",12,NA,12,2005-11-24,2005,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051125,"ZC",1,NA,1,2005-11-25,2005,47
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051129,"ZC",10,NA,10,2005-11-29,2005,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051201,"ZC",6,NA,6,2005-12-01,2005,48
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051204,"ZC",20,NA,20,2005-12-04,2005,49
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051206,"ZC",6,NA,6,2005-12-06,2005,49
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051208,"ZC",8,NA,8,2005-12-08,2005,49
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051217,"ZC",11,NA,11,2005-12-17,2005,51
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051218,"ZC",13,NA,13,2005-12-18,2005,51
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051220,"ZC",7,NA,7,2005-12-20,2005,51
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051226,"ZC",22,NA,22,2005-12-26,2005,52
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051228,"ZC",34,NA,34,2005-12-28,2005,52
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20051230,"ZC",20,NA,20,2005-12-30,2005,52
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060102,"ZC",32,NA,32,2006-01-02,2006,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060104,"ZC",51,NA,51,2006-01-04,2006,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060106,"ZC",24,NA,24,2006-01-06,2006,1
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060108,"ZC",36,NA,36,2006-01-08,2006,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060110,"ZC",35,NA,35,2006-01-10,2006,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060112,"ZC",24,NA,24,2006-01-12,2006,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060114,"ZC",28,NA,28,2006-01-14,2006,2
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060118,"ZC",14,NA,14,2006-01-18,2006,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060120,"ZC",18,NA,18,2006-01-20,2006,3
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060122,"ZC",32,NA,32,2006-01-22,2006,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060124,"ZC",35,NA,35,2006-01-24,2006,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060128,"ZC",10,NA,10,2006-01-28,2006,4
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060130,"ZC",22,NA,22,2006-01-30,2006,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060201,"ZC",25,NA,25,2006-02-01,2006,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060203,"ZC",61,NA,61,2006-02-03,2006,5
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060205,"ZC",57,NA,57,2006-02-05,2006,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060209,"ZC",49,NA,49,2006-02-09,2006,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060211,"ZC",33,NA,33,2006-02-11,2006,6
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060213,"ZC",44,NA,44,2006-02-13,2006,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060215,"ZC",35,NA,35,2006-02-15,2006,7
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060219,"ZC",14,NA,14,2006-02-19,2006,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060221,"ZC",30,NA,30,2006-02-21,2006,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060223,"ZC",12,NA,12,2006-02-23,2006,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060225,"ZC",20,NA,20,2006-02-25,2006,8
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060227,"ZC",21,NA,21,2006-02-27,2006,9
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060301,"ZC",29,NA,29,2006-03-01,2006,9
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060305,"ZC",44,NA,44,2006-03-05,2006,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060307,"ZC",25,NA,25,2006-03-07,2006,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060309,"ZC",28,NA,28,2006-03-09,2006,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060311,"ZC",41,NA,41,2006-03-11,2006,10
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060313,"ZC",44,NA,44,2006-03-13,2006,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060315,"ZC",36,NA,36,2006-03-15,2006,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060317,"ZC",31,NA,31,2006-03-17,2006,11
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060319,"ZC",43,NA,43,2006-03-19,2006,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060321,"ZC",38,NA,38,2006-03-21,2006,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060323,"ZC",28,NA,28,2006-03-23,2006,12
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060327,"ZC",50,NA,50,2006-03-27,2006,13
5,-123.80309883,46.19570503,"VISUAL","COLUMBIA RIVER-EAST MOORING BASIN",20060403,"ZC",34,NA,34,2006-04-03,2006,14
