"year","week","csl_obs_counts","csl_pred_pop_counts","csl_final_counts","eulachon_annual_ssb_lbs","eulachon_ssb_obs_lbs","eulachon_final_lbs","eulachon_data_source","csl_data_source"
1993,24,NA,59.2875360450049,59.2875360450049,13797665.4519377,NA,2017.86595908499,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,25,NA,34.3105469283189,34.3105469283189,13797665.4519377,NA,1945.96246532903,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,26,NA,19.9753128738107,19.9753128738107,13797665.4519377,NA,2008.06758403062,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,27,NA,12.5998269660981,12.5998269660981,13797665.4519377,NA,2177.07657603518,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,28,NA,9.27350571109101,9.27350571109101,13797665.4519377,NA,2434.83554687886,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,29,NA,8.57699209517452,8.57699209517452,13797665.4519377,NA,2758.13262973696,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,30,NA,10.6426847114275,10.6426847114275,13797665.4519377,NA,3107.14022841208,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,31,NA,17.0902404489307,17.0902404489307,13797665.4519377,NA,3430.2552309012,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,32,NA,32.0890792426152,32.0890792426152,13797665.4519377,NA,3695.2600124311,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,33,NA,63.5822688926586,63.5822688926586,13797665.4519377,NA,3874.86214486364,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,34,NA,119.989169348436,119.989169348436,13797665.4519377,NA,3945.48047102241,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,35,NA,194.640364390314,194.640364390314,13797665.4519377,NA,3891.48740180232,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,36,NA,251.213662740354,251.213662740354,13797665.4519377,NA,3709.55869903894,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,37,NA,264.189783425051,264.189783425051,13797665.4519377,NA,3447.34253361761,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,38,NA,237.77774364775,237.77774364775,13797665.4519377,NA,3204.22498694727,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,39,NA,192.36621807033,192.36621807033,13797665.4519377,NA,3060.4939884233,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,40,NA,146.929444818508,146.929444818508,13797665.4519377,NA,3086.3388797481,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,41,NA,111.251543877403,111.251543877403,13797665.4519377,NA,3376.2362468118,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,42,NA,86.1787451406195,86.1787451406195,13797665.4519377,NA,4109.32910557009,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,43,NA,68.6155654370613,68.6155654370613,13797665.4519377,NA,5535.43755384226,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,44,NA,56.2863304777007,56.2863304777007,13797665.4519377,NA,7993.74964620775,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,45,NA,47.6837588577205,47.6837588577205,13797665.4519377,NA,11977.3703200493,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,46,NA,41.8171792917665,41.8171792917665,13797665.4519377,NA,18021.027649875,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,47,NA,38.0610209015621,38.0610209015621,13797665.4519377,NA,26351.1493333654,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,48,NA,36.1393306582721,36.1393306582721,13797665.4519377,NA,36389.3638571963,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,49,NA,36.041343941853,36.041343941853,13797665.4519377,NA,47623.3591140978,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,50,NA,38.010378042079,38.010378042079,13797665.4519377,NA,60188.0802633768,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,51,NA,42.6818150744519,42.6818150744519,13797665.4519377,NA,74861.946267476,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1993,52,NA,51.378590808268,51.378590808268,13797665.4519377,NA,93387.154623082,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,1,NA,51.378590808268,51.378590808268,4443549.47037365,NA,38346.7215797199,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,2,NA,66.3550091347743,66.3550091347743,4443549.47037365,NA,50696.215485991,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,3,NA,89.8356864284682,89.8356864284682,4443549.47037365,NA,69229.6625020308,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,4,NA,123.832207749033,123.832207749033,4443549.47037365,NA,96837.089487265,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,5,NA,168.792748385731,168.792748385731,4443549.47037365,NA,137590.213760992,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,6,NA,220.971005915178,220.971005915178,4443549.47037365,NA,196921.49833121,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,7,NA,269.920781432182,269.920781432182,4443549.47037365,NA,281510.311059662,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,8,NA,304.40535018469,304.40535018469,4443549.47037365,NA,394491.912455705,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,9,NA,322.612561697868,322.612561697868,4443549.47037365,NA,520425.516329909,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,10,NA,327.853407068151,327.853407068151,4443549.47037365,NA,619019.794426546,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,11,NA,325.989765346867,325.989765346867,4443549.47037365,NA,635806.210792625,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,12,NA,323.601456307114,323.601456307114,4443549.47037365,NA,540092.40059254,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,13,NA,326.677298546021,326.677298546021,4443549.47037365,NA,363999.344513189,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,14,NA,334.954319610271,334.954319610271,4443549.47037365,NA,196311.119938608,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,15,NA,343.98666148965,343.98666148965,4443549.47037365,NA,90547.4324212121,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,16,NA,348.839926397835,348.839926397835,4443549.47037365,NA,38297.5155166411,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,17,NA,344.412182747867,344.412182747867,4443549.47037365,NA,15925.9212883089,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,18,NA,326.390666438164,326.390666438164,4443549.47037365,NA,6981.58956637211,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,19,NA,293.081234607838,293.081234607838,4443549.47037365,NA,3445.65525670424,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,20,NA,247.396417051914,247.396417051914,4443549.47037365,NA,1952.37848710029,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,21,NA,195.01272209203,195.01272209203,4443549.47037365,NA,1257.20329518914,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,22,NA,142.59544815566,142.59544815566,4443549.47037365,NA,910.238923030199,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,23,NA,96.0794687760093,96.0794687760093,4443549.47037365,NA,733.116134079385,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,24,NA,59.2875360450049,59.2875360450049,4443549.47037365,NA,649.855386406538,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,25,NA,34.3105469283189,34.3105469283189,4443549.47037365,NA,626.698807294641,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,26,NA,19.9753128738107,19.9753128738107,4443549.47037365,NA,646.699811687393,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,27,NA,12.5998269660981,12.5998269660981,4443549.47037365,NA,701.129296119108,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,28,NA,9.27350571109101,9.27350571109101,4443549.47037365,NA,784.140783994807,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,29,NA,8.57699209517452,8.57699209517452,4443549.47037365,NA,888.258874574088,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,30,NA,10.6426847114275,10.6426847114275,4443549.47037365,NA,1000.65705785019,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,31,NA,17.0902404489307,17.0902404489307,4443549.47037365,NA,1104.71650929737,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,32,NA,32.0890792426152,32.0890792426152,4443549.47037365,NA,1190.06151644481,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,33,NA,63.5822688926586,63.5822688926586,4443549.47037365,NA,1247.90253043581,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,34,NA,119.989169348436,119.989169348436,4443549.47037365,NA,1270.64522026942,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,35,NA,194.640364390314,194.640364390314,4443549.47037365,NA,1253.2567080626,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,36,NA,251.213662740354,251.213662740354,4443549.47037365,NA,1194.66642018919,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,37,NA,264.189783425051,264.189783425051,4443549.47037365,NA,1110.21948914567,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,38,NA,237.77774364775,237.77774364775,4443549.47037365,NA,1031.9232839283,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,39,NA,192.36621807033,192.36621807033,4443549.47037365,NA,985.634598020366,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,40,NA,146.929444818508,146.929444818508,4443549.47037365,NA,993.95796645963,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,41,NA,111.251543877403,111.251543877403,4443549.47037365,NA,1087.31965118563,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,42,NA,86.1787451406195,86.1787451406195,4443549.47037365,NA,1323.4128073516,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,43,NA,68.6155654370613,68.6155654370613,4443549.47037365,NA,1782.6922022673,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,44,NA,56.2863304777007,56.2863304777007,4443549.47037365,NA,2574.39362698257,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,45,NA,47.6837588577205,47.6837588577205,4443549.47037365,NA,3857.32193083794,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,46,NA,41.8171792917665,41.8171792917665,4443549.47037365,NA,5803.6867286085,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,47,NA,38.0610209015621,38.0610209015621,4443549.47037365,NA,8486.40924596186,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,48,NA,36.1393306582721,36.1393306582721,4443549.47037365,NA,11719.2244628725,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,49,NA,36.041343941853,36.041343941853,4443549.47037365,NA,15337.1418451912,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,50,NA,38.010378042079,38.010378042079,4443549.47037365,NA,19383.6205921035,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,51,NA,42.6818150744519,42.6818150744519,4443549.47037365,NA,24109.3511686259,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1994,52,NA,51.378590808268,51.378590808268,4443549.47037365,NA,30075.4097068516,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,1,NA,51.378590808268,51.378590808268,12328442.9842701,NA,106391.382335506,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,2,NA,66.3550091347743,66.3550091347743,12328442.9842701,NA,140654.538968091,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,3,NA,89.8356864284682,89.8356864284682,12328442.9842701,NA,192074.81601522,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,4,NA,123.832207749033,123.832207749033,12328442.9842701,NA,268670.472662932,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,5,NA,168.792748385731,168.792748385731,12328442.9842701,NA,381738.319074749,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,6,NA,220.971005915178,220.971005915178,12328442.9842701,NA,546350.497668526,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,7,NA,269.920781432182,269.920781432182,12328442.9842701,NA,781038.636459998,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,8,NA,304.40535018469,304.40535018469,12328442.9842701,NA,1094501.38518585,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,9,NA,322.612561697868,322.612561697868,12328442.9842701,NA,1443898.92548965,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,10,NA,327.853407068151,327.853407068151,12328442.9842701,NA,1717444.64478316,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,11,NA,325.989765346867,325.989765346867,12328442.9842701,NA,1764017.85803514,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,12,NA,323.601456307114,323.601456307114,12328442.9842701,NA,1498463.87698319,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,13,NA,326.677298546021,326.677298546021,12328442.9842701,NA,1009901.02508416,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,14,NA,334.954319610271,334.954319610271,12328442.9842701,NA,544657.028233293,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,15,NA,343.98666148965,343.98666148965,12328442.9842701,NA,251220.081022997,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,16,NA,348.839926397835,348.839926397835,12328442.9842701,NA,106254.862162344,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,17,NA,344.412182747867,344.412182747867,12328442.9842701,NA,44185.8054881472,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,18,NA,326.390666438164,326.390666438164,12328442.9842701,NA,19370.1295512652,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,19,NA,293.081234607838,293.081234607838,12328442.9842701,NA,9559.82703893624,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,20,NA,247.396417051914,247.396417051914,12328442.9842701,NA,5416.79281898655,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,21,NA,195.01272209203,195.01272209203,12328442.9842701,NA,3488.05819485396,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,22,NA,142.59544815566,142.59544815566,12328442.9842701,NA,2525.41999126154,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,23,NA,96.0794687760093,96.0794687760093,12328442.9842701,NA,2034.00018838683,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,24,NA,59.2875360450049,59.2875360450049,12328442.9842701,NA,1802.99671079393,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,25,NA,34.3105469283189,34.3105469283189,12328442.9842701,NA,1738.74974624562,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,26,NA,19.9753128738107,19.9753128738107,12328442.9842701,NA,1794.24170012803,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,27,NA,12.5998269660981,12.5998269660981,12328442.9842701,NA,1945.25403833954,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,28,NA,9.27350571109101,9.27350571109101,12328442.9842701,NA,2175.56595500397,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,29,NA,8.57699209517452,8.57699209517452,12328442.9842701,NA,2464.43726202912,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,30,NA,10.6426847114275,10.6426847114275,12328442.9842701,NA,2776.28134147366,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,31,NA,17.0902404489307,17.0902404489307,12328442.9842701,NA,3064.98995666841,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,32,NA,32.0890792426152,32.0890792426152,12328442.9842701,NA,3301.77612538882,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,33,NA,63.5822688926586,63.5822688926586,12328442.9842701,NA,3462.25361031269,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,34,NA,119.989169348436,119.989169348436,12328442.9842701,NA,3525.35225629201,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,35,NA,194.640364390314,194.640364390314,12328442.9842701,NA,3477.10855320005,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,36,NA,251.213662740354,251.213662740354,12328442.9842701,NA,3314.55223908782,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,37,NA,264.189783425051,264.189783425051,12328442.9842701,NA,3080.2577451235,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,38,NA,237.77774364775,237.77774364775,12328442.9842701,NA,2863.02818385884,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,39,NA,192.36621807033,192.36621807033,12328442.9842701,NA,2734.6021521836,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,40,NA,146.929444818508,146.929444818508,12328442.9842701,NA,2757.69499134848,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,41,NA,111.251543877403,111.251543877403,12328442.9842701,NA,3016.72309821078,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,42,NA,86.1787451406195,86.1787451406195,12328442.9842701,NA,3671.75372950558,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,43,NA,68.6155654370613,68.6155654370613,12328442.9842701,NA,4946.00528714428,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,44,NA,56.2863304777007,56.2863304777007,12328442.9842701,NA,7142.54792501593,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,45,NA,47.6837588577205,47.6837588577205,12328442.9842701,NA,10701.979085272,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,46,NA,41.8171792917665,41.8171792917665,12328442.9842701,NA,16102.0871736122,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,47,NA,38.0610209015621,38.0610209015621,12328442.9842701,NA,23545.1890943448,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,48,NA,36.1393306582721,36.1393306582721,12328442.9842701,NA,32514.500305144,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,49,NA,36.041343941853,36.041343941853,12328442.9842701,NA,42552.2614389176,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,50,NA,38.010378042079,38.010378042079,12328442.9842701,NA,53779.0482342435,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,51,NA,42.6818150744519,42.6818150744519,12328442.9842701,NA,66890.3909480176,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1995,52,NA,51.378590808268,51.378590808268,12328442.9842701,NA,83442.9719465473,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,1,NA,51.378590808268,51.378590808268,3761623.48064433,NA,32461.8706873259,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,2,NA,66.3550091347743,66.3550091347743,3761623.48064433,NA,42916.1587652748,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,3,NA,89.8356864284682,89.8356864284682,3761623.48064433,NA,58605.3842229022,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,4,NA,123.832207749033,123.832207749033,3761623.48064433,NA,81976.0581132726,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,5,NA,168.792748385731,168.792748385731,3761623.48064433,NA,116475.034708391,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,6,NA,220.971005915178,220.971005915178,3761623.48064433,NA,166701.088151507,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,7,NA,269.920781432182,269.920781432182,3761623.48064433,NA,238308.542120601,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,8,NA,304.40535018469,304.40535018469,3761623.48064433,NA,333951.506720344,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,9,NA,322.612561697868,322.612561697868,3761623.48064433,NA,440558.804443426,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,10,NA,327.853407068151,327.853407068151,3761623.48064433,NA,524022.38553287,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,11,NA,325.989765346867,325.989765346867,3761623.48064433,NA,538232.687090108,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,12,NA,323.601456307114,323.601456307114,3761623.48064433,NA,457207.52504993,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,13,NA,326.677298546021,326.677298546021,3761623.48064433,NA,308138.457867742,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,14,NA,334.954319610271,334.954319610271,3761623.48064433,NA,166184.381021544,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,15,NA,343.98666148965,343.98666148965,3761623.48064433,NA,76651.6385557527,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,16,NA,348.839926397835,348.839926397835,3761623.48064433,NA,32420.2159958453,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,17,NA,344.412182747867,344.412182747867,3761623.48064433,NA,13481.8617117722,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,18,NA,326.390666438164,326.390666438164,3761623.48064433,NA,5910.16515517233,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,19,NA,293.081234607838,293.081234607838,3761623.48064433,NA,2916.87035471091,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,20,NA,247.396417051914,247.396417051914,3761623.48064433,NA,1652.75818557811,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,21,NA,195.01272209203,195.01272209203,3761623.48064433,NA,1064.26753356911,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,22,NA,142.59544815566,142.59544815566,3761623.48064433,NA,770.549788788306,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,23,NA,96.0794687760093,96.0794687760093,3761623.48064433,NA,620.609015918151,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,24,NA,59.2875360450049,59.2875360450049,3761623.48064433,NA,550.12581649608,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,25,NA,34.3105469283189,34.3105469283189,3761623.48064433,NA,530.522944445376,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,26,NA,19.9753128738107,19.9753128738107,3761623.48064433,NA,547.454509686601,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,27,NA,12.5998269660981,12.5998269660981,3761623.48064433,NA,593.531014076343,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,28,NA,9.27350571109101,9.27350571109101,3761623.48064433,NA,663.803206169254,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,29,NA,8.57699209517452,8.57699209517452,3761623.48064433,NA,751.942891997922,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,30,NA,10.6426847114275,10.6426847114275,3761623.48064433,NA,847.091972302319,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,31,NA,17.0902404489307,17.0902404489307,3761623.48064433,NA,935.182018009351,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,32,NA,32.0890792426152,32.0890792426152,3761623.48064433,NA,1007.42961758757,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,33,NA,63.5822688926586,63.5822688926586,3761623.48064433,NA,1056.39410370919,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,34,NA,119.989169348436,119.989169348436,3761623.48064433,NA,1075.64660368956,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,35,NA,194.640364390314,194.640364390314,3761623.48064433,NA,1060.9266064786,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,36,NA,251.213662740354,251.213662740354,3761623.48064433,NA,1011.32783322947,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
1996,37,NA,264.189783425051,264.189783425051,3761623.48064433,NA,939.840487178851,"Historical (SSB Back-Mapped)","GAM Predicted Baseline"
