sst_col,forcing,ssl_col,forage_label,shark_col,k0,kT,kF,Q10,n,aic,r2,b_cpue,b_ssl,b_shark,p_cpue,p_ssl,p_shark,model_group,sig_cpue,sig_ssl,sig_shark,sig_all3,delta_aic,rel_like,aic_weight
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,0.5,1.5,19,24.70016573080532,0.8323129044251892,0.9380902345881752,0.9380902345881752,0.9380902345881752,3.696948210579688e-5,3.696948210579688e-5,3.696948210579688e-5,short,TRUE,TRUE,TRUE,TRUE,11.91802266284131,0.0025824639112345857,6.265655922033583e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,0.5,2,19,24.726900694502703,0.8320767852677654,0.9379965131295305,0.9379965131295305,0.9379965131295305,3.737596765984877e-5,3.737596765984877e-5,3.737596765984877e-5,short,TRUE,TRUE,TRUE,TRUE,11.944757626538692,0.002548172576795398,6.182457197835103e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,0.5,2.5,19,24.74824169720554,0.8318880661556581,0.9379091589731615,0.9379091589731615,0.9379091589731615,3.7709078070457374e-5,3.7709078070457374e-5,3.7709078070457374e-5,short,TRUE,TRUE,TRUE,TRUE,11.966098629241529,0.002521126850219523,6.1168379974472e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1,1.5,19,23.83922813724316,0.8397416482448388,0.7924890581733498,0.7924890581733498,0.7924890581733498,5.340486634452083e-5,5.340486634452083e-5,5.340486634452083e-5,short,TRUE,TRUE,TRUE,TRUE,11.05708506927915,0.003971773595142882,9.6364431809181e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1,2,19,23.875322535053016,0.8394369152692618,0.7923164915198185,0.7923164915198185,0.7923164915198185,5.416493084364544e-5,5.416493084364544e-5,5.416493084364544e-5,short,TRUE,TRUE,TRUE,TRUE,11.093179467089005,0.003900737139632596,9.46409227749908e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1,2.5,19,23.903690128982063,0.8391970105165669,0.7921686941435795,0.7921686941435795,0.7921686941435795,5.4780474919408745e-5,5.4780474919408745e-5,5.4780474919408745e-5,short,TRUE,TRUE,TRUE,TRUE,11.121547061018052,0.0038458004028043484,9.330803022633731e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1.5,1.5,19,26.836026008592988,0.8123622175587069,0.7056664131403473,0.7056664131403473,0.7056664131403473,2.2095965176599985e-4,2.2095965176599985e-4,2.2095965176599985e-4,short,TRUE,TRUE,TRUE,TRUE,14.053882940628977,8.876425140326098e-4,2.15362644585355e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1.5,2,19,26.864711324554207,0.8120787168109855,0.7054514516670356,0.7054514516670356,0.7054514516670356,2.2349581153170708e-4,2.2349581153170708e-4,2.2349581153170708e-4,short,TRUE,TRUE,TRUE,TRUE,14.082568256590196,8.750022254004462e-4,2.1229581763068647e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,1.5,2.5,19,26.886870305668214,0.8118594234767085,0.7052722250785868,0.7052722250785868,0.7052722250785868,2.255261533730055e-4,2.255261533730055e-4,2.255261533730055e-4,short,TRUE,TRUE,TRUE,TRUE,14.104727237704203,8.653611542094037e-4,2.0995667033263095e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,2,1.5,19,30.263263819257308,0.775271197580651,0.6449931431834082,0.6449931431834082,0.6449931431834082,8.537052009886308e-4,8.537052009886308e-4,8.537052009886308e-4,short,TRUE,TRUE,TRUE,TRUE,17.481120751293297,1.599642227340441e-4,3.881102752788932e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,2,2,19,30.28147948614287,0.775055642426377,0.6447669486459958,0.6447669486459958,0.6447669486459958,8.604501620778787e-4,8.604501620778787e-4,8.604501620778787e-4,short,TRUE,TRUE,TRUE,TRUE,17.49933641817886,1.5851390986619025e-4,3.845914801585674e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,0.5,2,2.5,19,30.29518404285568,0.7748933332284983,0.6445804555251063,0.6445804555251063,0.6445804555251063,8.657940984824671e-4,8.657940984824671e-4,8.657940984824671e-4,short,TRUE,TRUE,TRUE,TRUE,17.51304097489167,1.5743144135568822e-4,3.819651606953074e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,0.5,1.5,19,30.53973315565191,0.7719772578292048,0.6882245186122575,0.6882245186122575,0.6882245186122575,7.151071519078574e-4,7.151071519078574e-4,7.151071519078574e-4,short,TRUE,TRUE,TRUE,TRUE,17.7575900876879,1.3931192923426767e-4,3.3800302518044437e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,0.5,2,19,30.53199548778139,0.7720701001991918,0.6881173643157841,0.6881173643157841,0.6881173643157841,7.150309385500121e-4,7.150309385500121e-4,7.150309385500121e-4,short,TRUE,TRUE,TRUE,TRUE,17.74985241981738,1.3985194790137057e-4,3.3931323561352045e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,0.5,2.5,19,30.525301227883308,0.772150392474105,0.6880245720747072,0.6880245720747072,0.6880245720747072,7.149665574435082e-4,7.149665574435082e-4,7.149665574435082e-4,short,TRUE,TRUE,TRUE,TRUE,17.743158159919297,1.4032083481959056e-4,3.4045086393937173e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1,1.5,19,27.528921382945086,0.8053931065464515,0.6498126148550849,0.6498126148550849,0.6498126148550849,3.8678643483118806e-4,3.8678643483118806e-4,3.8678643483118806e-4,short,TRUE,TRUE,TRUE,TRUE,14.746778314981075,6.277370700123891e-4,1.5230356068452538e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1,2,19,27.521802840280266,0.8054660043356465,0.649700973024444,0.649700973024444,0.649700973024444,3.869073422969963e-4,3.869073422969963e-4,3.869073422969963e-4,short,TRUE,TRUE,TRUE,TRUE,14.739659772316255,6.299753375076996e-4,1.52846616249642e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1,2.5,19,27.51543290447604,0.8055312128285708,0.6496039684847622,0.6496039684847622,0.6496039684847622,3.8699281810324954e-4,3.8699281810324954e-4,3.8699281810324954e-4,short,TRUE,TRUE,TRUE,TRUE,14.733289836512029,6.319849873731153e-4,1.533342038796444e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1.5,1.5,19,27.433269579174834,0.8063703551450825,0.6216803458626696,0.6216803458626696,0.6216803458626696,4.594213723529797e-4,4.594213723529797e-4,4.594213723529797e-4,short,TRUE,TRUE,TRUE,TRUE,14.651126511210823,6.584886615017026e-4,1.597646094329225e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1.5,2,19,27.42493060498241,0.8064553192676408,0.6215674796929217,0.6215674796929217,0.6215674796929217,4.594574198697929e-4,4.594574198697929e-4,4.594574198697929e-4,short,TRUE,TRUE,TRUE,TRUE,14.6427875370184,6.612399532306703e-4,1.6043213656621e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,1.5,2.5,19,27.417509997903156,0.8065308949834774,0.6214693533362086,0.6214693533362086,0.6214693533362086,4.5946845107402014e-4,4.5946845107402014e-4,4.5946845107402014e-4,short,TRUE,TRUE,TRUE,TRUE,14.635366929939146,6.636979112350679e-4,1.610284941400512e-5
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,2,1.5,19,28.755255891215175,0.7924181926380938,0.5977638410496044,0.5977638410496044,0.5977638410496044,7.84595025151962e-4,7.84595025151962e-4,7.84595025151962e-4,short,TRUE,TRUE,TRUE,TRUE,15.973112823251164,3.4000289978005065e-4,8.249258288751935e-6
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1.5,1,2,2,19,28.744830307071975,0.7925320646356684,0.5976530791032528,0.5976530791032528,0.5976530791032528,7.842457916699246e-4,7.842457916699246e-4,7.842457916699246e-4,short,TRUE,TRUE,TRUE,TRUE,15.962687239107964,3.41779891721218e-4,8.292372231336552e-6
