sst_col,forcing,ssl_col,forage_label,shark_col,k0,kT,kF,Q10,n,aic,r2,b_cpue,b_ssl,b_shark,p_cpue,p_ssl,p_shark,model_group,sig_cpue,sig_ssl,sig_shark,sig_all3
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,0.5,1.5,2,19,23.568670505011028,0.8420075359348995,0.7602625593182702,0.7602625593182702,0.7602625593182702,5.8768369343428485e-5,5.8768369343428485e-5,5.8768369343428485e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,0.5,1.5,2.5,19,23.606951353329116,0.8416888947542875,0.7601263310221196,0.7601263310221196,0.7601263310221196,5.9616475319680716e-5,5.9616475319680716e-5,5.9616475319680716e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,0.5,2,1.5,19,26.972377425559166,0.8110108122783005,0.6982022645966817,0.6982022645966817,0.6982022645966817,2.407757147742362e-4,2.407757147742362e-4,2.407757147742362e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,0.5,2,2,19,27.01074465340472,0.8106287955825089,0.6979959125615409,0.6979959125615409,0.6979959125615409,2.4421265362301655e-4,2.4421265362301655e-4,2.4421265362301655e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,0.5,2,2.5,19,27.040707529591284,0.810329922828926,0.6978239662733844,0.6978239662733844,0.6978239662733844,2.4697970010439696e-4,2.4697970010439696e-4,2.4697970010439696e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,0.5,1.5,19,27.722128949574525,0.8034040883693879,0.782665979453082,0.782665979453082,0.782665979453082,1.901082838186635e-4,1.901082838186635e-4,1.901082838186635e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,0.5,2,19,27.72478699971688,0.8033765831933294,0.7825756700011313,0.7825756700011313,0.7825756700011313,1.9064772870537328e-4,1.9064772870537328e-4,1.9064772870537328e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,0.5,2.5,19,27.726597733249424,0.8033578437417555,0.7824959630342776,0.7824959630342776,0.7824959630342776,1.9108793268060437e-4,1.9108793268060437e-4,1.9108793268060437e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1,1.5,19,23.174255874034767,0.8452534416410267,0.7297977682074859,0.7297977682074859,0.7297977682074859,6.240317366168637e-5,6.240317366168637e-5,6.240317366168637e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1,2,19,23.18326357747842,0.8451800605053286,0.7297126430999813,0.7297126430999813,0.7297126430999813,6.271872721101977e-5,6.271872721101977e-5,6.271872721101977e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1,2.5,19,23.189997874945725,0.8451251769097106,0.7296365355706853,0.7296365355706853,0.7296365355706853,6.297351345804212e-5,6.297351345804212e-5,6.297351345804212e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1.5,1.5,19,22.241819719343844,0.8526643843359955,0.6954384191254969,0.6954384191254969,0.6954384191254969,5.885826910117141e-5,5.885826910117141e-5,5.885826910117141e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1.5,2,19,22.25310127358719,0.8525768754776161,0.69534991801483,0.69534991801483,0.69534991801483,5.9202092111045374e-5,5.9202092111045374e-5,5.9202092111045374e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,1.5,2.5,19,22.26153906254667,0.852511391190073,0.6952712978212348,0.6952712978212348,0.6952712978212348,5.947822792169742e-5,5.947822792169742e-5,5.947822792169742e-5,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,2,1.5,19,23.45997533805443,0.842908798519833,0.6692705447540667,0.6692705447540667,0.6692705447540667,1.0296087609917459e-4,1.0296087609917459e-4,1.0296087609917459e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,2,2,19,23.470053692240178,0.8428254490070011,0.6691740897357054,0.6691740897357054,0.6691740897357054,1.0351957848020525e-4,1.0351957848020525e-4,1.0351957848020525e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1,2,2.5,19,23.47747758492821,0.8427640240074582,0.6690895249684518,0.6690895249684518,0.6690895249684518,1.0396674471321746e-4,1.0396674471321746e-4,1.0396674471321746e-4,short,TRUE,TRUE,TRUE,TRUE
sst_wgoa_coastwatch_junjulaug,T_sst,ssl_west_pup_pred,stka_herr_matbiom + mid_il_capelin,other_sharks_bsai,-1,1.5,0.5,1.5,19,29.724912648179885,0.7815493610155915,0.6934407134057313,0.6934407134057313,0.6934407134057313,5.508978221533201e-4,5.508978221533201e-4,5.508978221533201e-4,short,TRUE,TRUE,TRUE,TRUE
