model_group,forage_set_id,forage_label,importance_aicw,n_models,min_aic,mean_r2,rank,importance_rel_top1
long,118,crg_herr_matbiom + sitka_herring_e_go_a + est_abund_herring_recruits,0.017655750086759528,3,35.20847164481614,0.7041718898649182,17,0.16665797140824612
long,87,stka_herr_matbiom + capelin_w_go_a + abund_herring,0.01583644521730981,3,35.443451622260525,0.7130033232950453,18,0.1494850018416338
long,19,stka_herr_matbiom + est_abund_herring_recruits,0.014852052936970837,3,35.57290180194857,0.7110782337364973,19,0.14019302502359643
long,79,stka_herr_matbiom + x13_ammod_wai + sitka_herring_e_go_a,0.01394656283207451,3,35.67488940630023,0.6928628583621543,20,0.13164582973193728
long,17,stka_herr_matbiom + sitka_herring_e_go_a,0.01361024330605083,3,35.743755447429564,0.7080339637320181,21,0.12847120788485286
long,11,stka_herr_matbiom + crg_herr_matbiom,0.013486165738987753,3,35.769987693505435,0.711431460036531,22,0.1273000021574049
long,67,stka_herr_matbiom + mid_il_capelin + capelin_w_go_a,0.012889851960767652,3,35.86538936626525,0.712223852633382,23,0.1216712158349548
long,69,stka_herr_matbiom + mid_il_capelin + abund_herring,0.012044744317549587,3,35.98040761417623,0.7004910780006857,24,0.11369398888349558
long,61,stka_herr_matbiom + crg_herr_matbiom + sitka_herring_e_go_a,0.011699306517390767,3,36.04941287811633,0.7058491041364526,25,0.11043329688574414
long,58,stka_herr_matbiom + crg_herr_matbiom + x13_ammod_wai,0.011564272499290061,3,36.052949981945346,0.6920345545038377,26,0.10915866989922803
long,154,pav_capelin_cpue + sitka_herring_e_go_a + est_abund_herring_recruits,0.010295753921640784,3,36.308823192662146,0.7039185252996982,27,0.09718473892456823
long,71,stka_herr_matbiom + pav_capelin_cpue + x13_ammod_wai,0.009540625831207968,3,36.440889028059516,0.6901529879313971,28,0.09005685621856571
long,54,sitka_herring_e_go_a + est_abund_herring_recruits,0.009384448410988526,3,36.47454114689936,0.6893577407418009,29,0.08858265025701528
long,13,stka_herr_matbiom + pav_capelin_cpue,0.009314969109684705,3,36.53555861677079,0.7105604429392497,30,0.08792681409297484
long,114,crg_herr_matbiom + capelin_w_go_a + sitka_herring_e_go_a,0.007799807468562879,3,36.85626298580331,0.693657845485239,31,0.07362474455618871
long,143,pav_capelin_cpue + x13_ammod_wai + sitka_herring_e_go_a,0.007441093496996265,3,36.94368183901601,0.6880435592560925,32,0.0702387347563604
long,107,crg_herr_matbiom + x13_ammod_wai + sitka_herring_e_go_a,0.007356739313031478,3,36.951049217809334,0.6713615638895766,33,0.06944249007061849
long,74,stka_herr_matbiom + pav_capelin_cpue + sitka_herring_e_go_a,0.006417653844560288,3,37.26480544234913,0.6966417488990614,34,0.06057817796916104
long,24,crg_herr_matbiom + capelin_w_go_a,0.006237455861606005,3,37.31453552322728,0.6932600920117534,35,0.05887723464228762
long,73,stka_herr_matbiom + pav_capelin_cpue + capelin_w_go_a,0.006157866921175724,3,37.35942976032617,0.6993943147954709,36,0.058125970533231756
long,57,stka_herr_matbiom + crg_herr_matbiom + pav_capelin_cpue,0.005660337687216124,3,37.52689099383471,0.6969134822040378,37,0.053429641437013564
long,104,crg_herr_matbiom + pav_capelin_cpue + est_abund_herring_recruits,0.005484772086677694,3,37.58549892858836,0.6942751308462243,38,0.05177242457049553
long,8,sitka_herring_e_go_a,0.005418849992843656,3,37.58832482620605,0.6860904876575916,39,0.05115016596492069
long,96,crg_herr_matbiom + mid_il_capelin + sitka_herring_e_go_a,0.005413905088693245,3,37.58439101645676,0.6829367751464807,40,0.05110348951727807
long,62,stka_herr_matbiom + crg_herr_matbiom + abund_herring,0.0052658823075439724,3,37.65535602800107,0.6897535558965738,41,0.04970625766321799
long,25,crg_herr_matbiom + sitka_herring_e_go_a,0.005254508509806244,3,37.65613296126616,0.6882243538262417,42,0.04959889694227082
long,64,stka_herr_matbiom + mid_il_capelin + pav_capelin_cpue,0.005128064288483202,3,37.72394599894676,0.6943450918330751,43,0.04840535164861623
long,99,crg_herr_matbiom + pav_capelin_cpue + x13_ammod_wai,0.004711592589868452,3,37.868017658099646,0.6822438773300036,44,0.04447414917355789
long,20,crg_herr_matbiom + mid_il_capelin,0.004658083150046028,3,37.89456989852992,0.6839746413204714,45,0.04396905736787558
long,89,stka_herr_matbiom + sitka_herring_e_go_a + abund_herring,0.004645996536942583,3,37.896921745580556,0.6824888385208603,46,0.04385496816684373
long,38,pav_capelin_cpue + sitka_herring_e_go_a,0.004319747670869305,3,38.078861471699064,0.6929469424425526,47,0.040775406328528635
long,78,stka_herr_matbiom + x13_ammod_wai + capelin_w_go_a,0.004293613080955767,3,38.057519275905364,0.681826048992916,48,0.04052871402051715
long,32,mid_il_capelin + sitka_herring_e_go_a,0.004141748253950565,3,38.12877130825958,0.6804758888672033,49,0.039095215932212685
long,91,stka_herr_matbiom + abund_herring + est_abund_herring_recruits,0.0039944005661843515,3,38.20938556377678,0.6820379545478277,50,0.03770435648902038
long,50,capelin_w_go_a + sitka_herring_e_go_a,0.003928062465002625,3,38.23481515590666,0.6791083482469981,51,0.03707817106411949
long,27,crg_herr_matbiom + est_abund_herring_recruits,0.0038437422399729216,3,38.28633386463337,0.6810410830735015,52,0.03628224692704895
long,2,crg_herr_matbiom,0.0037131935477358016,3,38.36936971685253,0.6858985865742819,53,0.03504995828956115
long,40,pav_capelin_cpue + est_abund_herring_recruits,0.0036938627424395625,3,38.42800984230847,0.6944382132362416,54,0.03486748896480701
long,152,pav_capelin_cpue + capelin_w_go_a + est_abund_herring_recruits,0.0034865600710624473,3,38.517110848636634,0.6892987731594805,55,0.03291069627633725
long,125,mid_il_capelin + pav_capelin_cpue + est_abund_herring_recruits,0.002975033388346998,3,38.83076931496315,0.6843694905937432,56,0.028082241022743842
long,102,crg_herr_matbiom + pav_capelin_cpue + sitka_herring_e_go_a,0.0029688884037883537,3,38.82459999424819,0.6820738857489949,57,0.028024236652731453
long,137,mid_il_capelin + capelin_w_go_a + est_abund_herring_recruits,0.002964363702959997,3,38.81156431392908,0.6767338085355487,58,0.027981526631487515
long,21,crg_herr_matbiom + pav_capelin_cpue,0.0027986635082949698,3,38.97041067723222,0.6866469211944127,59,0.026417432318352994
long,95,crg_herr_matbiom + mid_il_capelin + capelin_w_go_a,0.002766619889293869,3,38.9552358922261,0.677244648959343,60,0.02611496289547036
long,115,crg_herr_matbiom + capelin_w_go_a + abund_herring,0.002622453809154093,3,39.0525397080561,0.6723098511059461,61,0.0247541356100869
long,175,sitka_herring_e_go_a + abund_herring + est_abund_herring_recruits,0.0024901990833182,3,39.13037544814164,0.6549899100457763,62,0.023505743204856096
long,135,mid_il_capelin + capelin_w_go_a + sitka_herring_e_go_a,0.0023624482159635106,3,39.275592310232554,0.6743550387313987,63,0.022299864083643182
long,18,stka_herr_matbiom + abund_herring,0.0022309855204714524,3,39.387621391196895,0.6719792528549987,64,0.02105894789266262
long,75,stka_herr_matbiom + pav_capelin_cpue + abund_herring,0.0021069632138904547,3,39.53297887275257,0.678106096388277,65,0.019888263785638412
long,150,pav_capelin_cpue + capelin_w_go_a + sitka_herring_e_go_a,0.0020854173295292108,3,39.55060973034541,0.6773379148612115,66,0.019684885658841387
