shark_col,shark_temp_col,Q10,overlap_form,overlap_slope,shark_transform,n,aic,bic,cfi,rmsea,b_hake_cpue,p_hake_cpue,b_cpue_sar,p_cpue_sar,b_shark_sar,p_shark_sar,aic_base,bic_base,b_shark_base,p_shark_base,delta_aic_vs_base,improved_fit,sig_shark_int,sig_shark_base
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.6,raw,24,99.93526626811354,108.18164308054915,0.9716647630727903,0.12260495402320679,-0.37201497826753915,1.436740869455999e-4,0.5529150341591181,0.0027181227000441233,-0.4073365125232667,0.002334978128075038,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-5.609145907999533,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.6,log1p,24,102.28467580651616,110.53105261895178,0.9323387846464061,0.18400144944813412,-0.37201497826753893,1.4367408690207917e-4,0.46469001186651065,0.025214770309704315,-0.3740057860992993,0.013041464711865736,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-5.117157166857737,TRUE,TRUE,FALSE
goa_salmon_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.6,log1p,24,102.30350041224273,110.54987722467834,0.9321393144457145,0.184214712392413,-0.37201497826753915,1.436740869495967e-4,0.4537877120018663,0.03041941718564045,-0.3769093207690102,0.01321702622968668,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-5.098332561131173,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.6,raw,24,100.47721578883707,108.72359260127268,0.9259353668809308,0.2008208462777191,-0.3720149782675391,1.4367408690629802e-4,0.6321406434348387,5.298519898753185e-4,-0.38641985303570564,0.003507165926882383,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-5.067196387275999,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,1,raw,24,100.70621058419545,108.95258739663106,0.9521539845452275,0.15841579757641905,-0.3720149782675391,1.4367408695425965e-4,0.591043944217487,0.0014137473366555575,-0.38506883298474065,0.004156838175713773,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-4.838201591917624,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.4,raw,24,100.96754059205398,109.21391740448959,0.9460534419999759,0.16783130930675524,-0.3720149782675391,1.4367408694382355e-4,0.598946126020098,0.001266835732289806,-0.3781020764163673,0.005039708832710321,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-4.5768715840590914,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.2,log1p,24,101.26540435858698,109.51178117102259,0.9842428531878088,0.08836726138476385,-0.37201497826753865,1.4367408689563987e-4,0.563373279480064,0.0029579175075520325,-0.37595712469799863,0.006266240817225377,105.70933146808414,113.95570828051976,-0.2160424358886811,0.14235485226707967,-4.443927109497167,TRUE,TRUE,FALSE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.8,raw,24,101.19855271675698,109.44492952919259,0.9394009187462307,0.1776357701807118,-0.37201497826753915,1.4367408694138106e-4,0.6122401999605872,0.0010009436796001303,-0.37121884235580277,0.005968171636957287,105.54441217611307,113.79078898854868,-0.22730884019811926,0.126686387307684,-4.345859459356092,TRUE,TRUE,FALSE
goa_salmon_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.2,log1p,24,103.5488303481894,111.79520716062501,0.8983551785012391,0.2231714926577078,-0.37201497826753915,1.4367408690629802e-4,0.5030246136103395,0.01684808000614524,-0.3280908669499134,0.031678881755297095,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-3.8530026251845015,TRUE,TRUE,FALSE
goa_salmon_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.2,log1p,24,103.57412417117544,111.82050098361105,0.8957665989237895,0.2261861691384561,-0.37201497826753915,1.4367408692739225e-4,0.4945405550282918,0.019809256983157386,-0.3297905593478369,0.032240770359480475,107.4018329733739,115.64820978580951,-0.09456634846648726,0.5421545907741325,-3.827708802198458,TRUE,TRUE,FALSE
