shark_col,shark_temp_col,Q10,overlap_form,overlap_slope,shark_transform,n,aic,bic,cfi,rmsea,b_hake_cpue,p_hake_cpue,b_cpue_sar,p_cpue_sar,b_shark_sar,p_shark_sar,model_group,sig_shark,sig_hake,sig_cpue
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.8,roll2,24,92.9604589575074,101.20683576994301,0.9795906363939354,0.11733328852476274,-0.3720149782675389,1.4367408693671813e-4,0.43595923268115205,0.008020799695151348,-0.5400054359478227,6.011607203371128e-6,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.8,log1p,24,93.0305479906684,101.27692480310401,1,0,-0.3720149782675389,1.4367408694382355e-4,0.34304600792347417,0.04682704852501729,-0.5649115046805592,6.433221360069297e-6,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.6,roll2,24,94.06103597623053,102.30741278866614,0.9559091306170233,0.17152449354029162,-0.37201497826753915,1.4367408691451367e-4,0.46431910185957687,0.005340459902895445,-0.5200338732003096,1.7074210860501537e-5,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.6,log1p,24,94.32695813932202,102.57333495175763,1,0,-0.37201497826753915,1.4367408694093697e-4,0.3872032049356863,0.026127204939306425,-0.5362039318267594,2.1831816773065782e-5,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.4,roll2,24,96.03836697175117,104.28474378418679,0.9245835523845077,0.22060873978449322,-0.37201497826753904,1.436740869684705e-4,0.5366463574164407,0.0015639034454701939,-0.47890920576811213,1.0034489796550972e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.8,roll2,24,96.13197759358397,104.37835440601958,0.9187150099866255,0.22938584116315458,-0.3720149782675387,1.4367408696958073e-4,0.5488236827832766,0.0011950206439024225,-0.47564728777334464,1.0877901610872875e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.8,log1p,24,96.20029312384708,104.44666993628269,1,0,-0.3720149782675389,1.436740869291686e-4,0.3828183651867744,0.03664579382353006,-0.512513169651563,1.1535841331022922e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.2,log1p,24,96.43579852909522,104.68217534153084,1,0,-0.37201497826753915,1.436740869231734e-4,0.4524130460091314,0.010761225859600598,-0.48990561241641056,1.4108834150095007e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.4,log1p,24,96.48775504224315,104.73413185467876,1,0,-0.37201497826753893,1.4367408694138106e-4,0.4558675585704123,0.010142190284484487,-0.48828521699602856,1.4746298116263823e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.8,raw,24,96.75225697075791,104.99863378319353,0.9905865636610487,0.07435484514607077,-0.37201497826753915,1.436740868927533e-4,0.4941386076114236,0.004822631368895491,-0.47565842308102685,1.8443166810455658e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.8,log1p,24,96.90144528999397,105.14782210242959,1,0,-0.3720149782675389,1.4367408693627404e-4,0.38882903582489026,0.03659935535499348,-0.5004615721026036,2.0904083640038706e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.6,raw,24,97.5130516939384,105.75942850637401,0.975874233350959,0.11828429716410585,-0.3720149782675387,1.436740869849018e-4,0.521196312719455,0.003143684651250256,-0.4580843350912378,3.469492979015776e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.6,roll2,24,97.52974308172045,105.77611989415607,0.8999218370664668,0.25079406719887204,-0.3720149782675389,1.4367408692272932e-4,0.5861196386204715,6.977437624717808e-4,-0.4482788951869483,3.5172670669747497e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.6,log1p,24,97.63037695489234,105.87675376732795,1,0,-0.3720149782675389,1.4367408694049288e-4,0.4218658324354901,0.023323374189299084,-0.4794047909421293,3.8189274895161773e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.8,roll2,24,98.07660368237634,106.32298049481196,0.9973501514646343,0.038372307993227744,-0.37201497826753915,1.436740869584785e-4,0.5005801530008541,0.0055357591387315,-0.452495129202763,5.481733442405101e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.6,roll2,24,98.39154066604254,106.63791747847816,0.9759019853186804,0.11628737898357244,-0.37201497826753877,1.4367408693627404e-4,0.509270983717958,0.004924590190722666,-0.4451579558865952,7.051502799504394e-4,long,TRUE,TRUE,TRUE
goa_salmon_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.8,log1p,24,98.66626363513856,106.91264044757418,1,0,-0.37201497826753915,1.4367408692272932e-4,0.39461692856378616,0.04283557034881191,-0.47040872767930464,8.764791984559039e-4,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.2,log1p,24,98.92340797616043,107.16978478859605,1,0,-0.37201497826753915,1.4367408695936668e-4,0.47238202155883696,0.011532082069396488,-0.44378083947578884,0.001072462224776416,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,logistic,0.4,log1p,24,98.98595751247112,107.23233432490673,1,0,-0.37201497826753915,1.43674086921175e-4,0.47813964251613483,0.010441213096326951,-0.44122616380689234,0.00112613053278654,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.2,roll2,24,99.10239926108119,107.3487760735168,0.878042491748898,0.272043541537526,-0.37201497826753904,1.43674086886314e-4,0.6260250630637322,4.156216319977091e-4,-0.4157753452046431,0.0012329692230583778,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.4,roll2,24,99.14254812245767,107.38892493489328,0.8768570337269849,0.2733324393247571,-0.37201497826753915,1.436740868698827e-4,0.6280371222766612,4.0098269690158617e-4,-0.41484653374330593,0.0012720092877021028,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,linear,0.4,raw,24,99.17146665488525,107.41784346732086,0.949403558152131,0.16828262260967508,-0.37201497826753915,1.4367408690985073e-4,0.5876770681392438,0.0010351092442477672,-0.4179523442891702,0.001300860220863509,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_wgoa_coastwatch_junjulaug,2,logistic,0.8,raw,24,99.29038428610178,107.5367610985374,0.9452696689043095,0.17499519541931452,-0.3720149782675389,1.4367408694493378e-4,0.5988489136346937,8.249452179724948e-4,-0.414370329465114,0.0014262293837550288,long,TRUE,TRUE,TRUE
goa_pacific_sleeper_shark,sst_egoa_coastwatch_junjulaug,2,linear,0.4,roll2,24,99.30229019112366,107.54866700355927,0.9418756244097668,0.18062192297931615,-0.37201497826753915,1.4367408692028683e-4,0.5427429677579534,0.002931946358788684,-0.4218436033337089,0.0014394003976774261,long,TRUE,TRUE,TRUE
