"","term1_col","term2_col","n_years","aic","bic","cfi","rmsea","b_hake_cpue","p_hake_cpue","b_hake_sar","p_hake_sar","b_term1_sar","p_term1_sar","b_term2_sar","p_term2_sar","model_type","delta_aic_vs_base","contains_new_shark"
"12","x10_californian_s_l_2yr_lead_ws","x13_stka_herr_matbiom",18,83.2281305689357,89.4607328742089,1,0,-0.591374278475779,0.000176445517839463,-0.598462405404167,5.21311298795624e-06,0.33104146172847,0.0168644892751659,0.480780601198689,0.000208689756859837,"1 Predator + 1 Prey",-9.2442698638703,FALSE
"13","x15_sablefish_recruitment_pred_ak","x13_hexagram_eai",18,83.4506255311911,89.6832278364642,1,0,-0.591374336124797,0.000176445319208129,-0.703422187538876,1.61792922290793e-05,0.500915110983397,0.00199580036842328,-0.540017577074163,0.000244783635276358,"1 Predator + 1 Prey",-9.02177490161492,FALSE
"14","x15_shark_enso_roll2","x12_copepod_biomass_w_go_a",18,84.0800407080105,90.3126430132836,1,0,-0.591374347899386,0.000176445306580675,-0.241009731668943,0.156336699750069,-0.524575683374453,0.00849709529231024,-0.523039293623761,0.00440169154102787,"1 Predator + 1 Prey",-8.39235972479551,TRUE
"15","x15_shark_enso_roll2","x21_sst_wgoa_coastwatch_junjulaug",18,84.3253286512294,90.5579309565025,1,0,-0.591374338171666,0.000176445399965752,-0.0184172776541788,0.936284949093183,-0.851715504778653,6.70706460035309e-05,-0.705293776459576,0.00506617617827843,"1 Predator + 1 Prey",-8.14707178157661,TRUE
"16","x15_arrowtooth_flounder_biomass_pred_ak","x13_hexagram_eai",18,84.3297412145012,90.5623435197743,1,0,-0.591374348865769,0.000176445251584445,-0.682684033313902,3.97968423115902e-05,-0.487171843057374,0.00401165137985848,-0.38303521039898,0.0102349643488642,"1 Predator + 1 Prey",-8.14265921830483,FALSE
"17","x15_shark_enso_roll2","x21_pdo_djf",18,84.3921468435281,90.6247491488012,1,0,-0.591374364220943,0.000176445185510188,-0.299914931815654,0.0617514743642715,-0.715584720846184,0.000370425874404612,-0.45847824857064,0.00558835237945843,"1 Predator + 1 Prey",-8.08025358927793,TRUE
"18","x10_dfa_ssl_est_wholerange_2yr_lead","x13_stka_herr_matbiom",18,84.4255731742069,90.65817547948,1,0,-0.591374334380302,0.000176445293812666,-0.686543442445672,1.47672122663423e-06,0.36649862299525,0.0405812301174964,0.442693093729486,0.00108409076862515,"1 Predator + 1 Prey",-8.04682725859914,FALSE
"19","x10_californian_s_l_2yr_lead_ws","x13_egoa_herring",18,84.5076889036359,90.740291208909,1,0,-0.591374336744487,0.000176445330441144,-0.635513854131186,4.82083934993938e-06,0.259117419638983,0.0743860267774623,0.46610212582419,0.000668730153532193,"1 Predator + 1 Prey",-7.96471152917016,FALSE
"20","x15_dfa_sleeper_shark_bsai_pred_ak","x12_copepod_com_e_go_a",18,84.5966335979871,90.8292359032603,1,0,-0.591374506406534,0.000176444492698602,-0.629910217038791,3.52066824806929e-05,-0.456071191251585,0.0134984497834789,0.402800946772623,0.0121703396499575,"1 Predator + 1 Prey",-7.8757668348189,FALSE
"21","x15_shark_enso_roll2","x12_copepod_com_e_go_a",18,84.7047124257523,90.9373147310254,1,0,-0.591374324135935,0.00017644535392014,-0.707196920505488,2.1749348746436e-06,-0.497863000993545,0.0150928872140506,0.426029850389388,0.00732450351579472,"1 Predator + 1 Prey",-7.76768800705372,TRUE
"22","x15_arrowtooth_flounder_biomass_pred_ak","x13_egoa_herring",18,84.7565870262576,90.9891893315307,1,0,-0.591374313380115,0.000176445271138803,-0.786435820030298,1.25317693111526e-06,-0.327665261859329,0.0876541734046086,0.379354712602091,0.0139688238629274,"1 Predator + 1 Prey",-7.71581340654842,FALSE
"23","x15_halibut_biomass_age8plus_2yr_lead_pred_ak","x13_hexagram_eai",18,84.7603021850919,90.9929044903651,1,0,-0.591374342393831,0.000176445289206351,-0.528061898139867,0.000246073710808092,-0.679869408666534,0.00565267955803028,-0.444602501521148,0.0029114710640068,"1 Predator + 1 Prey",-7.7120982477141,FALSE
"24","x15_arrowtooth_flounder_biomass_pred_ak","x15_shark_catch_go_a_pred_ak",18,84.8587324879684,91.0913347932415,1,0,-0.591374341740462,0.000176445312942253,-0.793978282343537,1.24527956146814e-06,-1.17816723901714,0.000133300785537971,-0.686354701077732,0.0150457521944605,"2 Predators",-7.61366794483766,FALSE
"25","x15_sablefish_biomass_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak",18,84.9891928027577,91.2217951080308,1,0,-0.59137413373488,0.000176446113318685,-0.637691979270264,4.28322616585763e-05,0.349450947366389,0.0162520054918334,-0.525815658436498,0.0036500675994855,"2 Predators",-7.48320763004835,FALSE
"26","x15_sablefish_biomass_pred_ak","x13_hexagram_eai",18,85.3182222742971,91.5508245795702,1,0,-0.5913743775432,0.000176445128006408,-0.606573291113512,0.000126421720278103,0.381498553324357,0.00889837036202401,-0.423885170147746,0.00526071880415224,"1 Predator + 1 Prey",-7.15417815850893,FALSE
"27","x15_sablefish_biomass_pred_ak","x13_egoa_herring",18,85.5433240634697,91.7759263687428,1,0,-0.591374346484296,0.000176445263408098,-0.519229635027835,0.00211930346415379,-0.521456247959135,0.157371646393802,0.958311137104526,0.00628857218325751,"1 Predator + 1 Prey",-6.92907636933634,FALSE
"28","x10_dfa_ssl_est_wholerange_2yr_lead","x13_egoa_herring",18,85.5495842331961,91.7821865384692,1,0,-0.591374364776951,0.000176444790607411,-0.698620094462307,2.23314063529934e-06,0.271676058900693,0.1574169583108,0.438762386987215,0.00276655324706732,"1 Predator + 1 Prey",-6.92281619960994,FALSE
"29","x15_spiny_dogfish_go_a_pred_ak","x13_hexagram_eai",18,85.5971165519589,91.829718857232,1,0,-0.591374343504117,0.00017644530081018,-0.562926922356935,0.000231136889222938,0.415641852496542,0.0110392396093986,-0.529311226341623,0.00071288234226996,"1 Predator + 1 Prey",-6.87528388084715,FALSE
"30","x15_halibut_biomass_age8plus_2yr_lead_pred_ak","x13_stka_herr_matbiom",18,85.6437245840953,91.8763268893685,1,0,-0.59137438366348,0.000176445033620576,-0.660016237077816,5.7053833739662e-06,-0.441369129795185,0.0975577802982734,0.403705119190668,0.00592243917089075,"1 Predator + 1 Prey",-6.82867584871067,FALSE
"31","x15_spiny_dogfish_go_a_pred_ak","x13_stka_herr_matbiom",18,85.6898942712137,91.9224965764869,1,0,-0.591374296551413,0.00017644545764206,-0.704553165910224,5.32290594668083e-06,0.262954653692637,0.101605591892414,0.467770071385262,0.000773487346585444,"1 Predator + 1 Prey",-6.78250616159229,FALSE
"32","x15_sablefish_biomass_pred_ak","x13_wgoa_cap_pcod",18,85.7351270035124,91.9677293087855,1,0,-0.591374301762533,0.000176445372424228,-0.273081332477535,0.220296792802271,0.543048362380089,0.000509008779951747,0.620253554397947,0.00730031752914018,"1 Predator + 1 Prey",-6.73727342929365,FALSE
"33","x15_pacific_cod_biomass_pred_ak","x13_dfa_wgoa_dfa_mid_trophic",18,86.1817890943883,92.4143913996615,1,0,-0.59137432394396,0.000176445376718348,-1.00022534307502,6.37885159360252e-07,0.373008171971163,0.0879231159106797,1.02184196590595,0.000322038975127281,"1 Predator + 1 Prey",-6.29061133841766,FALSE
"34","x15_dfa_sleeper_shark_bsai_pred_ak","x13_hexagram_eai",18,86.213110348378,92.4457126536511,1,0,-0.591374338372821,0.000176445349298504,-0.398146408029121,0.00550178802109658,-0.465530711720057,0.0164345146933136,-0.333086549120269,0.040350233223224,"1 Predator + 1 Prey",-6.25929008442805,FALSE
"35","x15_halibut_biomass_age8plus_2yr_lead_pred_ak","x13_egoa_herring",18,86.2494564735277,92.4820587788008,1,0,-0.59137440259214,0.000176445388252011,-0.678434454225925,5.0021537907341e-06,-0.323102547906193,0.265474685541274,0.418619840081886,0.00934312791831138,"1 Predator + 1 Prey",-6.22294395927833,FALSE
"36","x15_sablefish_biomass_pred_ak","x13_mid_il_capelin",18,86.3083962856019,92.540998590875,1,0,-0.591373570185367,0.000176449792853361,-0.356756300258185,0.0831486913292085,0.466647186779567,0.00205050531989293,0.523035087020546,0.00793936749911572,"1 Predator + 1 Prey",-6.16400414720411,FALSE
