ssl_variable,herring_variable,capelin_variable,n_years,aic,delta_aic_vs_pdo,beats_pdo,cfi,rmsea,srmr,r2_sar,b_issl_sar,p_issl_sar,b_shark_sar,p_shark_sar
ssl_cent_np_pred,x03_dfa_com_murre_diet_herr_sard_yaquina_ncc,x13_wgoa_cap_pcod,24,120.89854494424793,15.163544944247931,FALSE,0.8070172304113367,0.2658298074075409,0.09252576943805094,0.4499410757147516,-0.08254048921231306,0.6044007941996432,-0.3862795665392763,0.01417710577579534
ssl_east_np_pred,x05_herring_gam,x13_wgoa_cap_pcod,24,120.94553301183771,15.210533011837711,FALSE,0.8318751542318532,0.24411395167531896,0.08078807897713107,0.45832811201081824,0.06899896859888957,0.6527810823308156,-0.37756358476273116,0.01396227266711536
ssl_west_pup_pred,x05_herring_gam,x13_mid_il_capelin,24,120.98417319810571,15.249173198105709,FALSE,0.7887735172638313,0.280742499163092,0.08728041471681751,0.461355099180059,0.06095545396849861,0.6929026957170947,-0.36600473752377205,0.014926691063048558
ssl_seak_pup_pred,x05_herring_gam,x13_wgoa_cap_pcod,24,120.99028547704683,15.255285477046826,FALSE,0.8286615020248438,0.24665299453046874,0.08127832520734267,0.4530134933166138,-0.062243910092765725,0.689091627414971,-0.349816802184394,0.024360636708053995
ssl_east_np_pred,x05_herring_gam,x13_mid_il_capelin,24,121.00053499673808,15.265534996738083,FALSE,0.8259365452408474,0.2489561565403662,0.08311792119362556,0.4589554738152424,0.05860743015230473,0.7011148990553433,-0.3738852285012412,0.014438739475242546
ssl_west_pup_pred,x05_herring_gam,x13_wgoa_cap_pcod,24,121.00705321904888,15.272053219048885,FALSE,0.8235432157702274,0.2509871810450784,0.07994418893828854,0.4575601165505794,0.05694482755752789,0.7107978906038488,-0.3663089889905961,0.015183363986698062
ssl_seak_pup_pred,x05_herring_gam,x13_mid_il_capelin,24,121.05294845681485,15.317948456814847,FALSE,0.7962398516594892,0.273994543093877,0.0907322482092236,0.44943337110237414,-0.04875163574347731,0.753676805341837,-0.3538663198451732,0.022873880473329722
ssl_east_pup_pred,x05_herring_gam,x13_wgoa_cap_pcod,24,121.0736713378044,15.3386713378044,FALSE,0.8230654007695011,0.2510038074441886,0.08182450977187777,0.4534185657862173,-0.04104634285941283,0.7864502617841638,-0.3613085329672483,0.017143582304405047
ssl_east_pup_pred,x05_herring_gam,x13_mid_il_capelin,24,121.08330448079022,15.348304480790219,FALSE,0.8031945804019953,0.2679168866136851,0.08589725181007567,0.4515802476261057,-0.0382777872650413,0.801107893951255,-0.3623009566863034,0.016931786214408717
ssl_model_eric,x03_dfa_com_murre_diet_herr_sard_yaquina_ncc,x13_mid_il_capelin,24,121.10686413769886,15.371864137698864,FALSE,0.8113922614251718,0.26080359893230765,0.09098362710983336,0.4505618068045756,-0.03358840124610383,0.8379773738935723,-0.37685077502633507,0.0213032782669047
ssl_model_eric,x03_dfa_com_murre_diet_herr_sard_yaquina_ncc,x13_wgoa_cap_pcod,24,121.1378683442926,15.4028683442926,FALSE,0.8164687402585894,0.25627999664217077,0.0885925770549994,0.45141798515167797,-0.01611556654129255,0.9221759183456921,-0.3702005460185141,0.023881490585892617
