"Year","07.Cond2NCC_DFA1","06.Cond1NCC_DFA1","06.Cond1NCC_0_smoothed","06.Cond1NCC_1_smoothed","06.Cond1NCC_2_smoothed","10.PredMammalNCC_DFA1","10.PredMammalNCC_0_smoothed","10.PredMammalNCC_1_smoothed","10.PredMammalNCC_2_smoothed","10.PredMammalNCC_3_smoothed","15.PredFishAK_0_smoothed","15.PredFishAK_1_smoothed","15.PredFishAK_2_smoothed","15.PredFishAK_3_smoothed","15.PredFishAK_4_smoothed","15.PredFishAK_5_smoothed","15.PredFishAK_b_DFA1","15.PredFishAK_b_0_smoothed","15.PredFishAK_b_1_smoothed","15.PredFishAK_b_2_smoothed","15.PredFishAK_b_3_smoothed","08.PredBirdNCC_DFA1","08.PredBirdNCC_b_0_smoothed","08.PredBirdNCC_b_1_smoothed","08.PredBirdNCC_b_2_smoothed","09.PredFishNCC_DFA1","09.PredFishNCC_b_DFA1","09.PredFishNCC_b_0_smoothed","09.PredFishNCC_b_1_smoothed","11.PredMammalSmolt_DFA1","11.PredMammalSmolt_0_smoothed","12.ZooPreyAK_DFA1","12.ZooPreyAK_0_smoothed","12.ZooPreyAK_1_smoothed","12.ZooPreyAK_2_smoothed","13.FishPreyAK_DFA1","13.FishPreyAK_b_DFA1","13.FishPreyAK_b_0_smoothed","13.FishPreyAK_b_1_smoothed","13.FishPreyAK_b_2_smoothed","13.FishPreyAK_b_3_smoothed","13.FishPreyAK_b_4_smoothed","14.CompAK_smoothed","14.CompAK_0_smoothed","14.CompAK_1_smoothed","01.ZooPreyNCC_JSOES_DFA1","01.ZooPreyNCC_JSOES_0_smoothed","01.ZooPreyNCC_JSOES_1_smoothed","01.ZooPreyNCC_NHL_DFA1","01.ZooPreyNCC_NHL_0_smoothed","01.ZooPreyNCC_NHL_1_smoothed","01.ZooPreyNCC_NHL_2_smoothed","01.ZooPreyNCC_WPbirds_smoothed","01.ZooPreyNCC_WPbirds_0_smoothed","01.ZooPreyNCC_WPbirds_1_smoothed","02.CompJellyNCC_DFA1","03.FishPreyNCC_DFA1","03.FishPreyNCC_0_smoothed","04.CompFishNCC_smoothed","04.CompFishNCC_0_smoothed","04.CompFishNCC_1_smoothed","04.CompFishNCC_2_smoothed","05.ForageFishNCC_DFA1","05.ForageFishNCC_0_smoothed","05.ForageFishNCC_1_smoothed","05.ForageFishNCC_2_smoothed","SAR_DFA1"
2008,2.55243518725958,-1.32433821208999,0.0741083598733597,-0.188474463701904,-0.241476667345361,-0.896214935731067,0.155641246582736,0.466472211107448,-0.319785990981462,0.81683043853772,0.857921322739836,-0.40728836717935,-0.567765049732311,-0.0407793008856107,-0.285454513496819,-0.162890344875988,-0.232904669710396,0.440737684458791,-0.358945594096396,-0.299649777210315,-0.489141832108877,0.146434133986365,1.56191286353611,0.528989907815306,0.721065792004126,-0.313444504182298,-2.56791787820251,-0.206058423393843,-0.0592073803708842,1.3120059152247,NA,-2.4804100912822,-0.835041236869995,-0.446944525019171,-0.814625754716028,-2.49853979217736,-1.34122196508458,-0.138244354570936,-0.120669031378651,0.0910610931809606,0.110506488522081,-0.412229364444607,-0.12530978945032,-0.331109306273874,-0.407890907563543,-1.7000236009205,-0.970576887033597,1.0922440894895,0.919122088610338,-0.30240366615453,0.482566284021267,-0.240729583710493,0.269311764196206,0.389160329818764,-0.505682387438337,1.24363726620121,-1.08013399890816,-0.215979215400813,-0.694942693118543,-0.611874768624533,-0.410353965888489,-0.1910816150656,2.62788647643482,-0.579041626730374,0.283361474745789,0.262143319466413,1.38330923035902
2009,-0.0584268503782464,-0.670734965230276,0.0287984678557689,-0.24448316319012,0.15717384560217,-0.711323609247193,-0.118977297666889,0.922684514502823,-0.429285412667448,0.164668218997774,0.637070909445278,-0.477732105237678,-0.463785760574871,0.286163146888936,0.0579919703060895,-0.259328842572507,-1.16287814223126,0.805510504918536,-0.284518896220129,-0.350108431003068,-0.196379872531703,0.553117403356113,0.462200513603455,0.451982965489006,0.264833604959767,0.0703183007483348,-1.53822807733474,-0.336021636722948,-0.143784260989276,0.870278874983027,1.09995808632621,-2.0597690404939,-0.920491597602977,-0.229439215739768,-0.646680494992359,-1.81292041876148,-1.88422759684183,0.0203861398379247,-0.124187526219635,-0.353305966051738,0.0586652159705999,-0.0132273382338918,0.497209894534916,0.325381198626768,-0.244251968531217,-1.37065085676905,-0.789204045024158,0.999320334740656,0.547891192356508,-0.288931245370583,0.216299623368599,-0.150663443509493,0.0255048587386563,0.414628816280013,-0.404886882870064,0.584027452911191,0.245499144091475,0.267858584647325,-0.619741468686315,-0.580781530659527,-0.411084429749134,-0.0835090598420496,2.29107737555814,-0.730800285157005,-0.0791604464310114,-0.271187517080079,1.22658417187404
2010,-0.0184090630069336,0.0075756303501171,0.0358413333894304,-0.473510302432584,0.735274817723344,-0.130517442612989,0.0464910606612247,NA,-0.193485764647824,0.480299553797075,0.379617649309563,-0.509559190222219,-0.402613077254751,0.667074885509641,-0.386621742942589,-0.287881542647546,-1.39932656483482,0.597868311382919,-0.66340612914966,-0.0315420727001126,-0.616950233720377,0.829223956916558,0.716953979729853,0.391536298863432,-0.276822874966345,0.931563945299588,-1.4586690213304,-0.194086780456798,-0.0134817918919513,0.365882622765294,0.706245679898151,-0.649883778484565,-0.826704356513849,-0.691315211836418,-0.642758144120232,-1.14464398473877,-2.11850612250629,-0.219201015239209,-0.312553343789226,-0.580394258341689,-0.415482476567939,0.260175728324449,0.195290617569253,0.0516430522673561,-0.239458409997451,-1.07403170301783,-0.369769995472848,0.734362439415165,-0.433602515619436,0.432192438655249,0.144099639373249,0.586189560907874,0.17754922059838,0.16268770202296,-0.06278192908976,-0.192883207805028,-0.929549913241837,0.372634078583839,-0.447857438967167,-0.457362504948543,-0.403050866317791,-0.195440544989025,1.10834205164185,-0.68753049449789,-0.239614452802805,-0.513387419100581,1.0863798648803
2011,-0.186283779913485,1.46762177203355,0.171240908167628,-0.399922704045945,-0.296101694399202,0.681386842723856,0.622076910221755,0.730037995879927,-0.146453276489171,0.40878792834815,0.110002589547189,-0.564675275562844,-0.541922685701679,0.929352313752523,-0.435444652279823,-0.279136870925212,-1.63209676203181,0.380186112062324,-0.569534292914267,-0.313967346112137,-0.747662615582789,0.44311189603226,0.169417315874673,0.0703248249191938,-0.179494979200561,1.35207919792752,-0.812912502217071,-0.188239722256428,-0.224890605158755,-0.0541244816207379,1.18559475873783,0.523827177872773,-1.02312411441992,-0.122237380257115,-0.221363201616478,-0.774678943664938,-2.74230695228333,-0.310715164702873,-0.274501204285164,-0.647881351130998,-0.469922386462177,0.329610869522197,0.495498599840877,0.449673215524387,-0.00706715033694144,0.398228977198569,0.101019815376922,0.734543298588911,0.455487582732195,0.694684736620766,0.370823091227647,0.931564325374803,1.08181322031049,0.127346411764932,0.789956216270788,-0.54777639831916,0.13420106861967,1.22611330085595,0.0553100454483211,-0.43359147195404,-0.378219712163116,-0.0465798526512979,0.262748927336029,-0.704860232775613,-0.145070542029474,-0.895436527136082,0.138021191664061
2012,0.328460969265508,2.28600295004442,0.424708550135972,-0.277220571214601,-0.781748053082465,1.98601715111433,0.659839850620931,0.434393343627655,-0.198990674635974,0.450118710240952,-0.156058819904859,-0.638039309709521,-0.583327455862892,1.07186553080499,-0.213135033636041,-0.351243727375092,-1.39593738567165,1.01280579008056,-0.683160502999048,-0.165194542696845,-0.451145685223114,1.00994220881076,-0.254536083209683,0.0498368043367738,0.381671054772114,2.07566070713082,-1.17188744398286,-0.110010074117852,-0.302526412879319,-0.254382141656862,NA,0.979976989866128,-0.762376731978638,-0.0127141088976913,-0.388352786019794,-1.32686258102556,-3.1429615799536,-0.345670458016731,-0.217020522417844,-0.660901164952938,-0.208760910216539,0.33047048260708,0.0991531001355669,0.0622458580038496,-0.0536861937031299,1.18056666598262,0.518661550618794,0.67625419070861,0.506539498975353,0.426917722915728,-0.288043906277713,0.909270142908747,1.16921014752915,0.313178878214426,0.307590885655358,-0.612635096258414,0.168946692605135,0.174596548732802,0.0376017082716628,-0.323637946708535,-0.319058707603283,-0.030306899245822,-0.635436333591155,-0.742698815641438,0.513823424507042,-0.872644596485142,0.715374685364378
2013,0.531217061920788,1.85331199608351,0.33838046129982,-0.393133634762805,NA,3.59720772830568,1.12678578322296,NA,-0.287906478167061,0.256259632693087,-0.394813653782698,-0.732832000436496,-0.641181614316218,1.18004094404089,0.538538747387211,-0.456201149252038,-1.44085653064213,1.28030573926545,-0.653433598456488,0.00386157438644535,0.321869294832489,1.38692523841404,-0.312966791632442,-0.277712158907434,0.104332332323536,1.61631069835525,-0.0581692241566361,-0.222629703360287,-0.324025022774208,-0.918897610584697,0.939648562351175,1.50675864702392,-0.366735895532951,0.410261252371013,-0.44852696056322,-1.39057410771737,-2.15682491467976,-0.359022188494643,-0.327672170534405,-0.613650099757468,0.579496941804431,0.424843028786153,-0.362293549669589,0.150123022922619,0.907694648913842,1.11986565639102,0.778275712455161,0.0797514813389699,0.429010462470362,0.382659050391211,0.0345247742652002,0.655751143453837,1.03537143844709,0.552257301017625,0.4029765138149,-0.789920230860788,0.14180123609669,-0.088448237165188,0.531926213377875,-0.164355537440075,-0.159107953605612,0.394534838028121,-1.67015657811835,-0.572993945595732,0.658915888795978,-0.229148998009959,0.749017098993075
2014,-0.315270009934351,1.72266084741295,0.487407977586672,-0.577347299042839,NA,4.40494928346748,0.60887488913651,NA,-0.156891359834465,0.0315766829518573,-0.626692182073191,-0.793453196244104,-0.518016222056829,1.17791059303293,0.454512432343553,-0.564608658994492,-1.49444492820267,0.834172147405099,-0.42850870469487,0.974008648476995,0.323351683016652,1.26453991331335,-0.256812842614494,-0.00412295889575803,-0.136421550113163,2.26992033557556,0.113822463822017,0.00974650271615557,-0.310885044738311,-1.12671561959592,0.521578524864512,2.18085765529105,-0.0639214152876748,-0.0806811462397994,-0.0752735486968658,-0.101388023002825,-0.855743974510751,-0.364122086614518,-0.417292248065482,-0.53417074583705,0.8371712692765,0.652136674196839,-0.476659842534708,-0.266007488278463,0.320705372459507,2.37585038030616,0.452573549910931,-0.53492113032801,0.346931747490126,-0.632632761389175,0.100198646169339,0.233604114603443,-0.0549043233691768,0.464033227892856,-0.113751299890984,-1.0501309116529,-0.248164557878238,-0.113135720929268,1.00953660855359,0.452082401974688,0.261583303827572,-0.091340150648402,-2.57962370439085,-0.436656605545788,0.485129385707714,-0.196385138541104,-0.615607761279915
2015,-0.250109246956124,1.53491477324818,0.573985906491396,-0.727847569138896,-0.387801365119304,2.80511256839053,0.480771223694357,NA,-0.0111746077830728,-0.349583575256387,-0.863069314027613,-0.740157440195089,-0.20009007145026,0.503081089492329,0.402027901174108,-0.710230488879069,-1.54649111022489,-0.00171137561485324,-0.424882059378127,1.84109120513642,0.352089837830782,0.734422648201603,-0.222427611936012,0.6119876656873,0.0446754282148605,1.30619513530917,0.894621678744755,0.347869663663809,-0.249966500735732,-0.931114715730048,NA,2.89200104881888,0.419197348685775,-0.404195360373996,0.409279470126911,1.68295557884738,-0.26393574536593,-0.366070050496232,-0.344873487399133,-0.38063057701523,-0.0637826115432245,1.80577817867882,-0.216575434872821,0.0588074706385145,0.484313206553742,2.65403302309334,0.148510480528341,-0.874417515505008,-1.5550040581605,-0.778591365164986,0.385237380776566,0.531200328320846,-0.367004215622915,0.8771090073999,0.0511415930488195,-1.37963641397357,0.204510795592958,0.365653386894884,1.22742400808618,0.0648086287704531,1.26879949284908,-0.218568673161658,-2.79177598829593,-0.329494480916278,0.576501639839097,-0.46061391988155,-0.868872834322278
2016,-0.360616743550735,2.07897034543585,0.506804882500762,-0.708907055951108,0.225713473903763,2.58713190887082,1.1054871319194,NA,-0.196329256754013,-0.18484023792647,-1.0567516779823,-0.469518028831556,0.411674618860213,-0.369600512846111,0.84481329355432,-0.843937372129482,-1.41758729940458,-0.369190508973153,-0.24080355630469,0.67375396815108,0.704905628847242,0.802347931009542,-0.367933193716642,0.498299077046557,-0.191005306666938,0.0731512333369491,1.0298712435557,-0.103647302738655,-0.0803508467638911,-0.347947897602202,NA,2.24403926959917,0.788631443352102,0.317165066313232,0.287624028989051,2.64204710761592,-0.299514579807724,-0.3668140440215,-0.159076484069093,0.132274472633691,-0.0526071326317446,1.81483208427062,0.205588626137665,-0.0175284626364184,-0.387574200090705,2.15460534294704,0.379956059171732,-1.01867444959628,-1.93702126879137,-0.617461138415959,0.105679938872623,0.0185551909108014,-0.537135306841589,1.01454843012881,0.738923660037164,-1.64366177005004,-1.19138701546057,-0.0672231632706776,1.38240178208729,0.0436482455802498,2.22743421209892,-0.106240062363021,-2.4817486270105,0.0277802350970128,0.820291450012642,-0.599540639682416,-0.558153442707589
2017,-0.520423752020831,2.49530152929107,0.0910395634922122,-0.422866806795165,-0.0169970174789145,1.69946766590277,0.65385197319579,NA,-0.093288379038189,0.671042575645661,-1.21620195029152,-0.0818645616156828,0.615952323685994,-1.12322254570907,1.11473240352553,-0.939971008319129,-1.27614274251376,-0.327737505329697,0.0423896670089933,-0.154991041131926,0.953977294263173,0.227087365048407,-0.452219358047003,-0.0603433758021256,-0.138521286112906,-1.0762640659618,1.07576735871791,-0.157502361472261,0.367577571149052,-0.334111948295201,NA,1.49281324103346,0.584189682731664,0.71729688814449,0.626612611944091,3.31531698183987,-0.28253080937499,-0.36709806071559,-0.221844179459996,1.0092172782151,-0.0700678084394545,1.10241729287781,0.506628696122862,0.343382518745745,-0.226570587454262,1.87606563236954,0.0488244368547568,-0.86206772850654,-1.42505046139302,-0.777559302061538,0.0432281897457808,0.0753050837418547,-0.56308598339991,0.258393444919238,-0.0469548005405942,-2.03359879170325,-0.524296739446536,0.130483988223293,1.17183774629866,0.236762230526105,1.6451322742681,-0.193142353350254,-2.37695978182218,0.347298898424062,1.19927942527054,-0.508634575994057,-0.557957541741475
