"model_type","terms","n","aic","bic","cfi","rmsea","sar_r2","term1","term2","term3","b1","p1","b2","p2","b3","p3","n_terms","has_ishark","has_issl","has_icsl","has_any_index","index_count","model_label","delta_aic_vs_base","delta_r2_vs_base","delta_aic_global","aic_weight","exp_sign_1","exp_sign_2","exp_sign_3","pass_sign_1","pass_sign_2","pass_sign_3","n_valid_terms","n_passed_terms","prop_model_signs_met","all_signs_met"
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_mid_il_capelin + x15_dfa_sleeper_shark_bsai_pred_ak",24,117.836327241773,128.438811714904,0.996724356482352,0.031691818121045,0.622094172772858,"x12_dfa_biomass_euph_shelf_sum","x13_mid_il_capelin","x15_dfa_sleeper_shark_bsai_pred_ak",-0.431598071315041,0.00181058740388162,0.157739929503958,0.345886004338842,-0.399286842121168,0.0104113536732875,3,FALSE,FALSE,FALSE,FALSE,0,"M2538",-8.43150327435504,0.321109008809968,19.6211049144448,2.04781409073368e-05,"Positive","Positive","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x13_gadid_wai + x10_harbour_s_2yr_lead_ws",24,117.844829540433,128.447314013564,0.93855139776493,0.141432888331838,0.60724988632326,"x12_copepod_biomass_w_go_a","x13_gadid_wai","x10_harbour_s_2yr_lead_ws",-0.418731339941074,0.00412261704882222,0.198471591016411,0.124905096364828,-0.25273188279916,0.0692246259116842,3,FALSE,FALSE,FALSE,FALSE,0,"M738",-8.42300097569526,0.306264722360369,19.6296072131046,2.03912700536564e-05,"Positive","Positive","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x10_dfa_ssl_est_wholerange_2yr_lead + x15_salmon_shark_go_a_pred_ak",24,117.847600019106,128.450084492237,1,0,0.609623753799029,"x21_sst_wgoa_coastwatch_junjulaug","x10_dfa_ssl_est_wholerange_2yr_lead","x15_salmon_shark_go_a_pred_ak",-0.615908533893687,9.68067875841694e-05,0.290943019947861,0.0313074427627991,-0.0823053115639902,0.5408689582903,3,FALSE,FALSE,FALSE,FALSE,0,"M6275",-8.4202304970224,0.308638589836138,19.6323776917774,2.03630428195096e-05,"Negative","Negative","Negative",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_sablefish_biomass_pred_ak + x15_salmon_shark_go_a_pred_ak",24,117.852407443922,128.454891917053,1,0,0.605522771670398,"x21_sst_wgoa_coastwatch_junjulaug","x15_sablefish_biomass_pred_ak","x15_salmon_shark_go_a_pred_ak",-0.679151186272491,3.50683468095525e-05,0.333764271280941,0.0314122677992106,0.149845978373676,0.333885984907921,3,FALSE,FALSE,FALSE,FALSE,0,"M6292",-8.4154230722061,0.304537607707507,19.6371851165937,2.03141547008443e-05,"Negative","Negative","Negative",TRUE,FALSE,FALSE,3,1,0.333333333333333,FALSE
"3var_global","x12_copepod_com_e_go_a + x21_sst_wgoa_coastwatch_junjulaug + x15_halibut_biomass_age8plus_2yr_lead_pred_ak",24,117.859849614316,128.462334087448,1,0,0.610874976022823,"x12_copepod_com_e_go_a","x21_sst_wgoa_coastwatch_junjulaug","x15_halibut_biomass_age8plus_2yr_lead_pred_ak",0.193497491784765,0.131521208166867,-0.629044860588512,3.59819914881321e-05,-0.204901268813816,0.121069938236977,3,FALSE,FALSE,FALSE,FALSE,0,"M1527",-8.40798090181173,0.309889812059932,19.6446272869881,2.02387044659297e-05,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_pollock_biomass_go_aage3plus_pred_ak + x21_sst_wgoa_coastwatch_junjulaug + x21_pdo_djf",24,117.863168630164,128.465653103296,1,0,0.610666296690015,"x13_pollock_biomass_go_aage3plus_pred_ak","x21_sst_wgoa_coastwatch_junjulaug","x21_pdo_djf",0.210310576868642,0.127841694599732,-0.471658354616743,0.00674456796474399,-0.306001126220324,0.0608967449515818,3,FALSE,FALSE,FALSE,FALSE,0,"M4370",-8.40466188596363,0.309681132727125,19.6479463028362,2.02051460284441e-05,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x10_dfa_ssl_est_wholerange_2yr_lead + x15_icsl_risk_eulachon75_shad25",24,117.864720152135,128.467204625267,1,0,0.607637267950546,"x21_sst_wgoa_coastwatch_junjulaug","x10_dfa_ssl_est_wholerange_2yr_lead","x15_icsl_risk_eulachon75_shad25",-0.640146450781359,2.79820337447667e-05,0.261905732142485,0.0510798410523106,0.0755728033371372,0.550428018111503,3,FALSE,FALSE,TRUE,TRUE,1,"M6277",-8.40311036399279,0.306652103987656,19.649497824807,2.01894777426587e-05,"Negative","Negative","Negative",TRUE,FALSE,FALSE,3,1,0.333333333333333,FALSE
"3var_global","x12_copepod_com_e_go_a + x21_sst_wgoa_coastwatch_junjulaug + x10_californian_s_l_2yr_lead_ws",24,117.86505054655,128.467535019682,1,0,0.611282220727469,"x12_copepod_com_e_go_a","x21_sst_wgoa_coastwatch_junjulaug","x10_californian_s_l_2yr_lead_ws",0.126686309492274,0.348757525181526,-0.596891095372393,7.28766318369711e-05,0.20655840882196,0.121513507072007,3,FALSE,FALSE,FALSE,FALSE,0,"M1518",-8.40277996957755,0.310297056764578,19.6498282192223,2.01861427727837e-05,"Positive","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"2var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_sablefish_recruitment_pred_ak",24,117.86541618849,127.289846831273,1,0,0.572256999502875,"x21_sst_wgoa_coastwatch_junjulaug","x15_sablefish_recruitment_pred_ak",NA,-0.645097908559766,6.63507329166091e-05,0.218848191791059,0.124424099296319,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M435",-8.40241432763818,0.271271835539985,19.6501938611617,2.01824526599131e-05,"Negative","Negative",NA,TRUE,FALSE,NA,2,1,0.5,FALSE
"3var_global","x13_hexagram_wai + x21_sst_wgoa_coastwatch_junjulaug + x10_californian_s_l_2yr_lead_ws",24,117.866753116413,128.469237589545,1,0,0.608032212705392,"x13_hexagram_wai","x21_sst_wgoa_coastwatch_junjulaug","x10_californian_s_l_2yr_lead_ws",0.131787035449563,0.349242393180477,-0.583756438688533,0.000107068650505804,0.231228483250526,0.0699160909017045,3,FALSE,FALSE,FALSE,FALSE,0,"M4049",-8.40107739971481,0.307047048742502,19.651530789085,2.01689659258515e-05,"Positive","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x13_hexagram_wai + x13_stka_herr_matbiom + x10_northern_f_s_2yr_lead_ws",24,117.873539026118,128.47602349925,0.759269631807131,0.311084381717249,0.589491518620063,"x13_hexagram_wai","x13_stka_herr_matbiom","x10_northern_f_s_2yr_lead_ws",0.416524149089034,0.00577340293238082,0.502582301241992,0.000294315911945064,0.299448652153846,0.0208894278403613,3,FALSE,FALSE,FALSE,FALSE,0,"M4113",-8.39429149000986,0.288506354657172,19.65831669879,2.0100649497861e-05,"Positive","Positive","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x10_harbour_s_2yr_lead_ws + x15_pacific_cod_biomass_pred_ak",24,117.881788901014,128.484273374145,1,0,0.606510679224343,"x12_dfa_biomass_euph_shelf_sum","x10_harbour_s_2yr_lead_ws","x15_pacific_cod_biomass_pred_ak",-0.41616585289165,0.00309125836573076,-0.456476811063595,0.000431177338263922,0.245166317943338,0.0857625738610426,3,FALSE,FALSE,FALSE,FALSE,0,"M2573",-8.38604161511401,0.305525515261453,19.6665665736858,2.00179063485009e-05,"Positive","Negative","Negative",FALSE,TRUE,FALSE,3,1,0.333333333333333,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_ammod_wai + x15_arrowtooth_flounder_biomass_pred_ak",24,117.884603153379,128.48708762651,0.782677124054057,0.291065127085082,0.597284228012033,"x12_dfa_biomass_euph_shelf_sum","x13_ammod_wai","x15_arrowtooth_flounder_biomass_pred_ak",-0.488243628143258,0.000626047563257126,-0.40642387541325,0.0152437135346566,-0.132111317311616,0.468628605699981,3,FALSE,FALSE,FALSE,FALSE,0,"M2201",-8.38322736274932,0.296299064049142,19.6693808260505,1.99897584368384e-05,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x13_pollock_biomass_go_aage3plus_pred_ak + x10_harbour_s_2yr_lead_ws + x15_dfa_sleeper_shark_bsai_pred_ak",24,117.890946582675,128.493431055807,0.929824127568199,0.151731323429583,0.6187780509553,"x13_pollock_biomass_go_aage3plus_pred_ak","x10_harbour_s_2yr_lead_ws","x15_dfa_sleeper_shark_bsai_pred_ak",-0.568191329434797,0.00446018901738943,-0.259593354574008,0.107978416412229,-0.624564992278161,0.00556561859052374,3,FALSE,FALSE,FALSE,FALSE,0,"M4472",-8.3768839334526,0.317792886992409,19.6757242553472,1.99264570671942e-05,"Positive","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_dfa_wgoa_dfa_seabirds + x15_sablefish_biomass_pred_ak",24,117.902888022031,128.505372495162,0.891315478075679,0.192824094769597,0.621981970299259,"x12_dfa_biomass_euph_shelf_sum","x13_dfa_wgoa_dfa_seabirds","x15_sablefish_biomass_pred_ak",-0.226044462459137,0.11916882134449,-0.548241108252568,0.000235505745477704,0.368014915023501,0.025118117337297,3,FALSE,FALSE,FALSE,FALSE,0,"M2337",-8.36494249409736,0.320996806336368,19.6876656947025,1.98078362560809e-05,"Positive","Positive","Negative",FALSE,FALSE,FALSE,3,0,0,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x14_pink_salmon + x15_icsl_cslchin_ratio",24,117.910795456176,128.513279929307,1,0,0.617620450376069,"x12_copepod_biomass_w_go_a","x14_pink_salmon","x15_icsl_cslchin_ratio",-0.431178116538027,0.00918517952049314,0.315845330923967,0.125875704445176,-0.440887213538423,0.0122411522653989,3,FALSE,FALSE,TRUE,TRUE,1,"M903",-8.35703505995201,0.316635286413179,19.6955731288478,1.97296762887167e-05,"Positive","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_ammod_wai + x13_dfa_wgoa_dfa_mid_trophic",24,117.914428288505,128.516912761636,0.83238109947348,0.247746735047214,0.595744071928268,"x12_dfa_biomass_euph_shelf_sum","x13_ammod_wai","x13_dfa_wgoa_dfa_mid_trophic",-0.456705591963404,0.000868730588857503,-0.536235893028023,0.000475068353045893,-0.11553203428228,0.481816545412304,3,FALSE,FALSE,FALSE,FALSE,0,"M2186",-8.35340222762335,0.294758907965377,19.6992059611765,1.96938715138192e-05,"Positive","Positive","Positive",FALSE,FALSE,FALSE,3,0,0,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x10_dfa_ssl_est_wholerange_2yr_lead + x15_pacific_cod_biomass_pred_ak",24,117.924164894916,128.526649368048,1,0,0.607128058415017,"x21_sst_wgoa_coastwatch_junjulaug","x10_dfa_ssl_est_wholerange_2yr_lead","x15_pacific_cod_biomass_pred_ak",-0.66278238865854,2.84023509249387e-05,0.263656350806652,0.0495229157482642,-0.0760024481750837,0.586212776284999,3,FALSE,FALSE,FALSE,FALSE,0,"M6272",-8.34366562121161,0.306142894452127,19.7089425675882,1.95982287738188e-05,"Negative","Negative","Negative",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x13_dfa_wgoa_dfa_seabirds + x15_icsl_cslchin_ratio",24,117.935485463447,128.537969936579,1,0,0.615677020886638,"x12_copepod_biomass_w_go_a","x13_dfa_wgoa_dfa_seabirds","x15_icsl_cslchin_ratio",-0.47023835159135,0.0021836162046116,-0.228113170378965,0.128085295410655,-0.313181935365204,0.0250203049326805,3,FALSE,FALSE,TRUE,TRUE,1,"M856",-8.33234505268084,0.314691856923748,19.720263136119,1.94876105883876e-05,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"2var_global","x21_pdo_djf + x15_dfa_sleeper_shark_bsai_pred_ak",24,117.941836012625,127.366266655408,0.997653668460979,0.0303682763302617,0.586651561342352,"x21_pdo_djf","x15_dfa_sleeper_shark_bsai_pred_ak",NA,-0.425121720034936,0.00289377177550754,-0.335064801494709,0.011854303438259,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M457",-8.32599450350318,0.285666397379462,19.7266136852967,1.94258302104291e-05,"Negative","Negative",NA,TRUE,TRUE,NA,2,2,1,TRUE
"3var_global","x13_dfa_wgoa_dfa_seabirds + x14_pink_salmon_north_america + x13_egoa_herring",24,117.944528288708,128.54701276184,0.86344989750878,0.219437832717169,0.62938570199117,"x13_dfa_wgoa_dfa_seabirds","x14_pink_salmon_north_america","x13_egoa_herring",-0.410186007063364,0.00181818928276245,-0.192878543988294,0.147056490273104,0.358221961324415,0.0088337902487543,3,FALSE,FALSE,FALSE,FALSE,0,"M4590",-8.32330222741959,0.328400538028279,19.7293059613802,1.93996979541477e-05,"Positive","Negative","Positive",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x13_hexagram_eai + x13_stka_herr_matbiom + x10_harbour_s_2yr_lead_ws",24,117.944667951562,128.547152424694,0.778802596291392,0.294075836433947,0.599973138376457,"x13_hexagram_eai","x13_stka_herr_matbiom","x10_harbour_s_2yr_lead_ws",-0.263321379460752,0.0498595279247889,0.227491705258787,0.0924992306990238,-0.388328681716016,0.00279572215658463,3,FALSE,FALSE,FALSE,FALSE,0,"M3761",-8.32316256456599,0.298987974413566,19.7294456242338,1.93983432928596e-05,"Positive","Positive","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"2var_global","x13_dfa_wgoa_dfa_seabirds + x13_egoa_herring",24,117.96000204519,127.384432687973,0.818643011346677,0.294642547848438,0.588089283242834,"x13_dfa_wgoa_dfa_seabirds","x13_egoa_herring",NA,-0.415654238185686,0.00243497274974525,0.417645764651446,0.00215394660120594,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M276",-8.30782847093826,0.287104119279943,19.7447797178616,1.92501839846752e-05,"Positive","Positive",NA,FALSE,TRUE,NA,2,1,0.5,FALSE
"3var_global","x13_egoa_herring + x13_mid_il_capelin + x10_harbour_s_2yr_lead_ws",24,117.963082045241,128.565566518373,0.788017194166412,0.286107114769551,0.593602111596943,"x13_egoa_herring","x13_mid_il_capelin","x10_harbour_s_2yr_lead_ws",0.280609652354193,0.0343825622159821,0.322500234037355,0.0257535626665515,-0.298724088205388,0.0258570121896344,3,FALSE,FALSE,FALSE,FALSE,0,"M6053",-8.30474847088675,0.292616947634053,19.7478597179131,1.92205615159986e-05,"Positive","Positive","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"2var_global","x21_sst_wgoa_coastwatch_junjulaug + x21_enso_dj",24,117.963597591521,127.388028234305,1,0,0.579808070611495,"x21_sst_wgoa_coastwatch_junjulaug","x21_enso_dj",NA,-0.699408372150164,6.36436619660952e-05,0.236959812232268,0.133346209376414,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M426",-8.30423292460677,0.278822906648605,19.7483752641931,1.92156076100236e-05,"Negative","Negative",NA,TRUE,FALSE,NA,2,1,0.5,FALSE
"3var_global","x13_hexagram_wai + x21_pdo_djf + x13_stka_herr_matbiom",24,117.965004497889,128.56748897102,0.798855467719005,0.276790962164735,0.591000152097929,"x13_hexagram_wai","x21_pdo_djf","x13_stka_herr_matbiom",0.336515206089542,0.0277479916455776,-0.326227612854361,0.0222720621282162,0.396432707583838,0.0061951596382217,3,FALSE,FALSE,FALSE,FALSE,0,"M4065",-8.30282601823941,0.290014988135039,19.7497821705604,1.92020950829464e-05,"Positive","Negative","Positive",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_dfa_wgoa_dfa_mid_trophic + x13_egoa_herring + x15_dfa_sleeper_shark_bsai_pred_ak",24,117.971210281505,128.573694754636,0.939049031859528,0.140517989287812,0.624619940377746,"x13_dfa_wgoa_dfa_mid_trophic","x13_egoa_herring","x15_dfa_sleeper_shark_bsai_pred_ak",-0.649475427596379,0.00395507797195194,0.593613900599472,0.00108825258939738,-0.490659898660875,0.00187157487756373,3,FALSE,FALSE,FALSE,FALSE,0,"M4943",-8.29662023462316,0.323634776414855,19.7559879541767,1.91426054021665e-05,"Positive","Positive","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x13_gadid_wai + x13_hexagram_eai + x14_pink_salmon_north_america",24,117.980754253573,128.583238726704,0.917005273203849,0.165902952281181,0.621496287023141,"x13_gadid_wai","x13_hexagram_eai","x14_pink_salmon_north_america",0.313000345961134,0.0248215884009921,-0.528573724848084,0.000238941547226812,-0.3680352734489,0.00483561268436805,3,FALSE,FALSE,FALSE,FALSE,0,"M3086",-8.28707626255519,0.320511123060251,19.7655319262446,1.90514747665279e-05,"Positive","Positive","Negative",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x10_northern_f_s_2yr_lead_ws + x10_dfa_ssl_est_wholerange_2yr_lead",24,117.99329179754,128.595776270671,1,0,0.606511704446984,"x21_sst_wgoa_coastwatch_junjulaug","x10_northern_f_s_2yr_lead_ws","x10_dfa_ssl_est_wholerange_2yr_lead",-0.684879280938607,0.000133365175115419,-0.0755357221224466,0.634192576292901,0.303992594303656,0.0379289685476321,3,FALSE,FALSE,FALSE,FALSE,0,"M6258",-8.27453871858822,0.305526540484093,19.7780694702116,1.89324189719648e-05,"Negative","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x12_copepod_com_w_go_a + x21_sst_wgoa_coastwatch_junjulaug + x10_californian_s_l_2yr_lead_ws",24,117.99980928517,128.602293758301,1,0,0.608593028099071,"x12_copepod_com_w_go_a","x21_sst_wgoa_coastwatch_junjulaug","x10_californian_s_l_2yr_lead_ws",0.13390806159709,0.390085431780848,-0.633016267513512,6.20282498715596e-05,0.224975429277862,0.0818203111958948,3,FALSE,FALSE,FALSE,FALSE,0,"M2014",-8.26802123095823,0.307607864136181,19.7845869578416,1.88708234852017e-05,"Positive","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x14_pink_salmon + x10_harbour_s_2yr_lead_ws",24,118.004229606644,128.606714079776,1,0,0.60222299508317,"x12_copepod_biomass_w_go_a","x14_pink_salmon","x10_harbour_s_2yr_lead_ws",-0.494611699190669,0.00256458266024451,-0.291069329969905,0.13979167037986,-0.421474163133151,0.0130821588874259,3,FALSE,FALSE,FALSE,FALSE,0,"M891",-8.26360090948381,0.30123783112028,19.789007279316,1.88291619883174e-05,"Positive","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x13_ammod_wai + x13_pollock_biomass_go_aage3plus_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak",24,118.008451015709,128.610935488841,0.810190427854741,0.266792844438351,0.610633542456055,"x13_ammod_wai","x13_pollock_biomass_go_aage3plus_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak",-0.317454044113314,0.117246208677827,-0.657707332058679,0.00113830173874296,-0.599989062285834,0.0108664327906185,3,FALSE,FALSE,FALSE,FALSE,0,"M2753",-8.25937950041865,0.309648378493165,19.7932286883812,1.87894611039214e-05,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x21_pdo_djf + x21_enso_dj + x15_spiny_dogfish_go_a_pred_ak",24,118.017946711011,128.620431184143,0.938838233064064,0.140663881440712,0.628439955221914,"x21_pdo_djf","x21_enso_dj","x15_spiny_dogfish_go_a_pred_ak",-0.75552085279681,2.71488466627723e-05,0.440806661742333,0.0133570838437935,0.245491866923065,0.0650193376622099,3,FALSE,FALSE,FALSE,FALSE,0,"M6334",-8.24988380511658,0.327454791259024,19.8027243836833,1.87004630469461e-05,"Negative","Negative","Negative",TRUE,FALSE,FALSE,3,1,0.333333333333333,FALSE
"2var_global","x14_pink_salmon + x21_sst_wgoa_coastwatch_junjulaug",24,118.027884941245,127.452315584029,1,0,0.575228420978085,"x14_pink_salmon","x21_sst_wgoa_coastwatch_junjulaug",NA,0.204000665511512,0.139553009207664,-0.550504009341145,0.00053029708796104,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M324",-8.23994557488263,0.274243257015195,19.8126626139172,1.86077687882806e-05,"Negative","Negative",NA,FALSE,TRUE,NA,2,1,0.5,FALSE
"2var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_halibut_biomass_age8plus_2yr_lead_pred_ak",24,118.032891414839,127.457322057622,1,0,0.573149657956301,"x21_sst_wgoa_coastwatch_junjulaug","x15_halibut_biomass_age8plus_2yr_lead_pred_ak",NA,-0.619928047806507,9.82695680415979e-05,-0.204059982393198,0.140049083083209,NA,NA,2,FALSE,FALSE,FALSE,FALSE,0,"M438",-8.23493910128934,0.272164493993411,19.8176690875105,1.85612473880795e-05,"Negative","Negative",NA,TRUE,TRUE,NA,2,2,1,TRUE
"3var_global","x13_ammod_wai + x13_hexagram_eai + x13_pollock_biomass_go_aage3plus_pred_ak",24,118.040718028999,128.64320250213,0.83055528100255,0.248827319790847,0.585393345362552,"x13_ammod_wai","x13_hexagram_eai","x13_pollock_biomass_go_aage3plus_pred_ak",-0.614063952174014,0.000263682582044789,-0.337391195631175,0.0111198064231113,-0.472049671372673,0.00716230626796399,3,FALSE,FALSE,FALSE,FALSE,0,"M2676",-8.22711248712935,0.284408181399662,19.8254957016705,1.84887534652669e-05,"Positive","Positive","Positive",FALSE,FALSE,FALSE,3,0,0,FALSE
"3var_global","x13_dfa_wgoa_dfa_seabirds + x14_pink_salmon_asia + x21_sst_wgoa_coastwatch_junjulaug",24,118.041676741978,128.644161215109,1,0,0.6132563179899,"x13_dfa_wgoa_dfa_seabirds","x14_pink_salmon_asia","x21_sst_wgoa_coastwatch_junjulaug",-0.132320261210986,0.359113445908412,0.223043236679624,0.100807367243039,-0.481229966300014,0.00324600050630863,3,FALSE,FALSE,FALSE,FALSE,0,"M4612",-8.22615377415045,0.31227115402701,19.8264544146494,1.84798928851695e-05,"Positive","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x21_pdo_djf + x15_sablefish_recruitment_pred_ak",24,118.043615925728,128.64610039886,1,0,0.604197018906959,"x21_sst_wgoa_coastwatch_junjulaug","x21_pdo_djf","x15_sablefish_recruitment_pred_ak",-0.519616178189539,0.00398127045854291,-0.218574362411401,0.168894499814961,0.200657562999946,0.145255459237832,3,FALSE,FALSE,FALSE,FALSE,0,"M6180",-8.22421459039984,0.303211854944068,19.8283935984,1.84619836149161e-05,"Negative","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x13_hexagram_wai + x15_icsl_risk_eulachon75_shad25",24,118.048323582398,128.65080805553,1,0,0.599287552268069,"x12_copepod_biomass_w_go_a","x13_hexagram_wai","x15_icsl_risk_eulachon75_shad25",-0.561837195133066,4.11808307367867e-05,0.30085966312696,0.0346726055024869,0.167868724091902,0.184078738039739,3,FALSE,FALSE,TRUE,TRUE,1,"M804",-8.21950693372983,0.298302388305179,19.83310125507,1.84185783790405e-05,"Positive","Positive","Negative",FALSE,TRUE,FALSE,3,1,0.333333333333333,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_ammod_wai + x15_sablefish_recruitment_pred_ak",24,118.056347993793,128.658832466924,0.850378761633319,0.231016079393296,0.594294924942916,"x12_dfa_biomass_euph_shelf_sum","x13_ammod_wai","x15_sablefish_recruitment_pred_ak",-0.466330515578892,0.000729396177577613,-0.507940481395867,0.00028249172600292,-0.0831401259281996,0.553925822488041,3,FALSE,FALSE,FALSE,FALSE,0,"M2203",-8.21148252233516,0.293309760980025,19.8411256664647,1.83448273051066e-05,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x13_hexagram_wai + x15_halibut_biomass_age8plus_2yr_lead_pred_ak + x15_icsl_cslchin_ratio",24,118.058560331233,128.661044804364,0.862095317365848,0.220265842227353,0.585970681563788,"x13_hexagram_wai","x15_halibut_biomass_age8plus_2yr_lead_pred_ak","x15_icsl_cslchin_ratio",0.607968986075912,0.000471668868956554,-1.07895344611333,3.84760067604351e-05,-0.914788324431964,0.000126754183046085,3,FALSE,FALSE,TRUE,TRUE,1,"M4209",-8.20927018489525,0.284985517600898,19.8433380039046,1.83245460502815e-05,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_hexagram_wai + x14_pink_salmon + x21_sst_wgoa_coastwatch_junjulaug",24,118.0606029618,128.663087434931,1,0,0.602147356116746,"x13_hexagram_wai","x14_pink_salmon","x21_sst_wgoa_coastwatch_junjulaug",0.203547657186077,0.152190188307815,0.235147146689936,0.0799708609386613,-0.532873011153077,0.000495869628153844,3,FALSE,FALSE,FALSE,FALSE,0,"M3944",-8.207227554328,0.301162192153855,19.8453806344718,1.83058404651109e-05,"Positive","Negative","Negative",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x14_pink_salmon_asia + x21_sst_wgoa_coastwatch_junjulaug",24,118.063936273922,128.666420747054,1,0,0.611164543941558,"x12_dfa_biomass_euph_shelf_sum","x14_pink_salmon_asia","x21_sst_wgoa_coastwatch_junjulaug",-0.12863891098935,0.365776607361089,0.238945202034778,0.0727385368208429,-0.48301630872729,0.00307119927123978,3,FALSE,FALSE,FALSE,FALSE,0,"M2417",-8.20389424220573,0.310179379978668,19.8487139465941,1.82753563354817e-05,"Positive","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x13_dfa_wgoa_dfa_seabirds + x13_dfa_wgoa_dfa_mid_trophic + x15_sablefish_biomass_pred_ak",24,118.074820032373,128.677304505504,0.887679647971981,0.195846173749544,0.618024420732788,"x13_dfa_wgoa_dfa_seabirds","x13_dfa_wgoa_dfa_mid_trophic","x15_sablefish_biomass_pred_ak",-0.639895743658257,3.56589493533122e-05,-0.317077368473143,0.134519222714352,0.722124182569708,0.00127944205991759,3,FALSE,FALSE,FALSE,FALSE,0,"M4556",-8.19301048375542,0.317039256769897,19.8595977050444,1.81761741669638e-05,"Positive","Positive","Negative",FALSE,FALSE,FALSE,3,0,0,FALSE
"3var_global","x12_copepod_biomass_w_go_a + x12_dfa_biomass_euph_shelf_sum + x15_dfa_sleeper_shark_bsai_pred_ak",24,118.074882507021,128.677366980152,1,0,0.622816033190206,"x12_copepod_biomass_w_go_a","x12_dfa_biomass_euph_shelf_sum","x15_dfa_sleeper_shark_bsai_pred_ak",-0.163234875447235,0.422867691644704,-0.384688951299195,0.017118263055073,-0.359919931624183,0.0684492947902045,3,FALSE,FALSE,FALSE,FALSE,0,"M689",-8.19294800910703,0.321830869227316,19.8596601796928,1.81756064007866e-05,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
