"model_type","terms","n","aic","bic","cfi","rmsea","sar_r2","term1","term2","term3","b1","p1","b2","p2","b3","p3","n_terms","has_ishark","has_issl","has_icsl","has_any_index","index_count","model_label","delta_aic_vs_base","delta_r2_vs_base","delta_aic_global","aic_weight","exp_sign_1","exp_sign_2","exp_sign_3","pass_sign_1","pass_sign_2","pass_sign_3","n_valid_terms","n_passed_terms","prop_model_signs_met","all_signs_met"
"3var_global","x14_pink_salmon + x10_californian_s_l_2yr_lead_ws + x15_icsl_cslchin_ratio",24,104.799158019066,115.401642492198,1,0,0.779900821367375,"x14_pink_salmon","x10_californian_s_l_2yr_lead_ws","x15_icsl_cslchin_ratio",0.539732741625147,4.7865853237905e-05,0.919268579344394,6.64819568285679e-08,-1.24719995414162,5.71778180358251e-11,3,FALSE,FALSE,TRUE,TRUE,1,"M5290",-21.4686724970618,0.478915657404485,6.58393569173808,0.0138763694299075,"Negative","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x13_egoa_herring + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,105.114877263609,115.717361736741,1,0,0.782282269740935,"x13_egoa_herring","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.218918083817368,0.0392714178193061,-0.888678044805729,6.47871423176127e-09,-0.842211903232557,2.33304715546723e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M6169",-21.1529532525188,0.481297105778045,6.89965493628105,0.0118499983713428,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x10_dfa_ssl_est_wholerange_2yr_lead + x15_icsl_cslchin_ratio",24,105.149122144913,115.751606618045,1,0,0.769218020903566,"x21_sst_wgoa_coastwatch_junjulaug","x10_dfa_ssl_est_wholerange_2yr_lead","x15_icsl_cslchin_ratio",-0.516904881635038,1.91916168261752e-05,1.0290841074689,7.16083888407937e-07,-0.888746999896187,3.07232488039322e-05,3,FALSE,FALSE,TRUE,TRUE,1,"M6278",-21.1187083712146,0.468232856940675,6.9338998175852,0.0116488246847079,"Negative","Negative","Negative",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_ammod_wai + x13_hexagram_eai",24,105.332547149658,115.93503162279,0.980590815005651,0.0928825059303607,0.763502381191251,"x12_dfa_biomass_euph_shelf_sum","x13_ammod_wai","x13_hexagram_eai",-0.594861913388042,7.10977530182788e-08,-0.459792429045231,6.1558199815348e-06,-0.436989516386107,3.06655296762326e-05,3,FALSE,FALSE,FALSE,FALSE,0,"M2182",-20.9352833664695,0.46251721722836,7.11732482233029,0.0106280080689882,"Positive","Positive","Positive",FALSE,FALSE,FALSE,3,0,0,FALSE
"3var_global","x13_gadid_wai + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,105.965938859703,116.568423332834,1,0,0.775518831324928,"x13_gadid_wai","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.183885031261074,0.0707772101708877,-1.00043433360143,2.09885442359337e-11,-0.836002791339504,5.4941133642572e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M3485",-20.3018916564252,0.474533667362038,7.75071653237461,0.00774305979702222,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x14_pink_salmon_asia + x10_californian_s_l_2yr_lead_ws + x15_icsl_cslchin_ratio",24,105.96764385582,116.570128328952,1,0,0.770518829582072,"x14_pink_salmon_asia","x10_californian_s_l_2yr_lead_ws","x15_icsl_cslchin_ratio",0.468775411508878,0.000132579183164783,0.885394121200592,4.56831964035231e-07,-1.12189548706728,1.46505407805364e-09,3,FALSE,FALSE,TRUE,TRUE,1,"M5731",-20.3001866603078,0.469533665619182,7.75242152849205,0.00773646166642307,"Negative","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x15_halibut_biomass_age8plus_2yr_lead_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak",24,105.981450347389,116.583934820521,1,0,0.776409723020662,"x12_dfa_biomass_euph_shelf_sum","x15_halibut_biomass_age8plus_2yr_lead_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak",-0.549419097021306,4.89396254188534e-07,0.7486252780827,4.18229742336074e-05,-1.10128081578508,2.19037232795927e-09,3,FALSE,FALSE,FALSE,FALSE,0,"M2637",-20.2863801687387,0.475424559057771,7.76622802006113,0.00768323888636303,"Positive","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x13_hexagram_eai + x10_harbour_s_2yr_lead_ws",24,106.021413463364,116.623897936495,1,0,0.759015254000214,"x12_dfa_biomass_euph_shelf_sum","x13_hexagram_eai","x10_harbour_s_2yr_lead_ws",-0.485954843149731,7.37079061008394e-06,-0.477411970367565,7.05287874946947e-06,-0.438782054657085,1.18845078673768e-05,3,FALSE,FALSE,FALSE,FALSE,0,"M2255",-20.2464170527643,0.458030090037323,7.80619113603552,0.00753123945304565,"Positive","Positive","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x15_sablefish_biomass_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,106.032647827176,116.635132300308,1,0,0.774940180340844,"x15_sablefish_biomass_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.18459283984745,0.0741251779940373,-0.97163861967225,7.57307550003361e-11,-0.876212070946876,1.18095844214849e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M7082",-20.2351826889516,0.473955016377954,7.81742549984824,0.00748905370449219,"Negative","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_enso_dj + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,106.082155915855,116.684640388986,1,0,0.768719947306054,"x21_enso_dj","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.194207840290287,0.0767132524469722,-1.02845927437984,1.19633192241508e-11,-0.931737224387813,4.31882396512151e-09,3,FALSE,FALSE,TRUE,TRUE,1,"M6578",-20.1856746002732,0.467734783343164,7.86693358852662,0.00730594502727528,"Negative","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_egoa_herring + x21_sst_wgoa_coastwatch_junjulaug + x21_enso_dj",24,106.401051973492,117.003536446624,1,0,0.761017007637743,"x13_egoa_herring","x21_sst_wgoa_coastwatch_junjulaug","x21_enso_dj",0.439976141249193,1.95644849441123e-05,-0.781379985015506,4.50699388920839e-09,0.320341392009361,0.00790119842180181,3,FALSE,FALSE,FALSE,FALSE,0,"M6001",-19.8667785426355,0.460031843674853,8.18582964616434,0.0062291530417329,"Positive","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x13_hexagram_wai + x13_egoa_herring + x21_sst_wgoa_coastwatch_junjulaug",24,106.517763821757,117.120248294889,0.951696164596026,0.146614265039655,0.751013440505077,"x13_hexagram_wai","x13_egoa_herring","x21_sst_wgoa_coastwatch_junjulaug",0.301052919857327,0.00859513955246638,0.470905001221182,8.68191381586669e-06,-0.609549339865084,3.12344027308953e-07,3,FALSE,FALSE,FALSE,FALSE,0,"M4026",-19.7500666943706,0.450028276542186,8.30254149442922,0.00587604814083142,"Positive","Positive","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_ammod_wai + x10_californian_s_l_2yr_lead_ws + x15_icsl_cslchin_ratio",24,106.761422654364,117.363907127496,1,0,0.751202493408153,"x13_ammod_wai","x10_californian_s_l_2yr_lead_ws","x15_icsl_cslchin_ratio",-0.448056839378888,0.000258584400359085,0.824144191623673,5.84898957001201e-06,-1.05935978595999,1.08410902477374e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M3002",-19.5064078617637,0.450217329445263,8.54620032703616,0.00520206173633782,"Positive","Negative","Negative",FALSE,FALSE,TRUE,3,1,0.333333333333333,FALSE
"3var_global","x13_hexagram_wai + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,106.844636596901,117.447121070033,1,0,0.760456662895345,"x13_hexagram_wai","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.168115431598137,0.130653537858612,-0.975732006030745,1.28459021198069e-10,-0.844709426599695,6.64202235434175e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M4214",-19.4231939192268,0.459471498932455,8.629414269573,0.00499006064749275,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_pollock_biomass_go_aage3plus_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,106.894286070065,117.496770543196,1,0,0.767271709183436,"x13_pollock_biomass_go_aage3plus_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.264293813393739,0.13531860028602,-1.09250646206614,1.04408259815614e-10,-0.743175663869165,2.16954237326483e-05,3,FALSE,FALSE,TRUE,TRUE,1,"M4539",-19.3735444460634,0.466286545220546,8.67906374273642,0.00486770866762556,"Positive","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x14_pink_salmon + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,106.970529247918,117.573013721049,1,0,0.767171186452204,"x14_pink_salmon","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.231005562332182,0.142829611559249,-0.859475332964321,7.18152825207596e-07,-0.919911434608861,1.23258050432895e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M5367",-19.2973012682104,0.466186022489313,8.75530692058945,0.00468563637067772,"Negative","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"2var_global","x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.027053392441,116.451484035225,1,0,0.745099363929304,"x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",NA,-0.981451204234952,6.36351860094919e-10,-0.861029591930159,1.34338351776009e-07,NA,NA,2,FALSE,FALSE,TRUE,TRUE,1,"M594",-19.2407771236869,0.444114199966414,8.81183106511298,0.004555064385443,"Negative","Negative",NA,TRUE,TRUE,NA,2,2,1,TRUE
"3var_global","x10_harbour_s_2yr_lead_ws + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.08464677055,117.687131243682,1,0,0.759364209872727,"x10_harbour_s_2yr_lead_ws","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.18553615391829,0.154915058510672,-0.839912473819517,3.97157190601405e-06,-0.818948647300135,2.87114250374643e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M6918",-19.1831837455777,0.458379045909836,8.8694244432221,0.00442576425557585,"Negative","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x13_stka_herr_matbiom + x10_harbour_s_2yr_lead_ws",24,107.269840627541,117.872325100673,0.989968126533673,0.0649023793523319,0.745315921948618,"x21_sst_wgoa_coastwatch_junjulaug","x13_stka_herr_matbiom","x10_harbour_s_2yr_lead_ws",-0.545482749016552,1.03575344527762e-05,0.344846872092179,0.00097722984104931,-0.27080210055209,0.0108182036823885,3,FALSE,FALSE,FALSE,FALSE,0,"M6220",-18.9979898885868,0.444330757985728,9.05461830021306,0.0040343534287501,"Negative","Positive","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_stka_herr_matbiom + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.294620709755,117.897105182886,1,0,0.762926267558824,"x13_stka_herr_matbiom","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.14852011834968,0.180137137381815,-0.903178353643037,3.58320504378895e-08,-0.814909464574966,4.31324715055581e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M6774",-18.9732098063734,0.461941103595933,9.07939838242646,0.00398467601205603,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x12_dfa_biomass_euph_shelf_sum + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.32438580575,117.926870278881,1,0,0.762126629708676,"x12_dfa_biomass_euph_shelf_sum","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.174858124646228,0.184061852276943,-0.926875824127948,5.16026354979715e-09,-0.722034848516353,0.000135245725021216,3,FALSE,FALSE,TRUE,TRUE,1,"M2644",-18.9434447103783,0.461141465745786,9.10916347842152,0.00392581298244524,"Positive","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x14_pink_salmon_asia + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.400895670051,118.003380143183,1,0,0.763645511358614,"x14_pink_salmon_asia","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.19081502587698,0.194590630555832,-0.85801725730064,2.0240884019973e-06,-0.872065588662975,3.45962054559834e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M5808",-18.8669348460766,0.462660347395724,9.18567334272319,0.00377846758605764,"Negative","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x15_salmon_shark_go_a_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.401646272161,118.004130745292,1,0,0.762223768798091,"x15_salmon_shark_go_a_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.134781214743998,0.194697178574919,-0.977272587055893,1.94753990712115e-10,-0.829268564598389,2.0902203323736e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M7137",-18.8661842439671,0.461238604835201,9.18642394483271,0.00377704978925417,"Negative","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_egoa_herring + x21_sst_wgoa_coastwatch_junjulaug + x15_sablefish_biomass_pred_ak",24,107.511572912022,118.114057385154,1,0,0.746060289891364,"x13_egoa_herring","x21_sst_wgoa_coastwatch_junjulaug","x15_sablefish_biomass_pred_ak",0.910274722327808,0.000150742568363116,-0.591916321198286,1.26733823901937e-06,-0.583977264514282,0.0174407423552054,3,FALSE,FALSE,FALSE,FALSE,0,"M6009",-18.756257604106,0.445075125928474,9.29635058469387,0.00357505265938468,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_risk_eulachon75_shad25 + x15_icsl_cslchin_ratio",24,107.633737503527,118.236221976658,1,0,0.763534096179981,"x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_risk_eulachon75_shad25","x15_icsl_cslchin_ratio",-1.04720274733347,1.59052104820034e-10,-0.128328851980678,0.231022593329651,-0.913595047130834,2.84098380376463e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M7139",-18.6340930126013,0.462548932217091,9.41851517619858,0.00336321583560545,"Negative","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x12_copepod_biomass_w_go_a + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.713814073264,118.316298546396,1,0,0.755813620958939,"x12_copepod_biomass_w_go_a","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.173311985470533,0.245307344778782,-0.82565068997411,5.43962467680625e-05,-0.791336426730843,3.17063646781968e-06,3,FALSE,FALSE,TRUE,TRUE,1,"M1155",-18.5540164428637,0.454828456996049,9.49859174593618,0.00323121854729335,"Positive","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x15_spiny_dogfish_go_a_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.772576250047,118.375060723178,1,0,0.756707876647156,"x15_spiny_dogfish_go_a_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.207950963869524,0.256446096519446,-0.897501344831796,1.65575080535163e-07,-0.954843942633812,1.00410727066347e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M7128",-18.4952542660812,0.455722712684265,9.55735392271868,0.00313766294233988,"Negative","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x13_egoa_herring + x21_sst_wgoa_coastwatch_junjulaug + x15_icsl_risk_eulachon75_shad25",24,107.835681423914,118.438165897045,0.957985796210668,0.134059515603855,0.737118930139359,"x13_egoa_herring","x21_sst_wgoa_coastwatch_junjulaug","x15_icsl_risk_eulachon75_shad25",0.466244994988097,1.95835467839967e-05,-0.634726548046173,2.21667648903079e-07,0.242211070250657,0.0218997386907671,3,FALSE,FALSE,TRUE,TRUE,1,"M6016",-18.4321490922144,0.436133766176469,9.62045909658539,0.00304020713615357,"Positive","Negative","Negative",TRUE,TRUE,FALSE,3,2,0.666666666666667,FALSE
"3var_global","x15_sablefish_recruitment_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,107.857827724162,118.460312197293,1,0,0.756413591973777,"x15_sablefish_recruitment_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.131053172660573,0.2736867662048,-0.975458132820498,3.15494075309175e-10,-0.913353253249326,4.0296923353722e-08,3,FALSE,FALSE,TRUE,TRUE,1,"M7103",-18.4100027919663,0.455428428010886,9.64260539683357,0.00300672816703578,"Negative","Negative","Negative",FALSE,TRUE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x21_enso_dj + x13_stka_herr_matbiom",24,108.013706800328,118.616191273459,1,0,0.745778310634336,"x21_sst_wgoa_coastwatch_junjulaug","x21_enso_dj","x13_stka_herr_matbiom",-0.757860395841079,3.28937184157496e-08,0.292195252148223,0.0183307264849502,0.415406859132558,8.30842874182114e-05,3,FALSE,FALSE,FALSE,FALSE,0,"M6189",-18.2541237158001,0.444793146671445,9.79848447299977,0.00278128475151849,"Negative","Negative","Positive",TRUE,FALSE,TRUE,3,2,0.666666666666667,FALSE
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_arrowtooth_flounder_biomass_pred_ak + x15_icsl_cslchin_ratio",24,108.048147529452,118.650632002584,0.996614390945346,0.0372098556980879,0.737060673436111,"x21_sst_wgoa_coastwatch_junjulaug","x15_arrowtooth_flounder_biomass_pred_ak","x15_icsl_cslchin_ratio",-0.589802942021248,3.66553667330294e-06,-0.734604412032082,1.27685912625353e-05,-0.526493687772406,0.00189551070587091,3,FALSE,FALSE,TRUE,TRUE,1,"M6287",-18.219682986676,0.436075509473221,9.83292520212385,0.00273380003959608,"Negative","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_dfa_wgoa_dfa_mid_trophic + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,108.138388576678,118.74087304981,1,0,0.754453682469962,"x13_dfa_wgoa_dfa_mid_trophic","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.144896777741367,0.341358581719854,-0.951140940061887,2.25048202295852e-09,-0.92623983554389,1.0787046633709e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M5115",-18.1294419394497,0.453468518507072,9.92316624935009,0.00261319098348968,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
"3var_global","x13_egoa_herring + x21_sst_wgoa_coastwatch_junjulaug + x10_harbour_s_2yr_lead_ws",24,108.301976797035,118.904461270166,0.971866979670154,0.108266634472395,0.733180247875804,"x13_egoa_herring","x21_sst_wgoa_coastwatch_junjulaug","x10_harbour_s_2yr_lead_ws",0.335415536926026,0.00216702747990571,-0.558145941712059,1.09846424565241e-05,-0.240044457941624,0.0303236620713143,3,FALSE,FALSE,FALSE,FALSE,0,"M6005",-17.9658537190932,0.432195083912913,10.0867544697066,0.00240795529826046,"Positive","Negative","Negative",TRUE,TRUE,TRUE,3,3,1,TRUE
